"region","field_id","label","anchor_field","pilot_category","facility_type","facility_id","facility_name","operator","office_tag","street_address","city","state","postal_code","latitude","longitude","source","source_date","license_status","rights_status","review_status","review_reason","claim_boundary"
"chicago","loop-river-north","Loop / River North field","urban_core_mixed_service_field","real_estate","real_estate","osm:node:12479624551","Best Chicago Properties","","estate_agent","847 West Monroe Street","Chicago","IL","60607","41.8803098","-87.6491793","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"dallas","arlington-grand-prairie","Arlington / Grand Prairie field","midcities_power_event_field","real_estate","real_estate","osm:node:7164922836","VI Collections","","estate_agent","","","","","32.7090905","-97.0808658","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","downtown-koreatown-midwilshire","Downtown LA / Koreatown / Mid-Wilshire field","urban_core_mixed_service_field","real_estate","real_estate","osm:node:4101065456","Santee Court","","estate_agent","716 South Los Angeles Street","Los Angeles","","90014","34.0423788","-118.2505198","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","downtown-koreatown-midwilshire","Downtown LA / Koreatown / Mid-Wilshire field","urban_core_mixed_service_field","real_estate","real_estate","osm:node:4121132660","LEVEL Furnished Living","LEVEL Furnished Living","estate_agent","888 South Olive Street","","","90014","34.0438144","-118.2578099","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","downtown-koreatown-midwilshire","Downtown LA / Koreatown / Mid-Wilshire field","urban_core_mixed_service_field","real_estate","real_estate","osm:node:4161916589","Ritz Properties","","estate_agent","3660 Wilshire Boulevard 714","Los Angeles","CA","90010","34.0613589","-118.30501","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","downtown-koreatown-midwilshire","Downtown LA / Koreatown / Mid-Wilshire field","urban_core_mixed_service_field","real_estate","real_estate","osm:node:5828720113","Proto Homes LLC","","estate_agent","917 West 17th Street","Los Angeles","CA","90015","34.0397224","-118.2767378","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","downtown-koreatown-midwilshire","Downtown LA / Koreatown / Mid-Wilshire field","urban_core_mixed_service_field","real_estate","real_estate","osm:node:10654556193","Abhaya Properties","","estate_agent","3705 West Pico Boulevard 706","Los Angeles","CA","90019","34.047529","-118.321515","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","downtown-koreatown-midwilshire","Downtown LA / Koreatown / Mid-Wilshire field","urban_core_mixed_service_field","real_estate","real_estate","osm:node:10818461490","FastPropertyCashNow.Com","","estate_agent","3705 West Pico Boulevard 1720","Los Angeles","CA","90019","34.047567","-118.3215943","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","downtown-koreatown-midwilshire","Downtown LA / Koreatown / Mid-Wilshire field","urban_core_mixed_service_field","real_estate","real_estate","osm:node:11263886845","Remax Commercial","","estate_agent","South Main Street","Los Angeles","CA","","34.0312986","-118.2647022","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","ontario-rancho-cucamonga","Ontario Mills / Rancho Cucamonga field","inland_freeway_power_center_field","real_estate","real_estate","osm:node:9153491360","Premier One Realty","","estate_agent","","","","","34.1078582","-117.6401573","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","ontario-rancho-cucamonga","Ontario Mills / Rancho Cucamonga field","inland_freeway_power_center_field","real_estate","real_estate","osm:node:11085551356","Cushman & Wakefield","","estate_agent","901 North Via Piemonte Suite 200","Ontario","CA","91764","34.0742868","-117.5659657","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","ontario-rancho-cucamonga","Ontario Mills / Rancho Cucamonga field","inland_freeway_power_center_field","real_estate","real_estate","osm:node:11843390720","Raybon Mortgage","","estate_agent","537","","","","34.0692905","-117.6514079","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","exclude","mortgage_or_lending_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","ontario-rancho-cucamonga","Ontario Mills / Rancho Cucamonga field","inland_freeway_power_center_field","real_estate","real_estate","osm:node:11846161115","Neighborhood Partnership Housing Services","","estate_agent","","","","","34.0708602","-117.6544341","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","ontario-rancho-cucamonga","Ontario Mills / Rancho Cucamonga field","inland_freeway_power_center_field","real_estate","real_estate","osm:node:11846161351","Housing Partners I Inc","","estate_agent","420","","","","34.0677603","-117.6494758","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","ontario-rancho-cucamonga","Ontario Mills / Rancho Cucamonga field","inland_freeway_power_center_field","real_estate","real_estate","osm:node:11846161352","Reliant Asset Management Solutions","","estate_agent","424","","","","34.0678426","-117.6494771","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","ontario-rancho-cucamonga","Ontario Mills / Rancho Cucamonga field","inland_freeway_power_center_field","real_estate","real_estate","osm:node:13120995040","Diamond Home Buyers Inc.","","estate_agent","8333 Foothill Boulevard 415","Rancho Cucamonga","CA","91784","34.104429","-117.6236191","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","ontario-rancho-cucamonga","Ontario Mills / Rancho Cucamonga field","inland_freeway_power_center_field","real_estate","real_estate","osm:way:1275920126","Omega Real Estate","","estate_agent","","","","","34.0732736181818","-117.651594763636","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","riverside-tyler-corona","Riverside / Tyler / Corona edge field","inland_secondary_core_growth_field","real_estate","real_estate","osm:node:4762210963","RE/MAX Vantage","","estate_agent","","","","","33.9603285","-117.5950341","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","riverside-tyler-corona","Riverside / Tyler / Corona edge field","inland_secondary_core_growth_field","real_estate","real_estate","osm:node:12187312272","RE/MAX","","estate_agent","","","","","33.885125","-117.5651326","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","riverside-tyler-corona","Riverside / Tyler / Corona edge field","inland_secondary_core_growth_field","real_estate","real_estate","osm:node:13296945054","Providence Realty","","estate_agent","","","","","33.9543992","-117.394751","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","riverside-tyler-corona","Riverside / Tyler / Corona edge field","inland_secondary_core_growth_field","real_estate","real_estate","osm:node:13324485534","Inland Empire Escrow","","estate_agent","","","","","33.9510243","-117.3969222","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","exclude","adjacent_or_institutional_property_service_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","riverside-tyler-corona","Riverside / Tyler / Corona edge field","inland_secondary_core_growth_field","real_estate","real_estate","osm:node:14093525571","paramount Residential Mortgage Group","","estate_agent","1265 Corona Pointe Court","Corona","CA","92879","33.8704818","-117.5423073","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","exclude","mortgage_or_lending_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","riverside-tyler-corona","Riverside / Tyler / Corona edge field","inland_secondary_core_growth_field","real_estate","real_estate","osm:way:276346481","Realty World","","estate_agent","2075 River Road","Norco","","92860","33.9090576428571","-117.582823228571","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:6573354982","RE/MAX","","estate_agent","","","","","33.8161437","-118.387266","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:9042227979","Merit Real Estate","","estate_agent","","","","","33.8726637","-118.3701166","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:9042227980","Redondo Mortgage Center","","estate_agent","","","","","33.8726148","-118.3701095","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","exclude","mortgage_or_lending_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:9278994726","Riviera Escrow","","estate_agent","253 Avenida del Norte","","","","33.8183161","-118.3867211","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","exclude","adjacent_or_institutional_property_service_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:9279139616","Horrell Realtors","","estate_agent","","","","","33.8165348","-118.3865631","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:9496948955","","","estate_agent","","","","","33.8735653","-118.3008122","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","exclude","unnamed_office_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:9592455715","Scott Anastasi Realty","","estate_agent","","","","","33.8380298","-118.3823379","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:9670959166","Faith Realty","","estate_agent","","","","","33.8317414","-118.3291315","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:9715919890","Engel & Völkers","","estate_agent","302 Avenue I","","","","33.8183222","-118.3852294","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:9765219607","RE/MAX","","estate_agent","","","","","33.8174906","-118.3856322","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:9765320464","Sotheby's","","estate_agent","","","","","33.816924","-118.3876643","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:9864658494","Beach Lending","","estate_agent","","","","","33.8586198","-118.3611329","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","exclude","mortgage_or_lending_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:10827927175","Riviera Mortgage Group","","estate_agent","","","","","33.817122","-118.3859828","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","exclude","mortgage_or_lending_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:11403486483","Beach City Brokers","","estate_agent","1716 South Catalina Avenue","","","","33.8178079","-118.3877454","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:11404478048","Giltner","","estate_agent","1530 West Artesia Boulevard B-2","","","","33.8725227","-118.303494","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:12132584119","Faith Realty","","estate_agent","","","","","33.8345797","-118.3284364","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:node:12616353902","Westland","","estate_agent","17225 Crenshaw Boulevard","","CA","","33.874078","-118.3267197","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","south-bay-torrance","South Bay / Torrance field","coastal_suburban_mall_auto_service_field","real_estate","real_estate","osm:way:442301459","Estate Properties","","estate_agent","23740 Hawthorne Boulevard","Torrance","","90505","33.8099117869565","-118.3501278","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","west-la-century-city-culver","West LA / Century City / Culver City field","affluent_office_retail_service_field","real_estate","real_estate","osm:node:2986491046","Broker L.A. Realty","","estate_agent","","","","","34.0662065","-118.3809838","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","west-la-century-city-culver","West LA / Century City / Culver City field","affluent_office_retail_service_field","real_estate","real_estate","osm:node:3960923729","Miller & Desatnik Realty","","estate_agent","3627 Motor Avenue","Los Angeles","CA","","34.0241171","-118.4069973","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","west-la-century-city-culver","West LA / Century City / Culver City field","affluent_office_retail_service_field","real_estate","real_estate","osm:node:5282413033","Rodeo Realty","","estate_agent","","","","","34.0681051","-118.3980542","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","west-la-century-city-culver","West LA / Century City / Culver City field","affluent_office_retail_service_field","real_estate","real_estate","osm:node:5282413036","Westside Estate Agency","","estate_agent","","","","","34.0682046","-118.3981505","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","west-la-century-city-culver","West LA / Century City / Culver City field","affluent_office_retail_service_field","real_estate","real_estate","osm:node:5282642761","Hilton & Hyland Real Estate","","estate_agent","","","","","34.0690338","-118.3990189","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","west-la-century-city-culver","West LA / Century City / Culver City field","affluent_office_retail_service_field","real_estate","real_estate","osm:node:5282642766","Coldwell Banker","","estate_agent","","","","","34.0694851","-118.400051","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","west-la-century-city-culver","West LA / Century City / Culver City field","affluent_office_retail_service_field","real_estate","real_estate","osm:node:8409854684","KMK Management","","estate_agent","2999 Overland Avenue","Los Angeles","CA","","34.032687","-118.4180981","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","west-la-century-city-culver","West LA / Century City / Culver City field","affluent_office_retail_service_field","real_estate","real_estate","osm:node:8441556981","Exclusive Realty","","estate_agent","","","","","34.0308792","-118.4213849","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","west-la-century-city-culver","West LA / Century City / Culver City field","affluent_office_retail_service_field","real_estate","real_estate","osm:node:8487312715","Cavanaugh Realtors","","estate_agent","","","","","34.0253562","-118.394781","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","west-la-century-city-culver","West LA / Century City / Culver City field","affluent_office_retail_service_field","real_estate","real_estate","osm:node:8657011110","Remax","","estate_agent","","","","","34.0447753","-118.418877","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","west-la-century-city-culver","West LA / Century City / Culver City field","affluent_office_retail_service_field","real_estate","real_estate","osm:node:8821986352","Maxam","","estate_agent","","","","","34.0257351","-118.393998","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","west-la-century-city-culver","West LA / Century City / Culver City field","affluent_office_retail_service_field","real_estate","real_estate","osm:node:8996713061","Corcoran","","estate_agent","","","","","34.0309435","-118.4214239","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
"los_angeles","west-la-century-city-culver","West LA / Century City / Culver City field","affluent_office_retail_service_field","real_estate","real_estate","osm:node:9015508630","Heyler Realty","","estate_agent","","","","","34.0426522","-118.4237796","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; not housing price, wealth, buyer/renter identity, protected traits, demand, catchment, or individual behavior."
