"region","field_id","label","anchor_field","pilot_category","facility_type","facility_id","facility_name","operator","office_tag","street_address","city","state","postal_code","latitude","longitude","source","source_date","license_status","rights_status","review_status","review_reason","claim_boundary"
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","real_estate","real_estate","osm:node:11379096301","Crestwave Property Management","","estate_agent","375 Atlantic Avenue #101","Long Beach","CA","90802","33.7715413","-118.1852829","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","exclude","leasing_or_single_property_candidate","Real-estate office footprint only; tiled retry; not housing price, wealth, buyer/renter identity, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","real_estate","real_estate","osm:node:4967575039","Chamberlain Real Estate","","estate_agent","11292 Los Alamitos Boulevard","Los Alamitos","CA","90720","33.7984826","-118.0708143","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_real_estate_candidate","Real-estate office footprint only; tiled retry; not housing price, wealth, buyer/renter identity, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","real_estate","real_estate","osm:node:5636351423","Pacific Coast Realty","","estate_agent","","","","","33.7828441","-118.140107","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; tiled retry; not housing price, wealth, buyer/renter identity, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","real_estate","real_estate","osm:node:5636354024","Paragon Equities","","estate_agent","","","","","33.7827344","-118.1395635","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; tiled retry; not housing price, wealth, buyer/renter identity, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","real_estate","real_estate","osm:node:5636354025","Beach Equities Real Estate","","estate_agent","","","","","33.7827404","-118.1397403","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; tiled retry; not housing price, wealth, buyer/renter identity, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","real_estate","real_estate","osm:node:5636358021","Go Green Real Estate","","estate_agent","","","","","33.7827576","-118.1408019","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; tiled retry; not housing price, wealth, buyer/renter identity, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","real_estate","real_estate","osm:node:5636459327","Engel & Völkers","","estate_agent","","","","","33.7612979","-118.1368854","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; tiled retry; not housing price, wealth, buyer/renter identity, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","real_estate","real_estate","osm:node:5640763323","Century 21 on Target","","estate_agent","","","","","33.796668","-118.124441","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; tiled retry; not housing price, wealth, buyer/renter identity, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","real_estate","real_estate","osm:node:5640765121","Realty One Group","","estate_agent","","","","","33.794592","-118.1255649","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; tiled retry; not housing price, wealth, buyer/renter identity, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","real_estate","real_estate","osm:node:5640792844","Coldwell Banker","","estate_agent","","","","","33.7861726","-118.1406329","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; tiled retry; not housing price, wealth, buyer/renter identity, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","real_estate","real_estate","osm:node:5640828139","Brockman Properties","","estate_agent","","","","","33.782453","-118.148642","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; tiled retry; not housing price, wealth, buyer/renter identity, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","real_estate","real_estate","osm:way:295619964","","","estate_agent","","","","","33.76742296","-118.07861992","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","exclude","unnamed_office_candidate","Real-estate office footprint only; tiled retry; not housing price, wealth, buyer/renter identity, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","real_estate","real_estate","osm:way:309018752","Nationwide Real Estate","","estate_agent","","","","","33.83816036","-118.18536232","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; tiled retry; not housing price, wealth, buyer/renter identity, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","real_estate","real_estate","osm:way:441062752","Berkshire Hathaway HomeServices","","estate_agent","","","","","33.77002878","-118.15223188","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; tiled retry; not housing price, wealth, buyer/renter identity, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","real_estate","real_estate","osm:way:441377650","West Coast Properties","","estate_agent","","","","","33.8013530857143","-118.152000357143","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Real-estate office footprint only; tiled retry; not housing price, wealth, buyer/renter identity, demand, catchment, or individual behavior."
