"region","field_id","label","anchor_field","pilot_category","facility_type","facility_id","facility_name","operator","office_tag","street_address","city","state","postal_code","latitude","longitude","source","source_date","license_status","rights_status","review_status","review_reason","claim_boundary"
"chicago","loop-river-north","Loop / River North field","urban_core_mixed_service_field","accounting","legal_accounting_notary","osm:node:2088025412","First American Tax Defense","","accountant","","","","","41.8865126","-87.6332585","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Local professional-service footprint only; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"chicago","loop-river-north","Loop / River North field","urban_core_mixed_service_field","legal","legal_accounting_notary","osm:node:2554466602","Malman Law Chicago","","lawyer","205 West Randolph Street","Chicago","IL","60606","41.8842754","-87.6342596","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"chicago","loop-river-north","Loop / River North field","urban_core_mixed_service_field","legal","legal_accounting_notary","osm:node:2622842623","The White Law Group  LLC","","lawyer","205 West Randolph Street","Chicago","","60606","41.8840475","-87.634266","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"chicago","loop-river-north","Loop / River North field","urban_core_mixed_service_field","legal","legal_accounting_notary","osm:node:3026278564","Law Office of Andrew J. Harger","","lawyer","300 North LaSalle Boulevard","Chicago","IL","60654","41.8883259","-87.6329543","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"chicago","loop-river-north","Loop / River North field","urban_core_mixed_service_field","legal","legal_accounting_notary","osm:node:3372776774","Law Offices of Jonhathan M Aven  LTD","","lawyer","180 North Michigan Avenue 2105","Chicago","IL","60601","41.8855614","-87.6251477","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"chicago","loop-river-north","Loop / River North field","urban_core_mixed_service_field","legal","legal_accounting_notary","osm:node:3400023429","Nenye E. Uche  Attorney at Law","","lawyer","201 East Ohio Street","Chicago","IL","60611","41.8923015","-87.6224952","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"chicago","loop-river-north","Loop / River North field","urban_core_mixed_service_field","legal","legal_accounting_notary","osm:node:4455001433","Leon J. Teichner & Associates  P.C.","","lawyer","161 North Clark Street 1600","Chicago","IL","60601","41.884798","-87.6305074","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"chicago","loop-river-north","Loop / River North field","urban_core_mixed_service_field","legal","legal_accounting_notary","osm:node:4533817110","Budin Law Offices","","lawyer","1 North LaSalle Street 2165","Chicago","IL","60602","41.8822495","-87.6320803","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"chicago","loop-river-north","Loop / River North field","urban_core_mixed_service_field","accounting","legal_accounting_notary","osm:node:4695276731","Lerman  Boudart & Associates  LLP","","accountant","118 South Clinton Street 550","Chicago","IL","60661","41.8799801","-87.6414576","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"chicago","loop-river-north","Loop / River North field","urban_core_mixed_service_field","legal","legal_accounting_notary","osm:node:4841340094","Michael J. Petro","","lawyer","53 West Jackson Boulevard","Chicago","IL","60604","41.8775332","-87.6295516","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"chicago","loop-river-north","Loop / River North field","urban_core_mixed_service_field","legal","legal_accounting_notary","osm:node:4994251648","Scanlan Law Group","","lawyer","8 South Michigan Avenue 2700","Chicago","IL","60603","41.8818813","-87.6248874","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
