"region","field_id","label","anchor_field","pilot_category","facility_type","facility_id","facility_name","operator","office_tag","street_address","city","state","postal_code","latitude","longitude","source","source_date","license_status","rights_status","review_status","review_reason","claim_boundary"
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","notary","legal_accounting_notary","osm:node:10213933890","Marathon Attorney Service","","notary","6227 Village Road","Lakewood","CA","90713","33.8340742","-118.110364","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","legal","legal_accounting_notary","osm:node:11524384081","OakTree Law","Ed Pitts","lawyer","3355 Cerritos Avenue","Los Alamitos","CA","90720","33.8107615","-118.0734491","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","legal","legal_accounting_notary","osm:node:12587326985","Text Kevin Accident Attorneys","","lawyer","4182 N Viking Way 204","Long Beach","CA","90808","33.8333985","-118.1254529","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","legal","legal_accounting_notary","osm:node:13181260890","Tsang & Associates","","lawyer","18830 Norwalk Boulevard","","","","33.8602445","-118.0717965","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","legal","legal_accounting_notary","osm:node:13463311105","Felahy Law","","lawyer","4000 Cover Street","Long Beach","CA","90808","33.8274113","-118.1468724","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","accounting","legal_accounting_notary","osm:node:2959379500","McDonough Tax Service","","accountant","4121 Norse Way","Long Beach","CA","90808","33.8326886","-118.1413244","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","accounting","legal_accounting_notary","osm:node:2959404062","New Stone Tax Services","","accountant","4158 Norse Way","Long Beach","","90808","33.8336538","-118.1418379","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","legal","legal_accounting_notary","osm:node:5636450727","David Wiztling","","lawyer","","","","","33.7602216","-118.1337584","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","accounting","legal_accounting_notary","osm:node:7996432842","Cynthis Day-Elliott","","accountant","","","","","33.816671","-118.1729339","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","legal","legal_accounting_notary","osm:node:8899612248","Lakewood Law","","lawyer","4154 Norse Way","Long Beach","","90808","33.8335904","-118.141763","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","legal","legal_accounting_notary","osm:node:9006198509","Law Office","","lawyer","","","","","33.8544772","-118.196937","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","legal","legal_accounting_notary","osm:node:9855368061","Larry H. Parker Accident Attorneys - Long Beach","","lawyer","364 East San Antonio Drive","Long Beach","CA","90807","33.8349167","-118.1881844","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","legal","legal_accounting_notary","osm:node:9855368062","Michael D Waks","","lawyer","300 East San Antonio Drive","Long Beach","CA","90807","33.8348097","-118.1884446","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","legal","legal_accounting_notary","osm:node:9855368063","Perona  Langer  Beck  Serbin  and Harrison","","lawyer","300 East San Antonio Drive","Long Beach","CA","90807","33.8347518","-118.1885599","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","legal","legal_accounting_notary","osm:way:309018692","O'Sullivan Law","","lawyer","","","","","33.82820946","-118.189564685","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","address_tag_incomplete","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","accounting","legal_accounting_notary","osm:way:368827237","Jacobson Income Tax","","accountant","4725 East Anaheim Street","Long Beach","","","33.7829679428571","-118.13777215","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","legal","legal_accounting_notary","osm:way:368827239","Salcido Law","","lawyer","4729 East Anaheim Street","Long Beach","","","33.7828168","-118.1376419","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"los_angeles","long-beach-lakewood","Long Beach / Lakewood field","port_coastal_grid_mall_service_field","legal","legal_accounting_notary","osm:way:441339808","Larry H. Parker","","lawyer","350 East San Antonio Drive","Long Beach","CA","90807","33.8348538709677","-118.188362558065","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
"philadelphia","northeast-roosevelt","Northeast Philadelphia / Roosevelt Boulevard field","inner_suburban_auto_corridor_field","accounting","legal_accounting_notary","osm:node:13796576107","Victor's Office - VJP Services","","accountant","7631 Algon Avenue","Philadelphia","PA","19111-3331","40.0605524","-75.0679333","OpenStreetMap Overpass API","2026-08-16","open","ODbL; attribution and share-alike required","packet_ready","public_facing_structured_professional_service_candidate","Local professional-service footprint only; tiled retry; not professional quality, clientele, income, credit, risk, legal status, demand, catchment, or individual behavior."
