ring,leader,leader_stores,total_stores,status,home_depot_stores,lowes_stores,lowes_share
urban_core,McDonald's,33,88,contested,0,0,0.000
inner_suburb,McDonald's,106,294,contested,0,0,0.000
outer_suburb,McDonald's,83,234,contested,0,0,0.000
exurb,McDonald's,7,23,contested,0,0,0.000

brand,store_id,city,county_name,ring,distance_from_core_miles
Wendy's,c24e8faa-f181-41e2-80b2-1203eaf4efda,Newnan,Coweta County,outer_suburb,31.56
Burger King,6a0f5768-7c4c-4776-a2a9-8edc319bffb9,Villa Rica,Carroll County,outer_suburb,31.65
Burger King,ff0bd230-6076-4297-b7f1-c8569fa0ddbd,Covington,Newton County,outer_suburb,31.66
Wendy's,7a50041a-3989-4848-879e-d6abc6e1799e,Villa Rica,Carroll County,outer_suburb,31.70
McDonald's,1235645d-fe88-4a19-a986-4a7d52f25142,Villa Rica,Carroll County,outer_suburb,31.71
McDonald's,e66370c6-41e1-48d5-bc9e-a4bda75e7765,Canton,Cherokee County,outer_suburb,31.80
Taco Bell,c42dab18-22cf-45ee-bb2e-205cdcd2547d,Buford,Gwinnett County,outer_suburb,31.82
Wendy's,42cfacfa-2dee-4ae0-b087-a28f3e7db74a,Buford,Gwinnett County,outer_suburb,31.87
McDonald's,11876cce-53e7-4c20-8216-31fb6fa61736,Buford,Gwinnett County,outer_suburb,32.16
Taco Bell,d858e86f-dc59-4bce-baaf-5a51887d8624,Buford,Gwinnett County,outer_suburb,32.25
Wendy's,55945622-dc00-4b0d-b9a7-56db3266228a,Covington,Newton County,outer_suburb,32.35
McDonald's,9e210e24-47a5-482e-9db5-f51a348794a5,Covington,Newton County,outer_suburb,32.38
Burger King,9715f129-23bd-4705-a001-67c4c7adbf73,Dacula,Gwinnett County,outer_suburb,32.44
McDonald's,cc5eb8d9-17d6-44cb-9e94-e972e5b729dd,Dacula,Gwinnett County,outer_suburb,32.48
McDonald's,7adcc84e-7f10-481a-a20c-39fb2bd873cb,Dacula,Gwinnett County,outer_suburb,32.48
Taco Bell,3bacf939-9aa5-4b89-9619-eb77a1f63893,Dacula,Gwinnett County,outer_suburb,32.52
Burger King,243c8810-86d5-42bc-9b6c-a82dcb7a44b9,Buford,Gwinnett County,outer_suburb,32.52
McDonald's,5c53db4b-55ce-4148-8b4d-bb67184840d4,Cumming,Forsyth County,outer_suburb,32.59
Burger King,9acd9389-71a7-4fb6-b617-835d8ac03f7a,Newnan,Coweta County,outer_suburb,32.60
Taco Bell,4fc02fba-80d1-4b4e-a918-cafc35b3c63a,Cumming,Forsyth County,outer_suburb,32.60
McDonald's,0afc6bac-36fc-49c0-ab3e-04af35823c78,Emerson,Bartow County,outer_suburb,32.70
McDonald's,2af2af2d-9c73-492a-9d6b-63eeeb689b8d,Senoia,Coweta County,outer_suburb,32.72
Wendy's,4b99b296-94de-4e27-a5fc-2b1eff62d049,Cartersville,Bartow County,outer_suburb,32.86
Taco Bell,cf1f1c57-1aef-4b3c-9748-b7028bc2d0d8,Cartersville,Bartow County,outer_suburb,32.88
Wendy's,7769ee9a-e005-48a9-98a0-ed60310bc6c1,Newnan,Coweta County,outer_suburb,33.09
Taco Bell,8f80b3c4-3522-41b0-8676-1a26addfdcb2,Newnan,Coweta County,outer_suburb,33.13
Taco Bell,ef4330ea-d1e5-4242-a825-e7c3d2c7a0db,Griffin,Spalding County,outer_suburb,33.13
McDonald's,250751ff-149d-4634-850f-44e961a62a3a,Cumming,Forsyth County,outer_suburb,33.19
McDonald's,94231711-2672-4b48-93eb-978ea607617e,Griffin,Spalding County,outer_suburb,33.20
McDonald's,7d4f8836-9e88-4e3a-9f13-0d0696d5c65c,Newnan,Coweta County,outer_suburb,33.25
Wendy's,37d00f98-5c94-4046-bbbe-599d380fe1bd,Griffin,Spalding County,outer_suburb,33.26
Taco Bell,69afc111-e09a-427c-b5fe-7740946afda8,Canton,Cherokee County,outer_suburb,33.33
Taco Bell,210c101f-b91f-4a97-aba4-fd03f53ce92f,Newnan,Coweta County,outer_suburb,33.33
McDonald's,4cf59958-d58f-4c59-a599-332d43c55d75,Cumming,Forsyth County,outer_suburb,33.37
McDonald's,4d5f576b-dde0-45ed-af04-dfccaac97fb2,Covington,Newton County,outer_suburb,33.40
Wendy's,dcb876a0-f62a-461e-89f7-564cc69979d5,Cumming,Forsyth County,outer_suburb,33.41
Burger King,19b860df-daad-4925-85c7-9a4afaf1c139,Canton,Cherokee County,outer_suburb,33.43
Burger King,009fbb1f-f03a-4c59-9d9e-d7f38ca8a368,Cumming,Forsyth County,outer_suburb,33.46
Burger King,75570b4f-cbba-43c3-a751-62b167839f9e,Griffin,Spalding County,outer_suburb,33.55
Taco Bell,a7d8a9a7-d379-43ec-8126-ba28c5f1b284,Cumming,Forsyth County,outer_suburb,33.60
McDonald's,520cbac2-c8f8-4083-be69-b89faca1419c,Covington,Newton County,outer_suburb,33.64
Taco Bell,f1c4f22a-1890-47c7-a112-c37cfb3cecbf,Covington,Newton County,outer_suburb,33.67
Wendy's,d5dd2b01-1373-4c00-aadc-9ec5a115f3f4,Covington,Newton County,outer_suburb,33.68
McDonald's,ed162d70-3810-4ab7-9421-603697881c4d,Canton,Cherokee County,outer_suburb,33.84
McDonald's,4f2a7045-652b-48e7-806a-973c6b36b822,Newnan,Coweta County,outer_suburb,33.99
Burger King,1449ee06-6726-4052-a930-4f053c9a7e8f,Newnan,Coweta County,outer_suburb,34.08
Wendy's,0922c59a-1851-42fc-a2b0-ae11af715fa4,Buford,Gwinnett County,outer_suburb,34.11
Taco Bell,2f7f776e-500b-43e9-8a9e-d5734ce92853,Buford,Gwinnett County,outer_suburb,34.12
Wendy's,f2bd0486-96ee-43f5-aa15-4ebc4b68fbd8,Canton,Cherokee County,outer_suburb,34.68
Taco Bell,cff61e67-1a97-497e-874d-3627f4cc7696,Dacula,Gwinnett County,outer_suburb,34.81
McDonald's,49131e84-21b3-4ff2-93a8-1053e713bcdd,Canton,Cherokee County,outer_suburb,34.92
Taco Bell,569893b9-6d48-44e7-85bf-1807383c38e1,Canton,Cherokee County,outer_suburb,34.95
McDonald's,c6dacf9a-d20d-41aa-b939-ca2092fbe496,Canton,Cherokee County,outer_suburb,35.08
McDonald's,44aeff48-791b-4dd6-bdaa-63727430b7fe,Dacula,Gwinnett County,outer_suburb,35.09
Wendy's,b71cd82a-acc4-48ac-b9fc-f5c74c34db01,Griffin,Spalding County,outer_suburb,35.11
Taco Bell,577b63d5-7977-4f86-9cd3-5914f7b3faef,Cumming,Forsyth County,outer_suburb,35.13
Burger King,c19f3832-ef85-4347-9dbe-77bd1c2e5a2e,Dacula,Gwinnett County,outer_suburb,35.14
Wendy's,d8dc2e60-8819-43ec-a17c-7198394204ec,Dacula,Gwinnett County,outer_suburb,35.21
Taco Bell,e6117dae-3f4c-445a-904c-877db52ea3ab,Griffin,Spalding County,outer_suburb,35.25
McDonald's,017d886d-6ef8-4006-8235-6233b7515765,Griffin,Spalding County,outer_suburb,35.27
Taco Bell,75bf0016-271a-475b-acfa-68a356b156fe,Buford,Gwinnett County,outer_suburb,35.31
Burger King,41faa0ec-e3db-46f5-91bd-f2e92fa49075,Griffin,Spalding County,outer_suburb,35.40
Wendy's,3218f4b4-9c6b-4ec4-8100-b788645ced12,Canton,Cherokee County,outer_suburb,35.53
McDonald's,d0fbbad6-af10-4d55-be4c-fc1b259b6ca3,Cumming,Forsyth County,outer_suburb,35.63
McDonald's,59a00260-ca7f-419f-b494-1cc16c2bcf31,Auburn,Barrow County,outer_suburb,35.66
McDonald's,a584e372-93e3-481d-9764-b1c0f858ce36,Cartersville,Bartow County,outer_suburb,36.41
Wendy's,d4fcca40-8f91-4ce9-8849-7b4050afa06d,Buford,Gwinnett County,outer_suburb,36.84
Burger King,a27ed627-3f64-42d5-8ef0-ad3d986b61e2,Temple,Carroll County,outer_suburb,36.85
Taco Bell,bc6d76c5-26b6-405a-b3d8-110b5ff8ff39,Cartersville,Bartow County,outer_suburb,36.86
McDonald's,04b22d2a-bfd9-4def-b7e8-486603ca31bb,Temple,Carroll County,outer_suburb,36.90
Wendy's,b8f83de6-b5a0-4cb6-bfdf-06d734e446e8,Temple,Carroll County,outer_suburb,36.92
McDonald's,1d7648e9-1a59-4609-8b35-43f9d580b789,Buford,Gwinnett County,outer_suburb,36.92
McDonald's,0edd2dc5-745a-4895-99cc-32661797a9fb,Newnan,Coweta County,outer_suburb,36.94
Burger King,e6536e84-5abc-4db7-a911-3b2db43d922a,Cartersville,Bartow County,outer_suburb,36.99
Burger King,70c59bc0-c49f-454c-acc5-574fb35a0b4e,Monroe,Walton County,outer_suburb,37.12
McDonald's,b79d9fcf-88ef-4fcb-a34f-2f2a0afba73a,Monroe,Walton County,outer_suburb,37.15
Wendy's,18ff380f-9493-44a9-ac55-689338374768,Newnan,Coweta County,outer_suburb,37.15
Wendy's,df051096-358a-4df2-991e-b3482aa70d1d,Cartersville,Bartow County,outer_suburb,37.26
McDonald's,d3077361-cf9e-4065-84ad-4fa5dea1e6a8,Cartersville,Bartow County,outer_suburb,37.33
Wendy's,72eb11b6-9a1f-4c47-8985-ebc0c441390e,Cartersville,Bartow County,outer_suburb,37.38
Taco Bell,6bcdd7a7-d415-4f50-ab10-2ecdfbf9d639,Cartersville,Bartow County,outer_suburb,37.39
McDonald's,cef60071-d080-4401-9d1b-84c4fa391b8b,Cartersville,Bartow County,outer_suburb,37.39
Taco Bell,621501cf-e875-445b-bbaa-b9ea08867a37,Monroe,Walton County,outer_suburb,37.68
Burger King,a989de5f-504d-4a2b-b8a0-ce4b87cac030,Jackson,Butts County,outer_suburb,37.72
Wendy's,914771d2-d2c4-4bdd-a8c2-c90f0c64126b,Monroe,Walton County,outer_suburb,37.74
Burger King,af573b05-0c44-4b26-8bf0-69bd6ba43e85,Cartersville,Bartow County,outer_suburb,38.16
Wendy's,9a758451-69de-48f0-86ef-3edebb559a03,Cartersville,Bartow County,outer_suburb,38.18
McDonald's,b343c0ea-7f74-4da5-b5e8-a1f789702c65,Cartersville,Bartow County,outer_suburb,38.29
Taco Bell,972153da-d124-42c2-b6eb-f9cc65fa6a09,Buford,Gwinnett County,outer_suburb,38.36
Taco Bell,758f05fa-6cff-454e-962b-d88d90d7e49d,Cartersville,Bartow County,outer_suburb,38.54
McDonald's,edf7dd5d-34c4-4983-a5e7-f7156b5b8703,Griffin,Spalding County,outer_suburb,38.57
McDonald's,78dade42-2377-48e7-9a95-69986673e671,Bethlehem,Barrow County,outer_suburb,38.70
Taco Bell,211736e9-ed1d-4d4a-809b-c3b7c655d8f6,Cumming,Forsyth County,outer_suburb,38.73
Wendy's,15fb4d12-04ca-4ef2-b476-e5db4ab0780d,Cumming,Forsyth County,outer_suburb,38.77
McDonald's,9f657a67-ae6a-4ba2-b192-f5c2a6044440,Cumming,Forsyth County,outer_suburb,38.83
McDonald's,00898ae3-1542-43c5-9c8b-10750887d9b7,Carrollton,Carroll County,outer_suburb,38.83
Wendy's,5c59779c-b81b-4222-a301-46f9aecaaf74,Monroe,Walton County,outer_suburb,38.84
Wendy's,b7a91453-0b09-4d60-9c71-994dfac483d2,Bethlehem,Barrow County,outer_suburb,39.00
Taco Bell,7e8fa1ed-755e-4fd3-8ecc-fe820bfc830c,Bethlehem,Barrow County,outer_suburb,39.36
Burger King,7cf04ed1-fb48-44db-a3e3-971cee100490,Cumming,Forsyth County,outer_suburb,39.61
Burger King,9ca2f446-be64-4470-b272-1c53841aee11,Jackson,Butts County,outer_suburb,39.87
Taco Bell,9ff8cd4d-f17c-4862-a655-36a7cb1c2ef9,Jackson,Butts County,outer_suburb,39.89
McDonald's,77872674-f1ef-4fe4-ad0d-a8bafea126f6,Jackson,Butts County,outer_suburb,39.91
Burger King,db7b9af7-a35c-4a29-8d89-f1729f50fcc0,Carrollton,Carroll County,outer_suburb,39.92
Taco Bell,4d0108ad-7709-4f59-893e-97ebdc14727d,Carrollton,Carroll County,outer_suburb,40.13
McDonald's,509240d5-8aa7-46cb-98ff-4233f763c0de,Cartersville,Bartow County,outer_suburb,40.20
Burger King,dab851d2-d3d6-4491-9a6c-931cb36a60ed,Cartersville,Bartow County,outer_suburb,40.54
McDonald's,5eba28e1-8201-4015-b681-56f7c2977238,Carrollton,Carroll County,outer_suburb,41.09
Burger King,42267cf5-6def-4f69-ad67-5e0a1aea29d1,Carrollton,Carroll County,outer_suburb,41.53
McDonald's,10c6b9f9-d6a9-466d-b782-24072132e832,Carrollton,Carroll County,outer_suburb,41.53
Wendy's,442c3f26-eb90-4d35-aa23-7787b83077e2,Carrollton,Carroll County,outer_suburb,41.57
Burger King,69ab9907-7f5c-40b0-82a1-c6132c51a6fe,Winder,Barrow County,outer_suburb,41.64
McDonald's,9525d7ab-bd57-4738-ae6c-5b2d8f4d227e,Winder,Barrow County,outer_suburb,41.65
Wendy's,6ebb9571-fc70-49da-a282-6bf97a10a712,Winder,Barrow County,outer_suburb,41.66
Taco Bell,fe125193-2b97-4399-aede-7b5406441e97,Winder,Barrow County,outer_suburb,41.69
Wendy's,366b19ca-0c10-4818-844e-0d4f355bb367,Jackson,Butts County,outer_suburb,41.82
Taco Bell,bf516868-88fc-4aa5-9f80-7500ead30ccd,Carrollton,Carroll County,outer_suburb,41.87
McDonald's,8a211d89-099b-473e-b5c2-097776e1d083,Jackson,Butts County,outer_suburb,41.90
McDonald's,80108c57-8c7e-47bd-a317-fe2b4a3813e5,Carrollton,Carroll County,outer_suburb,42.36
McDonald's,461bee68-167c-45f6-b437-ae14715ebf5a,Cartersville,Bartow County,outer_suburb,43.38
Burger King,d0a64222-16f2-43fc-a802-70e4ef66f71a,Cartersville,Bartow County,outer_suburb,43.51
Taco Bell,91c95cf1-51f1-4ed7-9428-5041b01d2647,Cartersville,Bartow County,outer_suburb,43.51
Taco Bell,929f05d1-c3d9-4bbe-bd35-9d49b47a1e07,Carrollton,Carroll County,outer_suburb,43.59
Wendy's,96271043-738c-423d-8dde-ed97b6a00a01,Carrollton,Carroll County,outer_suburb,43.62
Burger King,aa952b16-f224-4f07-a812-ee60e9cceaf8,Zebulon,Pike County,outer_suburb,44.03
Wendy's,b6e6f235-9630-4c6c-b6f0-a0c4089c3cd9,Bremen,Haralson County,outer_suburb,44.10
McDonald's,05392007-179b-4429-82a1-d6fc6fc46277,Bremen,Haralson County,outer_suburb,44.13
Taco Bell,22cb0832-d8aa-4f01-89e9-9d49db30777a,Dawsonville,Dawson County,exurb,45.70
Wendy's,808b971b-07bb-4dfa-bab5-0a33e791f483,Dawsonville,Dawson County,exurb,45.88
McDonald's,e6f1db93-e5e2-41bf-95b5-c71a32ee9ba0,Dawsonville,Dawson County,exurb,46.95
Burger King,eaf97865-189c-414a-b15c-b38c8f899d62,Dawsonville,Dawson County,exurb,47.08
McDonald's,b843c23e-f36e-411b-bf9a-d8fdd8bf25d7,Dawsonville,Dawson County,exurb,48.76
Burger King,eaf28166-a101-44a0-a5cf-d3ef0eff2a07,Jasper,Pickens County,exurb,49.61
McDonald's,d83a6627-323e-4ba0-b3c7-7d98aaae3e6d,Jasper,Pickens County,exurb,49.63
Wendy's,4e426a19-ff56-4c6b-b174-8f12e6f41c68,Jasper,Pickens County,exurb,49.64
Taco Bell,f241f46f-4c03-4cc9-9a56-1efbd9dbf928,Jasper,Pickens County,exurb,49.83
Taco Bell,cd72d5a1-bc46-4c3c-9655-a1e4be724525,Tallapoosa,Haralson County,exurb,50.50
Wendy's,00b244ae-12ba-407b-8c6b-7cb33d2d799d,Bowdon,Carroll County,exurb,51.78
Wendy's,2e495a0b-76a0-4731-be57-1c4af8fc37ba,Adairsville,Bartow County,exurb,52.73
McDonald's,2ab5e2e2-4d1d-4614-928c-0e096b661b4e,Adairsville,Bartow County,exurb,52.81
Burger King,db8c797c-7708-4cb5-9051-50ef42fb662f,Adairsville,Bartow County,exurb,52.87
Taco Bell,3bcbcd02-c5bd-40ee-b7e4-ff8ef4f2d08b,Adairsville,Bartow County,exurb,52.90
Taco Bell,0f0a9afc-7024-431a-8b5f-4ad6c2f83db0,Madison,Morgan County,exurb,53.79
Wendy's,376524f6-6a12-4319-aa34-ecc916b5517c,Madison,Morgan County,exurb,54.03
Burger King,2bca416f-77b0-43d3-ab56-cb4520f3bb01,Madison,Morgan County,exurb,54.04
McDonald's,f8f086f5-d350-44d4-89ab-e4a8b54f278b,Madison,Morgan County,exurb,54.17
McDonald's,d8441b67-16a9-4b8f-aa24-45ffc9fa5889,Dahlonega,Lumpkin County,exurb,58.59
Taco Bell,d6547a8a-7a00-4a3a-a78e-c17fc4ae6176,Dahlonega,Lumpkin County,exurb,58.86
Wendy's,3d7f2897-d0d7-406a-810f-061b751007ba,Dahlonega,Lumpkin County,exurb,59.04
McDonald's,93266b4f-5ca0-4a3d-8ea1-71aa359a1590,Manchester,Meriwether County,exurb,63.28
