category,geography_id,geography_type,label,enclave_type,primary_brand,total_stores,brand_count,leader_share,nearest_opposite_brand_miles,evidence_summary
auto_parts,bainbridge-island,place,Bainbridge Island WA,white_space,,0,0,0.000,,0 stores across 0 brands in Bainbridge Island; nearest opposite-brand none miles; median nearest opposite-brand none miles; 0 close opposite-brand pairs under 0.5 miles
auto_parts,kingston,place,Kingston WA,ferry_side_enclave,NAPA Auto Parts,2,1,1.000,,2 stores across 1 brands in Kingston; nearest opposite-brand none miles; median nearest opposite-brand none miles; 0 close opposite-brand pairs under 0.5 miles
auto_parts,bremerton,place,Bremerton WA,contested_service_grid,NAPA Auto Parts,7,3,0.429,0.06,7 stores across 3 brands in Bremerton; nearest opposite-brand 0.06 miles; median nearest opposite-brand 0.27 miles; 4 close opposite-brand pairs under 0.5 miles
auto_parts,poulsbo,place,Poulsbo WA,service_mesh,NAPA Auto Parts,2,2,0.500,0.88,2 stores across 2 brands in Poulsbo; nearest opposite-brand 0.88 miles; median nearest opposite-brand 0.88 miles; 0 close opposite-brand pairs under 0.5 miles
auto_parts,silverdale,place,Silverdale WA,brand_led_service_mesh,NAPA Auto Parts,3,2,0.667,0.20,3 stores across 2 brands in Silverdale; nearest opposite-brand 0.20 miles; median nearest opposite-brand 0.20 miles; 1 close opposite-brand pairs under 0.5 miles
auto_parts,port-orchard,place,Port Orchard WA,contested_service_grid,AutoZone,3,3,0.333,0.15,3 stores across 3 brands in Port Orchard; nearest opposite-brand 0.15 miles; median nearest opposite-brand 0.15 miles; 1 close opposite-brand pairs under 0.5 miles
