category,geography_id,label,city,state,brand,store_id,nearest_brand,nearest_store_id,distance_miles
home_improvement,silverdale,Silverdale WA,Silverdale,WA,Lowe's,790011a6-f872-4ec6-a479-6580c80251bb,Home Depot,e9fa3dff-83ee-4a7a-b1d9-073d610cd2be,0.44
home_improvement,silverdale,Silverdale WA,Silverdale,WA,Home Depot,e9fa3dff-83ee-4a7a-b1d9-073d610cd2be,Lowe's,790011a6-f872-4ec6-a479-6580c80251bb,0.44
