field_id,label,anchor_field,gym_rows,operator_count,address_incomplete_rows,gym_names
bellevue-core,Bellevue core mall field,eastside_urban_mall_field,15,15,5,23FITCLUB; Barre3; CorePower Yoga; Elevate Fitlife; Infrared Yoga; LA Fitness; Nancy Wallace Pilates; Orangetheory Fitness; Pure Barre; SoulCycle; The Ashram Yoga Bellevue; The Pursuit; TruFusion; bStrong Bellevue; bStrong Personal Training
