metro,Atlanta-Sandy Springs-Roswell GA
total_stores,79

brand,stores
Home Depot,59
Lowe's,20

county_geoid,county_name,leader,leader_stores,total_stores,status
13013,Barrow County,Home Depot,1,1,dominant
13015,Bartow County,Home Depot,1,1,dominant
13045,Carroll County,Home Depot,2,3,dominant
13057,Cherokee County,Home Depot,3,3,dominant
13063,Clayton County,Home Depot,3,4,dominant
13067,Cobb County,Home Depot,9,11,dominant
13077,Coweta County,Home Depot,1,1,dominant
13085,Dawson County,Home Depot,1,1,dominant
13089,DeKalb County,Home Depot,5,7,dominant
13097,Douglas County,Home Depot,2,3,dominant
13113,Fayette County,Home Depot,2,3,dominant
13117,Forsyth County,Home Depot,1,2,contested
13121,Fulton County,Home Depot,9,13,dominant
13135,Gwinnett County,Home Depot,10,13,dominant
13151,Henry County,Home Depot,1,2,contested
13187,Lumpkin County,Home Depot,1,1,dominant
13217,Newton County,Home Depot,1,1,dominant
13223,Paulding County,Home Depot,1,1,dominant
13227,Pickens County,Home Depot,1,1,dominant
13247,Rockdale County,Home Depot,1,2,contested
13255,Spalding County,Home Depot,1,2,contested
13297,Walton County,Home Depot,2,3,dominant

brand,store_id,city,county_name,nearest_brand,nearest_store_id,nearest_city,nearest_county_name,distance_miles
Lowe's,468f7889-9d71-4be0-a6b4-6cbf02b730b7,Cumming,Forsyth County,Home Depot,47be310e-5c40-4175-9add-d35c1e545301,Cumming,Forsyth County,0.26
Home Depot,47be310e-5c40-4175-9add-d35c1e545301,Cumming,Forsyth County,Lowe's,468f7889-9d71-4be0-a6b4-6cbf02b730b7,Cumming,Forsyth County,0.26
Lowe's,368038c6-25e9-4cc6-8210-a66aa98aab3c,Griffin,Spalding County,Home Depot,51183b53-e735-4493-8be3-78bd54fcc085,Griffin,Spalding County,0.28
Home Depot,51183b53-e735-4493-8be3-78bd54fcc085,Griffin,Spalding County,Lowe's,368038c6-25e9-4cc6-8210-a66aa98aab3c,Griffin,Spalding County,0.28
Home Depot,3de46ff9-bac4-41e1-8d44-31f2a0d13bfc,Snellville,Gwinnett County,Lowe's,88c6ebf2-0631-4e51-aa38-bd7eb6cdab57,Snellville,Gwinnett County,0.36
Lowe's,88c6ebf2-0631-4e51-aa38-bd7eb6cdab57,Snellville,Gwinnett County,Home Depot,3de46ff9-bac4-41e1-8d44-31f2a0d13bfc,Snellville,Gwinnett County,0.36
Home Depot,1f9c59ba-5b80-43c6-a399-7491460ee661,Loganville,Walton County,Lowe's,b49f8f2d-b23c-492e-a7ca-36e5fc37adda,Loganville,Walton County,0.40
Lowe's,b49f8f2d-b23c-492e-a7ca-36e5fc37adda,Loganville,Walton County,Home Depot,1f9c59ba-5b80-43c6-a399-7491460ee661,Loganville,Walton County,0.40
Home Depot,3618c2e9-f70a-4076-8c4d-a5bff5a44d00,Marietta,Cobb County,Lowe's,e4bf784e-f18b-4b1e-a361-ea0e9d2a8476,Marietta,Cobb County,0.45
Lowe's,e4bf784e-f18b-4b1e-a361-ea0e9d2a8476,Marietta,Cobb County,Home Depot,3618c2e9-f70a-4076-8c4d-a5bff5a44d00,Marietta,Cobb County,0.45
Home Depot,366456bd-a9f7-4e87-bb59-3634eb8994d3,Douglasville,Douglas County,Lowe's,4d66291d-83fc-4798-8cad-8de68234a799,Douglasville,Douglas County,0.45
Lowe's,4d66291d-83fc-4798-8cad-8de68234a799,Douglasville,Douglas County,Home Depot,366456bd-a9f7-4e87-bb59-3634eb8994d3,Douglasville,Douglas County,0.45
Home Depot,9603c92e-644f-4b5c-af72-e4b2642e59ba,Alpharetta,Fulton County,Lowe's,c432016e-9099-4381-af71-27247b1b67a5,Alpharetta,Fulton County,0.52
Lowe's,c432016e-9099-4381-af71-27247b1b67a5,Alpharetta,Fulton County,Home Depot,9603c92e-644f-4b5c-af72-e4b2642e59ba,Alpharetta,Fulton County,0.52
Lowe's,14b0a96b-a7e1-4ddb-9381-e51e89db4f1c,Morrow,Clayton County,Home Depot,b52f1a47-f797-4fbb-bd75-212e7dbbe305,Morrow,Clayton County,0.54
Home Depot,b52f1a47-f797-4fbb-bd75-212e7dbbe305,Morrow,Clayton County,Lowe's,14b0a96b-a7e1-4ddb-9381-e51e89db4f1c,Morrow,Clayton County,0.54
Home Depot,a4351741-c364-448f-be09-8ffddd3db70d,Carrollton,Carroll County,Lowe's,e37c8915-a8b2-45ab-bfe4-90bac65013f8,Carrollton,Carroll County,0.60
Lowe's,e37c8915-a8b2-45ab-bfe4-90bac65013f8,Carrollton,Carroll County,Home Depot,a4351741-c364-448f-be09-8ffddd3db70d,Carrollton,Carroll County,0.60
