metro,Seattle-Tacoma-Bellevue WA
total_stores,197

brand,stores
Advance Auto Parts,15
AutoZone,50
NAPA Auto Parts,43
O'Reilly Auto Parts,89

county_geoid,county_name,leader,leader_stores,total_stores,status
53033,King County,O'Reilly Auto Parts,42,91,contested
53053,Pierce County,O'Reilly Auto Parts,25,55,contested
53061,Snohomish County,O'Reilly Auto Parts,22,51,contested

brand,store_id,city,county_name,nearest_brand,nearest_store_id,nearest_city,nearest_county_name,distance_miles
NAPA Auto Parts,fa109fe7-16ed-4a88-bfb0-8271c74f5a36,Issaquah,King County,O'Reilly Auto Parts,1b0c7bc0-8232-4bde-b339-84a7656651a4,Issaquah,King County,0.87
NAPA Auto Parts,ff5ddf92-caa8-43c1-ae1a-4c19e4763e12,Arlington,Snohomish County,AutoZone,63bb2f00-384c-4865-ac5d-430b4e6bfd0e,Arlington,Snohomish County,0.91
NAPA Auto Parts,391dc5ff-879f-4a23-a0ac-757b7128ce7a,North Bend,King County,O'Reilly Auto Parts,84c692c6-1501-4dfc-bdbc-8396546ae04b,North Bend,King County,0.94
O'Reilly Auto Parts,84c692c6-1501-4dfc-bdbc-8396546ae04b,North Bend,King County,NAPA Auto Parts,391dc5ff-879f-4a23-a0ac-757b7128ce7a,North Bend,King County,0.94
Advance Auto Parts,f0233363-f342-4ca6-8b1d-6a8263902e37,Lynnwood,Snohomish County,AutoZone,e4a2938c-fb1b-4b1c-bd5e-3697ad352cde,Lynnwood,Snohomish County,0.95
O'Reilly Auto Parts,7428ebf3-ce00-46ba-9848-25e773e2fb56,Maple Valley,King County,NAPA Auto Parts,7b67d95b-7066-471b-a800-352d33aec06e,Maple Valley,King County,0.97
NAPA Auto Parts,7b67d95b-7066-471b-a800-352d33aec06e,Maple Valley,King County,O'Reilly Auto Parts,7428ebf3-ce00-46ba-9848-25e773e2fb56,Maple Valley,King County,0.97
AutoZone,79b5ee9d-cdb6-4816-8913-be76cd630b1f,Everett,Snohomish County,O'Reilly Auto Parts,fed8e59a-1b29-4259-88db-6112de054340,Everett,Snohomish County,1.02
O'Reilly Auto Parts,107a350a-4630-41b2-beba-ee3a15cf50c5,Kent,King County,AutoZone,cc22faa1-5246-4bc9-a7d4-caa8d6aa9112,Federal Way,King County,1.13
AutoZone,cc22faa1-5246-4bc9-a7d4-caa8d6aa9112,Federal Way,King County,O'Reilly Auto Parts,107a350a-4630-41b2-beba-ee3a15cf50c5,Kent,King County,1.13
O'Reilly Auto Parts,d10a38c2-c9bd-4208-9e09-0d3ab0d4c1a6,Mountlake Terrace,Snohomish County,NAPA Auto Parts,9edf7aa5-7f1d-43de-9652-94ace74ad6fe,Lynnwood,Snohomish County,1.16
AutoZone,4576b4da-fe80-4081-ae38-41022940bc5c,Puyallup,Pierce County,O'Reilly Auto Parts,716bd5f1-e1b3-4be0-a5b6-7a898fa0a46a,Puyallup,Pierce County,1.17
NAPA Auto Parts,61469418-ee52-4804-9bbe-8a474d1eca5c,Kent,King County,O'Reilly Auto Parts,528a0f48-eb7b-4c1a-bb5b-d348320e85e5,Kent,King County,1.19
O'Reilly Auto Parts,07196770-6274-4303-a547-dcc37785fdd0,Tacoma,Pierce County,AutoZone,60521778-e56f-49ef-b85c-d340a312096c,Tacoma,Pierce County,1.21
O'Reilly Auto Parts,09730c0a-811f-46e4-856a-5fd31ef920bc,Renton,King County,AutoZone,4e5b37f8-3646-43ba-9217-26b4fc297744,Renton,King County,1.22
AutoZone,9fbad2bb-ac90-4429-8b97-7ebc815c91ad,Tacoma,Pierce County,O'Reilly Auto Parts,607c524a-36fe-4643-9c20-29e4d609a6b9,Tacoma,Pierce County,1.24
O'Reilly Auto Parts,608b5b41-5b93-44ba-af61-c91276e14172,Auburn,King County,Advance Auto Parts,42d58f10-48a2-4a8f-b499-bc49e87e2df0,Auburn,King County,1.28
O'Reilly Auto Parts,e8126a23-91ec-45dd-a380-4e6b7cf4bf28,Puyallup,Pierce County,AutoZone,4576b4da-fe80-4081-ae38-41022940bc5c,Puyallup,Pierce County,1.33
NAPA Auto Parts,a169eafd-45ba-4e96-8062-7856450df5bc,Redmond,King County,O'Reilly Auto Parts,eecb81a1-bbb5-41d8-a527-d32ef23b53c3,Redmond,King County,1.35
O'Reilly Auto Parts,eecb81a1-bbb5-41d8-a527-d32ef23b53c3,Redmond,King County,NAPA Auto Parts,a169eafd-45ba-4e96-8062-7856450df5bc,Redmond,King County,1.35
O'Reilly Auto Parts,f224ea16-e380-40ca-8169-219818ef89ac,Kent,King County,NAPA Auto Parts,61469418-ee52-4804-9bbe-8a474d1eca5c,Kent,King County,1.40
O'Reilly Auto Parts,e88446de-be55-41ad-bede-74b7ba5b465c,Everett,Snohomish County,AutoZone,35290978-40ce-4501-a027-62507d7c924c,Mill Creek,Snohomish County,1.43
O'Reilly Auto Parts,ca0c4d15-b99f-468e-8335-7ffa0781362b,Stanwood,Snohomish County,AutoZone,6bfe3deb-a474-44cb-907b-65676b8e7427,Stanwood,Snohomish County,1.43
AutoZone,73692b3d-b99b-4905-9231-b7303f56e3c9,Spanaway,Pierce County,O'Reilly Auto Parts,25f30ae8-668f-4d81-9b01-454761b30cb7,Tacoma,Pierce County,1.44
O'Reilly Auto Parts,5e3ea8f4-2736-4cf0-81f5-42db0a84965a,Renton,King County,NAPA Auto Parts,c1b45a07-d88e-4d9e-8c18-b5cb9285e7a5,Kent,King County,1.45
NAPA Auto Parts,c1b45a07-d88e-4d9e-8c18-b5cb9285e7a5,Kent,King County,O'Reilly Auto Parts,5e3ea8f4-2736-4cf0-81f5-42db0a84965a,Renton,King County,1.45
AutoZone,0ac8e060-25fb-446a-ad31-59eb64ddf96c,Maple Valley,King County,NAPA Auto Parts,7b67d95b-7066-471b-a800-352d33aec06e,Maple Valley,King County,1.47
O'Reilly Auto Parts,54a1ef2d-e4f7-4f8e-ad6f-0f257cb014c5,Sumner,Pierce County,NAPA Auto Parts,c1a87a10-ee6a-4265-8743-2a7c58d8f96c,Sumner,Pierce County,1.47
NAPA Auto Parts,c1a87a10-ee6a-4265-8743-2a7c58d8f96c,Sumner,Pierce County,O'Reilly Auto Parts,54a1ef2d-e4f7-4f8e-ad6f-0f257cb014c5,Sumner,Pierce County,1.47
O'Reilly Auto Parts,5e80c647-d4e4-4cf2-925b-d72c94b0ac7c,Kirkland,King County,NAPA Auto Parts,a169eafd-45ba-4e96-8062-7856450df5bc,Redmond,King County,1.50
NAPA Auto Parts,227e013d-feb5-40ff-8c6c-5e495bad800a,Gig Harbor,Pierce County,AutoZone,e69a4860-6f90-40f8-a236-163a5603d497,Gig Harbor,Pierce County,1.51
O'Reilly Auto Parts,6f361a2e-9f12-4972-a698-d8b8296a8a41,Lakewood,Pierce County,NAPA Auto Parts,3ba252db-41ec-4e12-a4b3-bf2c28358230,Lakewood,Pierce County,1.51
AutoZone,1cc10c66-9e14-4db1-9ad3-f7b581e2b049,Seattle,King County,O'Reilly Auto Parts,ec98a96f-80ef-43e9-ba3e-82cdcd19aa28,Seattle,King County,1.52
O'Reilly Auto Parts,ec98a96f-80ef-43e9-ba3e-82cdcd19aa28,Seattle,King County,AutoZone,1cc10c66-9e14-4db1-9ad3-f7b581e2b049,Seattle,King County,1.52
O'Reilly Auto Parts,70538314-5737-4728-8f91-1a55949acfdc,Edmonds,Snohomish County,NAPA Auto Parts,9edf7aa5-7f1d-43de-9652-94ace74ad6fe,Lynnwood,Snohomish County,1.53
AutoZone,d33bb527-63ad-47a1-8cf6-0a5340580de1,Bellevue,King County,NAPA Auto Parts,a3b2d115-b681-4dbb-b616-61f822755d65,Bellevue,King County,1.53
AutoZone,1604c062-4ccb-4a20-ac71-90835092a2a8,University Place,Pierce County,O'Reilly Auto Parts,b4b55120-7f68-4f6b-bbb9-5f21839e6825,Tacoma,Pierce County,1.53
O'Reilly Auto Parts,b4b55120-7f68-4f6b-bbb9-5f21839e6825,Tacoma,Pierce County,AutoZone,1604c062-4ccb-4a20-ac71-90835092a2a8,University Place,Pierce County,1.53
O'Reilly Auto Parts,a422c4e2-b969-47ff-bcf9-058472860969,Marysville,Snohomish County,AutoZone,4f398f8a-f49f-4118-8bf3-f0a91ad0686f,Marysville,Snohomish County,1.68
AutoZone,af8f492d-798a-4408-aa98-d898b2a57e71,Seattle,King County,NAPA Auto Parts,d6649129-37d1-4fc1-9b4d-6c6e9b8a2664,Tukwila,King County,1.75
NAPA Auto Parts,1a83bbe0-2e01-436c-b921-e8c69b0c3578,Fife,Pierce County,O'Reilly Auto Parts,68402364-0a71-4119-9f05-980119e28679,Fife,Pierce County,1.76
O'Reilly Auto Parts,68402364-0a71-4119-9f05-980119e28679,Fife,Pierce County,NAPA Auto Parts,1a83bbe0-2e01-436c-b921-e8c69b0c3578,Fife,Pierce County,1.76
NAPA Auto Parts,4ab3b078-4657-4621-9b8a-aa45c5acd945,Seattle,King County,O'Reilly Auto Parts,dfac6546-70c8-4ed6-a2a0-ceb9f72c5708,Seattle,King County,1.88
O'Reilly Auto Parts,dfac6546-70c8-4ed6-a2a0-ceb9f72c5708,Seattle,King County,NAPA Auto Parts,4ab3b078-4657-4621-9b8a-aa45c5acd945,Seattle,King County,1.88
O'Reilly Auto Parts,17ae2615-fe28-47aa-9dee-68545d837819,Shoreline,King County,AutoZone,7cc21b20-1c96-4e97-b658-2ef354f14b4e,Shoreline,King County,1.88
Advance Auto Parts,6add6cd2-a4d7-4c67-a2b0-955e744342c1,Kent,King County,NAPA Auto Parts,c1b45a07-d88e-4d9e-8c18-b5cb9285e7a5,Kent,King County,2.01
O'Reilly Auto Parts,49438be5-4bd0-4715-9098-4f0109cc42ef,Puyallup,Pierce County,AutoZone,d0de5d89-9398-46b8-a316-917ff8db9c07,Graham,Pierce County,2.05
O'Reilly Auto Parts,ed5ea43d-5c32-41e9-ba1d-7288df5f04b2,Bellevue,King County,AutoZone,d33bb527-63ad-47a1-8cf6-0a5340580de1,Bellevue,King County,2.14
NAPA Auto Parts,ea7ec6c4-dcb7-4852-996f-245ba07e9959,Seattle,King County,O'Reilly Auto Parts,ec98a96f-80ef-43e9-ba3e-82cdcd19aa28,Seattle,King County,2.15
AutoZone,12bf5d5c-8134-4d18-bf56-e5f719800e0a,Federal Way,King County,O'Reilly Auto Parts,a8d8b513-d02a-48aa-a8e7-6c259c081dc4,Federal Way,King County,2.18
Advance Auto Parts,d722ee72-e952-4c6f-8089-cb12ff9ee009,Seattle,King County,NAPA Auto Parts,ea7ec6c4-dcb7-4852-996f-245ba07e9959,Seattle,King County,2.24
O'Reilly Auto Parts,56174a34-d8f7-452f-91b4-7e174bb888d2,Seattle,King County,NAPA Auto Parts,4ab3b078-4657-4621-9b8a-aa45c5acd945,Seattle,King County,2.30
O'Reilly Auto Parts,d7c10a17-b509-4528-8d47-91c289eebc48,Seattle,King County,NAPA Auto Parts,fe32b1b4-4c82-4e77-9125-185c085eab6d,Seattle,King County,2.42
O'Reilly Auto Parts,af174ebe-1db9-414a-b248-b94c863fe2c0,Bothell,King County,NAPA Auto Parts,dcfe6443-5baf-4e07-ba25-b49daa7591b5,Woodinville,King County,2.44
O'Reilly Auto Parts,59b1e532-40ab-4e1b-9585-33fa29ee8d40,Lynnwood,Snohomish County,AutoZone,35290978-40ce-4501-a027-62507d7c924c,Mill Creek,Snohomish County,2.55
O'Reilly Auto Parts,f4fcb5f8-cdf3-472b-a1a3-1a8af83985c5,Bellevue,King County,AutoZone,d33bb527-63ad-47a1-8cf6-0a5340580de1,Bellevue,King County,2.63
O'Reilly Auto Parts,c2732c95-200f-4075-a801-4cbd70c3a817,Puyallup,Pierce County,Advance Auto Parts,d657d3f9-c5c6-4f19-9ffe-40ec1a7e4e00,Puyallup,Pierce County,3.10
O'Reilly Auto Parts,dc38bab5-790d-486d-b3a3-4aed5f43ee59,Spanaway,Pierce County,AutoZone,cfca72a4-6ff4-4e53-ba5a-943a0a297168,Puyallup,Pierce County,3.38
AutoZone,55134f07-1e48-4dc0-b3c8-4c926b06e2fa,Lakewood,Pierce County,O'Reilly Auto Parts,5039588f-ba10-4460-b522-2520f4b8182a,Lakewood,Pierce County,3.69
AutoZone,fd7f3b44-ea62-48f6-8c07-ac3e6dbd43c7,Stanwood,Snohomish County,O'Reilly Auto Parts,ca0c4d15-b99f-468e-8335-7ffa0781362b,Stanwood,Snohomish County,3.82
O'Reilly Auto Parts,a33ce6c3-9f19-46cc-adc4-0d785787f8dc,Kenmore,King County,NAPA Auto Parts,dcfe6443-5baf-4e07-ba25-b49daa7591b5,Woodinville,King County,4.14
O'Reilly Auto Parts,b44d0f71-7d2b-4efa-94a1-1b1126c74e77,Orting,Pierce County,AutoZone,4576b4da-fe80-4081-ae38-41022940bc5c,Puyallup,Pierce County,4.35
O'Reilly Auto Parts,a9d050c3-9859-44dd-bcd8-bdffc4a0d7d0,Snohomish,Snohomish County,AutoZone,35290978-40ce-4501-a027-62507d7c924c,Mill Creek,Snohomish County,4.55
O'Reilly Auto Parts,d9d371d1-e07e-4288-80ae-2896ca9b8eea,Bothell,Snohomish County,AutoZone,35290978-40ce-4501-a027-62507d7c924c,Mill Creek,Snohomish County,4.56
NAPA Auto Parts,751b5822-2375-495a-8878-4e4d2482f6a3,Gig Harbor,Pierce County,AutoZone,e69a4860-6f90-40f8-a236-163a5603d497,Gig Harbor,Pierce County,5.94
NAPA Auto Parts,eef35ed6-5e87-47aa-9b3e-c288e27c74a0,Vashon,King County,O'Reilly Auto Parts,8d4d2904-5b7a-42e7-85f7-d8eb680a68e5,Burien,King County,6.17
O'Reilly Auto Parts,cc25c16a-28bf-473c-a813-12d12ab2e424,Sultan,Snohomish County,NAPA Auto Parts,4c767589-0c6b-4215-a812-e590ebfa3dcc,Monroe,Snohomish County,7.61
NAPA Auto Parts,ea4e36a3-ddad-45cc-82ff-d06d758cd0e9,Duvall,King County,O'Reilly Auto Parts,eecb81a1-bbb5-41d8-a527-d32ef23b53c3,Redmond,King County,8.33
NAPA Auto Parts,ef41d832-bd14-4134-8746-41770a8f2b7a,Eatonville,Pierce County,O'Reilly Auto Parts,16ca5b45-3d48-4d9e-b105-f2c2ea20bc4c,Graham,Pierce County,13.09
NAPA Auto Parts,2c0c42e1-813d-4151-9353-d1cc4c6f2a3f,Darrington,Snohomish County,O'Reilly Auto Parts,622354c9-1dd5-4ca5-998b-040d7cbb1f55,Granite Falls,Snohomish County,20.66
