metro,Seattle-Tacoma-Bellevue WA
total_stores,274

brand,stores
Burger King,49
McDonald's,126
Taco Bell,60
Wendy's,39

county_geoid,county_name,leader,leader_stores,total_stores,status
53033,King County,McDonald's,64,126,dominant
53053,Pierce County,McDonald's,34,83,contested
53061,Snohomish County,McDonald's,28,65,contested

brand,store_id,city,county_name,nearest_brand,nearest_store_id,nearest_city,nearest_county_name,distance_miles
Burger King,ca8e0af0-026b-461e-811c-889fddea0b08,Marysville,Snohomish County,Taco Bell,0020c42c-6c72-4926-96a1-53e2416d1d98,Marysville,Snohomish County,0.05
Taco Bell,0b1ee56f-fb78-425a-8b6f-270a715a1ff4,Everett,Snohomish County,McDonald's,6d968fd1-00ea-4083-94dd-8ef465afb57e,Everett,Snohomish County,0.05
McDonald's,6d968fd1-00ea-4083-94dd-8ef465afb57e,Everett,Snohomish County,Taco Bell,0b1ee56f-fb78-425a-8b6f-270a715a1ff4,Everett,Snohomish County,0.05
Wendy's,83f7e8b4-dd2b-4567-9e90-612a50217da7,Puyallup,Pierce County,Burger King,e586667a-8fb1-435b-a1b1-ad5f9fffec6a,Puyallup,Pierce County,0.05
Burger King,e586667a-8fb1-435b-a1b1-ad5f9fffec6a,Puyallup,Pierce County,Wendy's,83f7e8b4-dd2b-4567-9e90-612a50217da7,Puyallup,Pierce County,0.05
Burger King,57ab1c17-04b8-43a8-8c86-2643101da0e4,Federal Way,King County,McDonald's,876a3999-89ea-4ce4-9902-2b521c3cd5d5,Federal Way,King County,0.06
McDonald's,876a3999-89ea-4ce4-9902-2b521c3cd5d5,Federal Way,King County,Burger King,57ab1c17-04b8-43a8-8c86-2643101da0e4,Federal Way,King County,0.06
Burger King,758e1d84-9f4d-41b6-8032-a455d0413a0c,Arlington,Snohomish County,McDonald's,a7503333-8288-4025-b68c-dee77a100540,Arlington,Snohomish County,0.06
McDonald's,a7503333-8288-4025-b68c-dee77a100540,Arlington,Snohomish County,Burger King,758e1d84-9f4d-41b6-8032-a455d0413a0c,Arlington,Snohomish County,0.06
Wendy's,4793d396-727e-4311-96c0-5dda295a55f2,Everett,Snohomish County,Burger King,9f8ee532-e4a6-4d50-af0a-44616b252d42,Everett,Snohomish County,0.06
Burger King,9f8ee532-e4a6-4d50-af0a-44616b252d42,Everett,Snohomish County,Wendy's,4793d396-727e-4311-96c0-5dda295a55f2,Everett,Snohomish County,0.06
McDonald's,5d611384-cd44-4a7d-ac1f-c5143dd58bf2,Tacoma,Pierce County,Burger King,0b19814b-2b0f-4e9a-83b4-ae2bec05622f,Tacoma,Pierce County,0.06
Burger King,3ef2466c-6f58-4ca3-b4b5-c49b1e068e0c,North Bend,King County,McDonald's,d1b8d85f-8dbe-4e2d-9fbb-b5db823d57ce,North Bend,King County,0.06
McDonald's,d1b8d85f-8dbe-4e2d-9fbb-b5db823d57ce,North Bend,King County,Burger King,3ef2466c-6f58-4ca3-b4b5-c49b1e068e0c,North Bend,King County,0.06
Taco Bell,a31bed0c-78b2-4fd4-8d5c-5c08cba31793,Puyallup,Pierce County,McDonald's,cb5f0e3b-e8c1-4bd4-8a37-aac135236bc1,Puyallup,Pierce County,0.06
McDonald's,cb5f0e3b-e8c1-4bd4-8a37-aac135236bc1,Puyallup,Pierce County,Taco Bell,a31bed0c-78b2-4fd4-8d5c-5c08cba31793,Puyallup,Pierce County,0.06
McDonald's,0c43243f-0611-4c70-bb23-d49e68381045,Puyallup,Pierce County,Taco Bell,73e26a02-f3a4-45a5-82d3-14e9963a8632,Tacoma,Pierce County,0.06
Taco Bell,73e26a02-f3a4-45a5-82d3-14e9963a8632,Tacoma,Pierce County,McDonald's,0c43243f-0611-4c70-bb23-d49e68381045,Puyallup,Pierce County,0.06
Taco Bell,8b61f03d-1b45-413b-a924-6053bb5298b2,Federal Way,King County,McDonald's,876a3999-89ea-4ce4-9902-2b521c3cd5d5,Federal Way,King County,0.07
Wendy's,8fadd8ab-daae-48a4-bef0-616c02e433de,Marysville,Snohomish County,McDonald's,edce30a7-4f21-4319-9e51-bbf34839b1cb,Marysville,Snohomish County,0.07
McDonald's,edce30a7-4f21-4319-9e51-bbf34839b1cb,Marysville,Snohomish County,Wendy's,8fadd8ab-daae-48a4-bef0-616c02e433de,Marysville,Snohomish County,0.07
Taco Bell,85c695aa-769a-481a-bb81-ccc5a40f2fad,Edmonds,Snohomish County,McDonald's,d2762729-33f5-4633-98d5-f81f0c4792aa,Edmonds,Snohomish County,0.07
McDonald's,d2762729-33f5-4633-98d5-f81f0c4792aa,Edmonds,Snohomish County,Taco Bell,85c695aa-769a-481a-bb81-ccc5a40f2fad,Edmonds,Snohomish County,0.07
McDonald's,184c6278-0496-445d-9306-ba10dc172b1e,Puyallup,Pierce County,Wendy's,7029b2d6-e44a-4ac6-8d77-94320fb88323,Puyallup,Pierce County,0.08
Wendy's,7029b2d6-e44a-4ac6-8d77-94320fb88323,Puyallup,Pierce County,McDonald's,184c6278-0496-445d-9306-ba10dc172b1e,Puyallup,Pierce County,0.08
Taco Bell,31302bcb-d77f-417f-adf4-5cdf3b41ee00,Auburn,King County,McDonald's,f0fdc236-f8d6-4021-ac60-34ed8d2ca2c6,Auburn,King County,0.08
McDonald's,f0fdc236-f8d6-4021-ac60-34ed8d2ca2c6,Auburn,King County,Taco Bell,31302bcb-d77f-417f-adf4-5cdf3b41ee00,Auburn,King County,0.08
McDonald's,5dd7cfb1-ec3e-41a2-87df-daaea43fd5ff,University Place,Pierce County,Taco Bell,a1ce3a51-b6ea-4d2c-b5e3-452d0c80b870,Tacoma,Pierce County,0.08
Taco Bell,a1ce3a51-b6ea-4d2c-b5e3-452d0c80b870,Tacoma,Pierce County,McDonald's,5dd7cfb1-ec3e-41a2-87df-daaea43fd5ff,University Place,Pierce County,0.08
Taco Bell,8744ab3b-3753-4ce3-8c36-c3278959e572,Milton,Pierce County,McDonald's,a17f4e76-297e-4671-bc99-d9d12f2c8d90,Milton,Pierce County,0.08
McDonald's,a17f4e76-297e-4671-bc99-d9d12f2c8d90,Milton,Pierce County,Taco Bell,8744ab3b-3753-4ce3-8c36-c3278959e572,Milton,Pierce County,0.08
Wendy's,08558ca8-a418-4217-b182-cc0a432eb37b,Everett,Snohomish County,Burger King,f3b5a696-dd7f-40b4-acf5-15ad52fa3324,Everett,Snohomish County,0.09
Burger King,f3b5a696-dd7f-40b4-acf5-15ad52fa3324,Everett,Snohomish County,Wendy's,08558ca8-a418-4217-b182-cc0a432eb37b,Everett,Snohomish County,0.09
McDonald's,95e30651-6d2b-47ed-a875-1618884fd802,Fife,Pierce County,Wendy's,249acefd-cc44-44f8-b59f-de3b5b1f4eef,Fife,Pierce County,0.09
Burger King,2f32e721-13eb-4250-95cd-b23faa481682,Fife,Pierce County,Wendy's,249acefd-cc44-44f8-b59f-de3b5b1f4eef,Fife,Pierce County,0.09
Wendy's,5d59201a-9aba-40a8-9177-8a0ef13138f8,Lake Stevens,Snohomish County,Burger King,9c846975-d127-4420-b161-060d639dc834,Lake Stevens,Snohomish County,0.09
Burger King,9c846975-d127-4420-b161-060d639dc834,Lake Stevens,Snohomish County,Wendy's,5d59201a-9aba-40a8-9177-8a0ef13138f8,Lake Stevens,Snohomish County,0.09
McDonald's,8430f39f-6a1c-405e-a281-be62e82788e0,Bonney Lake,Pierce County,Taco Bell,c1a710d4-2fc3-4a3d-b0bb-7b23c0f03091,Bonney Lake,Pierce County,0.10
Wendy's,0fdbe534-4a9a-4bf3-8411-f4f8c57246ab,Everett,Snohomish County,Taco Bell,81b9db2a-7e4e-46e1-b9ce-dcb9317049fd,Everett,Snohomish County,0.10
Taco Bell,81b9db2a-7e4e-46e1-b9ce-dcb9317049fd,Everett,Snohomish County,Wendy's,0fdbe534-4a9a-4bf3-8411-f4f8c57246ab,Everett,Snohomish County,0.10
McDonald's,73e986da-61ed-4211-87c2-8da8c1472cf6,Renton,King County,Wendy's,ef2d62f3-acee-4c68-87ea-06428d734248,Renton,King County,0.10
Wendy's,ef2d62f3-acee-4c68-87ea-06428d734248,Renton,King County,McDonald's,73e986da-61ed-4211-87c2-8da8c1472cf6,Renton,King County,0.10
McDonald's,0614f775-e389-4916-9681-3a599c962eee,Bellevue,King County,Burger King,0ffb9176-600f-459e-8cce-58555d44aab8,Bellevue,King County,0.10
Burger King,0ffb9176-600f-459e-8cce-58555d44aab8,Bellevue,King County,McDonald's,0614f775-e389-4916-9681-3a599c962eee,Bellevue,King County,0.10
Taco Bell,42bbe55a-386b-44f1-b016-486d0c0b5911,Renton,King County,Wendy's,941c314b-5ee2-4015-9d7c-85d21fa9a2a8,Renton,King County,0.10
Wendy's,941c314b-5ee2-4015-9d7c-85d21fa9a2a8,Renton,King County,Taco Bell,42bbe55a-386b-44f1-b016-486d0c0b5911,Renton,King County,0.10
Taco Bell,147a9da0-17d8-454c-8919-5d5c22855c84,Everett,Snohomish County,McDonald's,791f2967-0d6b-426c-b7a5-70315accb169,Everett,Snohomish County,0.10
McDonald's,791f2967-0d6b-426c-b7a5-70315accb169,Everett,Snohomish County,Taco Bell,147a9da0-17d8-454c-8919-5d5c22855c84,Everett,Snohomish County,0.10
Wendy's,8c151239-f075-40cb-9923-8d73b1789f7b,Woodinville,King County,Taco Bell,f5e0542e-e465-4198-8802-ad42be0eb46f,Woodinville,King County,0.11
Taco Bell,f5e0542e-e465-4198-8802-ad42be0eb46f,Woodinville,King County,Wendy's,8c151239-f075-40cb-9923-8d73b1789f7b,Woodinville,King County,0.11
Wendy's,f7d29109-cdf9-435d-8e89-e3556545234a,Auburn,King County,Taco Bell,31302bcb-d77f-417f-adf4-5cdf3b41ee00,Auburn,King County,0.11
Taco Bell,2d1abe9f-51f7-40c8-acee-2723edfa7246,Snohomish,Snohomish County,McDonald's,dff3bb73-28c9-42a9-9856-68327498da9f,Snohomish,Snohomish County,0.12
McDonald's,dff3bb73-28c9-42a9-9856-68327498da9f,Snohomish,Snohomish County,Taco Bell,2d1abe9f-51f7-40c8-acee-2723edfa7246,Snohomish,Snohomish County,0.12
McDonald's,66835304-e833-4bdb-8f43-f85252df62d3,Seattle,King County,Wendy's,f39f7bc3-4cf2-4952-90e6-bcaf8f901500,Seattle,King County,0.12
Wendy's,f39f7bc3-4cf2-4952-90e6-bcaf8f901500,Seattle,King County,McDonald's,66835304-e833-4bdb-8f43-f85252df62d3,Seattle,King County,0.12
Wendy's,48aa7491-2c38-4e95-94c6-2536d74c40c0,Kirkland,King County,McDonald's,cd9601f1-69f0-4121-8e89-d3f9c432851d,Kirkland,King County,0.13
McDonald's,cd9601f1-69f0-4121-8e89-d3f9c432851d,Kirkland,King County,Wendy's,48aa7491-2c38-4e95-94c6-2536d74c40c0,Kirkland,King County,0.13
McDonald's,819bf023-cb52-4bfc-9697-0488b4a61d54,Lake Stevens,Snohomish County,Burger King,9c846975-d127-4420-b161-060d639dc834,Lake Stevens,Snohomish County,0.13
McDonald's,f1034826-94c4-4631-b271-dbb735262b5c,Arlington,Snohomish County,Wendy's,fabdb264-9020-4dc7-975c-4de6a42e2eac,Arlington,Snohomish County,0.13
Wendy's,fabdb264-9020-4dc7-975c-4de6a42e2eac,Arlington,Snohomish County,McDonald's,f1034826-94c4-4631-b271-dbb735262b5c,Arlington,Snohomish County,0.13
Taco Bell,04fc74a2-14c1-4a5d-a8a1-05c9df3f3a01,Puyallup,Pierce County,Burger King,0a0895e0-ddf9-42ab-9f6a-38359a48ce09,Puyallup,Pierce County,0.13
Burger King,0a0895e0-ddf9-42ab-9f6a-38359a48ce09,Puyallup,Pierce County,Taco Bell,04fc74a2-14c1-4a5d-a8a1-05c9df3f3a01,Puyallup,Pierce County,0.13
Taco Bell,0be70a30-144a-4c28-b19c-189cf3afaa96,Monroe,Snohomish County,Burger King,c28ec162-61b7-40a6-978c-9f3ad6c386a9,Monroe,Snohomish County,0.13
Burger King,c28ec162-61b7-40a6-978c-9f3ad6c386a9,Monroe,Snohomish County,Taco Bell,0be70a30-144a-4c28-b19c-189cf3afaa96,Monroe,Snohomish County,0.13
McDonald's,ad7c5513-9bc3-49e6-81ef-ddbacf6a0e5a,Lakewood,Pierce County,Burger King,f4c77e50-0bf1-4de2-90b0-8ce4fb8c722a,Lakewood,Pierce County,0.13
Burger King,f4c77e50-0bf1-4de2-90b0-8ce4fb8c722a,Lakewood,Pierce County,McDonald's,ad7c5513-9bc3-49e6-81ef-ddbacf6a0e5a,Lakewood,Pierce County,0.13
Wendy's,3a2729b1-8371-4369-b9cf-f2cf3dff4ad9,Lynnwood,Snohomish County,Taco Bell,b6b8e735-89c2-47ff-a5a2-92d6c4f824dc,Lynnwood,Snohomish County,0.13
Taco Bell,b6b8e735-89c2-47ff-a5a2-92d6c4f824dc,Lynnwood,Snohomish County,Wendy's,3a2729b1-8371-4369-b9cf-f2cf3dff4ad9,Lynnwood,Snohomish County,0.13
Wendy's,702a92d7-2ab9-469d-923a-be9877610a15,Tukwila,King County,McDonald's,8b6c22cf-75f2-43ad-b628-afad3869c7bc,Tukwila,King County,0.15
McDonald's,8b6c22cf-75f2-43ad-b628-afad3869c7bc,Tukwila,King County,Wendy's,702a92d7-2ab9-469d-923a-be9877610a15,Tukwila,King County,0.15
McDonald's,9b23453a-6804-419b-958f-786f481903be,Auburn,King County,Burger King,aedede0c-af3b-407f-9402-2d715a6fc350,Auburn,King County,0.15
Burger King,aedede0c-af3b-407f-9402-2d715a6fc350,Auburn,King County,McDonald's,9b23453a-6804-419b-958f-786f481903be,Auburn,King County,0.15
Taco Bell,724ab9f3-bb22-4dd0-8370-9f513ecb781c,Kent,King County,McDonald's,929d0f77-cdfb-4ec7-91fa-b982c2a1bc96,Kent,King County,0.15
Taco Bell,298887d0-feb6-46ed-b4ee-50b3ccd012e0,Bothell,Snohomish County,Wendy's,f28fdb2a-a2d4-40f4-ab07-caaa6abeee72,Bothell,Snohomish County,0.15
Wendy's,f28fdb2a-a2d4-40f4-ab07-caaa6abeee72,Bothell,Snohomish County,Taco Bell,298887d0-feb6-46ed-b4ee-50b3ccd012e0,Bothell,Snohomish County,0.15
Taco Bell,38f06008-0338-4e88-95be-6c107bb22bf9,Renton,King County,Wendy's,ef2d62f3-acee-4c68-87ea-06428d734248,Renton,King County,0.15
Wendy's,46da0c96-1912-49ba-8d2f-085c193a5a24,Seattle,King County,McDonald's,9d237913-b287-4697-b5aa-c9e78eb6d7b1,Seattle,King County,0.17
McDonald's,9d237913-b287-4697-b5aa-c9e78eb6d7b1,Seattle,King County,Wendy's,46da0c96-1912-49ba-8d2f-085c193a5a24,Seattle,King County,0.17
McDonald's,6cee6017-d10e-4946-8c5a-c21895b74700,Spanaway,Pierce County,Taco Bell,e1a6e9b5-3b6a-4aed-8971-be56e755fe09,Spanaway,Pierce County,0.17
Taco Bell,e1a6e9b5-3b6a-4aed-8971-be56e755fe09,Spanaway,Pierce County,McDonald's,6cee6017-d10e-4946-8c5a-c21895b74700,Spanaway,Pierce County,0.17
Wendy's,b0afb060-3ec0-48e5-8248-bb8ef7958269,Lakewood,Pierce County,McDonald's,bdf4c12e-e571-4cef-adc1-a9d033fd81c2,Lakewood,Pierce County,0.18
McDonald's,bdf4c12e-e571-4cef-adc1-a9d033fd81c2,Lakewood,Pierce County,Wendy's,b0afb060-3ec0-48e5-8248-bb8ef7958269,Lakewood,Pierce County,0.18
McDonald's,51801fc0-3548-4e21-b6f1-0aceaf8ac47b,Lakewood,Pierce County,Taco Bell,69d6b28c-73dc-4bd2-83af-9838160221f4,Lakewood,Pierce County,0.18
Taco Bell,69d6b28c-73dc-4bd2-83af-9838160221f4,Lakewood,Pierce County,McDonald's,51801fc0-3548-4e21-b6f1-0aceaf8ac47b,Lakewood,Pierce County,0.18
Taco Bell,cfd26b12-b409-4276-b665-8c50b06e5c15,Tacoma,Pierce County,Wendy's,f67f4f8c-74a5-44e5-89a7-40cd26871098,Tacoma,Pierce County,0.19
Wendy's,f67f4f8c-74a5-44e5-89a7-40cd26871098,Tacoma,Pierce County,Taco Bell,cfd26b12-b409-4276-b665-8c50b06e5c15,Tacoma,Pierce County,0.19
McDonald's,395527dc-1858-4b96-8813-8feaa72d49de,Kent,King County,Taco Bell,3a32e972-3413-4bd2-a056-988774ea4f74,Kent,King County,0.20
Taco Bell,3a32e972-3413-4bd2-a056-988774ea4f74,Kent,King County,McDonald's,395527dc-1858-4b96-8813-8feaa72d49de,Kent,King County,0.20
McDonald's,9172eed6-71de-46d7-8324-64bf632f04ff,Maple Valley,King County,Burger King,9e9ac86d-6d3b-43a4-b748-7c840023c42c,Maple Valley,King County,0.20
Burger King,9e9ac86d-6d3b-43a4-b748-7c840023c42c,Maple Valley,King County,McDonald's,9172eed6-71de-46d7-8324-64bf632f04ff,Maple Valley,King County,0.20
Burger King,bf8be122-65be-49c8-881b-e04366dfaa1f,Puyallup,Pierce County,Wendy's,7029b2d6-e44a-4ac6-8d77-94320fb88323,Puyallup,Pierce County,0.20
Taco Bell,4e416f7c-e016-473b-aea0-2d6bb7cad920,Bellevue,King County,Burger King,0ffb9176-600f-459e-8cce-58555d44aab8,Bellevue,King County,0.20
Taco Bell,50504983-7d1a-4002-b503-3e6edc71c82c,Marysville,Snohomish County,Burger King,7b6abbd5-45e7-4797-a186-ebfdabec931a,Marysville,Snohomish County,0.21
Burger King,7b6abbd5-45e7-4797-a186-ebfdabec931a,Marysville,Snohomish County,Taco Bell,50504983-7d1a-4002-b503-3e6edc71c82c,Marysville,Snohomish County,0.21
Wendy's,88df1000-1490-46f8-8e80-a9c45cc562bb,Monroe,Snohomish County,Taco Bell,0be70a30-144a-4c28-b19c-189cf3afaa96,Monroe,Snohomish County,0.21
Burger King,b9fd9700-0037-439d-9831-d96e1d48c514,Lakewood,Pierce County,Taco Bell,c77d9c74-37ba-4448-9d10-c25ba8569e2f,Lakewood,Pierce County,0.22
Taco Bell,c77d9c74-37ba-4448-9d10-c25ba8569e2f,Lakewood,Pierce County,Burger King,b9fd9700-0037-439d-9831-d96e1d48c514,Lakewood,Pierce County,0.22
Wendy's,0432cd2d-0a7b-4b8f-8809-72bc0103f06d,Federal Way,King County,Taco Bell,8b61f03d-1b45-413b-a924-6053bb5298b2,Federal Way,King County,0.23
McDonald's,3886cad8-1119-49c9-b19e-0668e3a5f9c0,Monroe,Snohomish County,Burger King,c28ec162-61b7-40a6-978c-9f3ad6c386a9,Monroe,Snohomish County,0.23
McDonald's,2dc8d619-c6ac-46f7-b8ac-10f1168833a0,Issaquah,King County,Burger King,a75f3597-adcc-45dd-9298-b438b6eb0048,Issaquah,King County,0.23
Burger King,a75f3597-adcc-45dd-9298-b438b6eb0048,Issaquah,King County,McDonald's,2dc8d619-c6ac-46f7-b8ac-10f1168833a0,Issaquah,King County,0.23
Taco Bell,1227c51f-2597-4f63-8cc7-608e183dd6e9,Puyallup,Pierce County,McDonald's,7f59e32c-1ce9-4f1d-8201-31b8a23df23b,Puyallup,Pierce County,0.24
McDonald's,7f59e32c-1ce9-4f1d-8201-31b8a23df23b,Puyallup,Pierce County,Taco Bell,1227c51f-2597-4f63-8cc7-608e183dd6e9,Puyallup,Pierce County,0.24
Burger King,92df3d45-ec72-4f54-bd08-2d60cbb3be90,Graham,Pierce County,Taco Bell,ee1999f9-b926-4e11-8483-e9451a7f5a5f,Graham,Pierce County,0.25
Taco Bell,ee1999f9-b926-4e11-8483-e9451a7f5a5f,Graham,Pierce County,Burger King,92df3d45-ec72-4f54-bd08-2d60cbb3be90,Graham,Pierce County,0.25
McDonald's,489b7685-d870-423c-822a-e730566f7aeb,Kent,King County,Burger King,d59cf3a1-803c-4493-9dbe-a6ce161fb35a,Kent,King County,0.25
Burger King,d59cf3a1-803c-4493-9dbe-a6ce161fb35a,Kent,King County,McDonald's,489b7685-d870-423c-822a-e730566f7aeb,Kent,King County,0.25
Burger King,f3e8456a-a1f7-4500-8eb3-e4bd33f780cd,Auburn,King County,McDonald's,c5a2b86c-6cbf-417d-b156-60f471ab57a4,Auburn,King County,0.25
McDonald's,6e70719c-86a9-43f8-bbd9-c279cb66b285,Renton,King County,Wendy's,941c314b-5ee2-4015-9d7c-85d21fa9a2a8,Renton,King County,0.26
Taco Bell,23ac1024-fc03-4047-9fd3-42dd4e2cb620,Lakewood,Pierce County,Burger King,f4c77e50-0bf1-4de2-90b0-8ce4fb8c722a,Lakewood,Pierce County,0.26
Taco Bell,021d3aa3-b000-4ef8-917c-7436d51f2161,Tacoma,Pierce County,McDonald's,a6af7018-6ed6-4eaa-a1e0-e28dba89c0f4,Tacoma,Pierce County,0.27
McDonald's,a6af7018-6ed6-4eaa-a1e0-e28dba89c0f4,Tacoma,Pierce County,Taco Bell,021d3aa3-b000-4ef8-917c-7436d51f2161,Tacoma,Pierce County,0.27
McDonald's,95724bd8-39fe-41e7-8818-935308fc4187,Tacoma,Pierce County,Taco Bell,9c1ccbd0-57d8-4733-94b0-e435e5a06b5a,Tacoma,Pierce County,0.27
Taco Bell,9c1ccbd0-57d8-4733-94b0-e435e5a06b5a,Tacoma,Pierce County,McDonald's,95724bd8-39fe-41e7-8818-935308fc4187,Tacoma,Pierce County,0.27
McDonald's,479a8124-5fe3-43bd-a191-abe0ec064535,Woodinville,King County,Wendy's,8c151239-f075-40cb-9923-8d73b1789f7b,Woodinville,King County,0.28
Taco Bell,e8510a28-8c1c-4e7a-be19-035e53e4c9a0,Lake Stevens,Snohomish County,McDonald's,819bf023-cb52-4bfc-9697-0488b4a61d54,Lake Stevens,Snohomish County,0.28
Taco Bell,aa18a912-21c2-4c2a-9f5a-e07f42fb5fe9,Burien,King County,Burger King,edd31a81-e211-4c21-a864-5cb7ffe1baab,Burien,King County,0.30
Burger King,edd31a81-e211-4c21-a864-5cb7ffe1baab,Burien,King County,Taco Bell,aa18a912-21c2-4c2a-9f5a-e07f42fb5fe9,Burien,King County,0.30
Taco Bell,920c2834-d372-4b68-80b7-a74da1300368,Seattle,King County,McDonald's,9d237913-b287-4697-b5aa-c9e78eb6d7b1,Seattle,King County,0.30
McDonald's,98639f67-6059-42b8-a697-cde6f05cb6b4,Everett,Snohomish County,Wendy's,0fdbe534-4a9a-4bf3-8411-f4f8c57246ab,Everett,Snohomish County,0.30
McDonald's,1ca7365a-64a2-4cc6-8a36-12d40e512013,Federal Way,King County,Taco Bell,6bbbf0f9-3913-4ee4-a938-5264feacd57c,Des Moines,King County,0.33
Taco Bell,6bbbf0f9-3913-4ee4-a938-5264feacd57c,Des Moines,King County,McDonald's,1ca7365a-64a2-4cc6-8a36-12d40e512013,Federal Way,King County,0.33
Wendy's,eb885a6d-fdc0-49d2-ad86-b9b6d8665541,Tacoma,Pierce County,McDonald's,5d611384-cd44-4a7d-ac1f-c5143dd58bf2,Tacoma,Pierce County,0.36
McDonald's,34070ec8-ea84-4ba2-a824-93a871bddba2,Lynnwood,Snohomish County,Taco Bell,b6b8e735-89c2-47ff-a5a2-92d6c4f824dc,Lynnwood,Snohomish County,0.36
