brand,store_id,store_name,address,city,state,postal_code,latitude,longitude,source,source_date,license_status,review_status,review_reason
Retail Center,140677ce-42ef-4d52-9f7d-0a7242007985,Burbank Town Center,201 E Magnolia Blvd,Burbank,CA,91502-1160,34.183502197265625,-118.31233215332031,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Retail Plaza,fa571d87-ef90-4411-b51f-8ddd0689a1fc,Corona Hills Plaza,350 N McKinley St,Corona,CA,92879-6503,33.88728713989258,-117.52105712890625,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Retail Center,891011bb-140e-4760-9ce9-e11008121299,Culver Center,3851 Overland Ave,Culver City,CA,90232-3306,34.017269134521484,-118.4068374633789,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Mall,2a949a9b-ab21-4cb5-8cb7-f3cc4a76fd5c,Mall,889 Americana Way,Glendale,CA,91210-1555,34.14341354370117,-118.25679016113281,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Mall,df96032f-6b69-4fae-9aee-1f3c9f357d2c,LAKEWOOD MALL,500 LAKEWOOD CENTER,LAKEWOOD,CA,90712,33.85129928588867,-118.13870239257812,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Mall,993c14a7-96b4-4d13-b9c3-099d510d8a27,CENTURY CITY MALL,10250 SANTA MONICA BLVD LOWR 1700,LOS ANGELES,CA,90067-9997,34.05949783325195,-118.41947174072266,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Retail Center,121f4879-1bc9-465d-a6cc-75d020570211,Lakewood Center,500 Lakewood Center Mall,Lakewood,CA,90712-2407,33.850555419921875,-118.14026641845703,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Retail Center,9ae7234a-3ff2-414f-843b-bf4e9f85a860,Long Beach Towne Center,7575 Carson Blvd,Long Beach,CA,90808-2365,33.82896423339844,-118.08814239501953,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Mall,4eec19f2-888c-4394-8ead-a703518ed563,Little Tokyo Mall,319 E 2nd St,Los Angeles,CA,90012-4218,34.04950714111328,-118.24066925048828,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Retail District,1b299e91-fe58-4768-8083-50d2b9bded0d,Helms Design District,8800 Venice Blvd,Los Angeles,CA,90034-3254,34.03058624267578,-118.38397216796875,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Retail Plaza,abdecf59-20ab-492a-9a5e-726edafab455,Koreatown Plaza,928 S Western Ave,Los Angeles,CA,90006-1000,34.05512619018555,-118.30862426757812,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Shopping Center,f3b152de-241f-452a-99b3-2479bddd844e,Century City Center Shopping Center,10250 Santa Monica Blvd,Los Angeles,CA,90067-6410,34.058658599853516,-118.41905975341797,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Mall,91b8d99e-8ddd-4961-9022-d4ba429e099e,Ontario Mills Mall,1 Mills Cir,Ontario,CA,91764,34.07283020019531,-117.54904174804688,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Retail Center,3655453d-2f5d-4adf-9a61-49ff765f5aa3,Ontario Gateway Center,4400 Ontario Mills Pkwy,Ontario,CA,91764-5107,34.0684928894043,-117.55220031738281,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
