brand,store_id,store_name,address,city,state,postal_code,latitude,longitude,source,source_date,license_status
Burger King,183edb99-02b6-486c-a26d-5f671b1576a7,Burger King,Mile Marker41. 3,ABSECON,NJ,08201-0000,39.470943450927734,-74.52903747558594,Overture Places 2026-07-22.0,2026-07-22,open
Burger King,f2db174c-d674-4fbe-a9c0-58b14edb3d8c,Burger King,900 Easton Rd,Abington,PA,19001-4304,40.11735916137695,-75.13755798339844,Overture Places 2026-07-22.0,2026-07-22,open
Burger King,0d465b18-5e3f-4f2d-a27c-4eefadc1a7ea,Burger King,320 White Horse Pike,Absecon,NJ,08201,39.42815399169922,-74.50508117675781,Overture Places 2026-07-22.0,2026-07-22,open
Burger King,2ad734e7-1527-41a0-8c01-5610d0095afb,Burger King,1738 W Tilghman St,Allentown,PA,18104-4161,40.60544967651367,-75.49871826171875,Overture Places 2026-07-22.0,2026-07-22,open
Burger King,c955fffa-439d-480d-8fbf-060d28f01931,Burger King,1958 S 4th St,Allentown,PA,18103,40.57821273803711,-75.45512390136719,Overture Places 2026-07-22.0,2026-07-22,open
Burger King,90bb7a7b-4baf-4360-8997-728d7642988b,Burger King,216 E Pleasant Valley Blvd,Altoona,PA,16602,40.51833724975586,-78.37389373779297,Overture Places 2026-07-22.0,2026-07-22,open
Burger King,1870a514-25b0-4467-99d6-bb9cf7c1ebc3,Burger King,300 W Plank Rd,Altoona,PA,16602,40.475433349609375,-78.4053955078125,Overture Places 2026-07-22.0,2026-07-22,open
Burger King,2fc4402c-abb9-4858-8ee2-99aa5ebf1aa6,Burger King,920 Ohio River Blvd,Avalon,PA,15202,40.494972229003906,-80.0662841796875,Overture Places 2026-07-22.0,2026-07-22,open
Burger King,44c96dd5-5f7c-439f-99c5-ff5a345c6708,Burger King,1140 St Georges Ave,Avenel,NJ,07001-1263,40.577362060546875,-74.29396057128906,Overture Places 2026-07-22.0,2026-07-22,open
Burger King,1085f843-6e0e-4d09-814e-f23a84721800,Burger King,3163 Woodward Ave,Avis,PA,17721,41.18074417114258,-77.32640838623047,Overture Places 2026-07-22.0,2026-07-22,open
Burger King,80fdf414-2af4-4f5f-a408-d8c514b7888c,Burger King,560 Hepburn Rd,Avondale,PA,19311,39.837501525878906,-75.80036926269531,Overture Places 2026-07-22.0,2026-07-22,open
Burger King,0f5da583-c390-42c1-b54d-772af62de3f0,Burger King,1690 Beaver Rd,Baden,PA,15005,40.65623092651367,-80.2373046875,Overture Places 2026-07-22.0,2026-07-22,open
