brand,store_id,store_name,address,city,state,postal_code,latitude,longitude,source,source_date,license_status
H&R Block,afb24c36-8af1-4411-ad37-76aa4099d02a,H&R Block,2284 Brodhead Rd,Aliquippa,PA,15001-4685,40.58580780029297,-80.2582778930664,Overture Places 2026-07-22.0,2026-07-22,open
H&R Block,6f9023d4-d9ae-4bd9-9c06-eae2f3aba9a2,H&R Block,1028 W Hamilton St,Allentown,PA,18101-2464,40.600154876708984,-75.47908020019531,Overture Places 2026-07-22.0,2026-07-22,open
H&R Block,e72a18a1-bd69-45af-95b3-41a0cde548d6,H&R Block,1235 Airport Rd,Allentown,PA,18109-3311,40.629459381103516,-75.44142150878906,Overture Places 2026-07-22.0,2026-07-22,open
H&R Block,10b87911-e1aa-494a-af7b-21ef4d28d8f0,H&R Block,1567 Lehigh St,Allentown,PA,18103-3813,40.57897186279297,-75.4788818359375,Overture Places 2026-07-22.0,2026-07-22,open
H&R Block,0dd07932-37d6-45c7-9e35-d1b49d7b209b,H&R Block,1604 S 4th St,Allentown,PA,18103-4922,40.58348083496094,-75.46019744873047,Overture Places 2026-07-22.0,2026-07-22,open
H&R Block,12d243f9-72ac-4168-a7f6-b8adfcb2d1ff,H&R Block,2758 Plank Rd,Altoona,PA,16601-9330,40.456512451171875,-78.40626525878906,Overture Places 2026-07-22.0,2026-07-22,open
H&R Block,712d2914-0a95-496e-bd47-16d95624a525,H&R Block,531 E 25th Ave,Altoona,PA,16601-4031,40.53657150268555,-78.39946746826172,Overture Places 2026-07-22.0,2026-07-22,open
H&R Block,1703e161-4c4c-47ab-934f-eefe7e8502ea,H&R Block,698 Merchant St,Ambridge,PA,15003-2481,40.58797073364258,-80.22815704345703,Overture Places 2026-07-22.0,2026-07-22,open
H&R Block,d28597fa-fba5-420b-9f40-fdabd250dde1,H&R Block Tax Preparation Office,Ardmore Shopping Plaza 10 Greenfield Ave,Ardmore,PA,19003,40.009761810302734,-75.29560089111328,Overture Places 2026-07-22.0,2026-07-22,open
H&R Block,a76c23b7-33a5-4d81-b64b-bc5403287fa2,H&R Block,4704 Pennell Rd,Aston,PA,19014-1864,39.859073638916016,-75.42658996582031,Overture Places 2026-07-22.0,2026-07-22,open
H&R Block,3a2406f3-64bf-4044-b8e2-c31f27e0be06,H&R Block,1547 Atlantic Ave,Atlantic City,NJ,08401-7013,39.361297607421875,-74.43060302734375,Overture Places 2026-07-22.0,2026-07-22,open
H&R Block,f46d957c-224d-49cb-9123-b8d81f314136,H&R Block,1154 St Georges Ave,Avenel,NJ,07001-1263,40.578125,-74.29379272460938,Overture Places 2026-07-22.0,2026-07-22,open
H&R Block,b7a5cc1e-aa96-4c8f-a1fa-e2005c4afbd8,H&R Block,Northern Lights Shopping Center 1600 W State St,Baden,PA,15005,40.65579605102539,-80.23388671875,Overture Places 2026-07-22.0,2026-07-22,open
H&R Block,ba199aab-5125-4ff1-b20f-d71dd97b2d7c,H&R Block,215 S 1st St,Bangor,PA,18013-2617,40.86457824707031,-75.20641326904297,Overture Places 2026-07-22.0,2026-07-22,open
