brand,store_id,store_name,address,city,state,postal_code,latitude,longitude,source,source_date,license_status,review_status,review_reason
Costco,d5b187b8-809f-48d5-aebb-a9e9beafce42,Costco Optical Lab,1802 M St NW,Auburn,WA,98001-1627,47.323936462402344,-122.24092864990234,Overture Places 2026-07-22.0,2026-07-22,open,exclude,brand_false_positive
Costco,b8b2a3d2-850f-4fd6-bd37-0f02ee274f08,Costco Wholesale,4125 Arctic Ave,Bellingham,WA,98226,48.79193878173828,-122.51486206054688,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,7852480b-fb6d-40e7-9a7d-bc0e281580e8,Costco,4299 Meridian St,Bellingham,WA,98226-6475,48.79844284057617,-122.48869323730469,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,dba34ac0-38b0-4ae3-8675-8eb9c0472cc5,Costco,1725 S Burlington Blvd,Burlington,WA,98233-3223,48.45355987548828,-122.33792877197266,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,c0dba90f-22be-4beb-9b24-6026e2dc4d8c,Costco,19610 SE 1st St,Camas,WA,98607-7472,45.62199783325195,-122.47297668457031,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,b23eb6d1-e155-4fe8-91d7-174b9e6bffc2,Costco,375 Highline Dr,East Wenatchee,WA,98802-5344,47.401424407958984,-120.28067016601562,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,c0946aed-8194-4e5c-9812-cc34f89e8e22,Costco,10200 19th Ave SE,Everett,WA,98208-4256,47.90398025512695,-122.20962524414062,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,2bccdf9c-b247-4063-879a-767dbc3c2550,Costco,35100 Enchanted Pkwy S,Federal Way,WA,98003-8314,47.28689956665039,-122.3104476928711,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,b3768017-75f1-4da4-8f26-0e10c4de2f24,Costco,3900 20th St E,Fife,WA,98424-1818,47.23828887939453,-122.3740234375,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,c4f2a8f2-e751-4dcf-8932-efa867ecc11a,Costco,10990 Harbor Hill Dr,Gig Harbor,WA,98332,47.35789489746094,-122.60403442382812,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,3a1815d5-af83-4a48-a4ad-eb164e0a192d,Costco,8505 W Gage Blvd,Kennewick,WA,99336-8120,46.22600555419922,-119.23518371582031,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,efcf1040-24ae-4325-ab53-db24adb616b5,Costco Pharmacy,8505 W Gage Blvd,Kennewick,WA,99336-8120,46.225685119628906,-119.23481750488281,Overture Places 2026-07-22.0,2026-07-22,open,exclude,brand_false_positive
Costco,e66a5240-3c85-40d2-a278-2fc309dbba94,Costco,11831 120th Ave NE,Kirkland,WA,98034-7108,47.70589065551758,-122.1814193725586,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,aaf19590-37f8-48da-9098-4641523142d5,Costco Pharmacy,8629 120th Ave NE,Kirkland,WA,98033-5822,47.680721282958984,-122.18209075927734,Overture Places 2026-07-22.0,2026-07-22,open,exclude,brand_false_positive
Costco,d2e617c8-90bf-4b53-942e-a07c76b94801,Costco,8629 120th Ave NE,Kirkland,WA,98033-5822,47.68114471435547,-122.18138122558594,Overture Places 2026-07-22.0,2026-07-22,open,exclude,duplicate_candidate
Costco,6245820f-daed-4197-bc5f-5c87791421ea,Costco,1470 Marvin Rd NE,Lacey,WA,98516-3870,47.059349060058594,-122.76114654541016,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,cab8387a-2eb9-4666-8265-1396eb21190d,Costco,23403 E Mission Ave,Liberty Lake,WA,99019-7553,47.67194366455078,-117.09066009521484,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,40705605-bd8b-479d-ad90-6a8a55fc323c,Costco Pharmacy,18109 33rd Ave W,Lynnwood,WA,98037-4840,47.8348503112793,-122.27250671386719,Overture Places 2026-07-22.0,2026-07-22,open,exclude,brand_false_positive
Costco,9c87a1d3-eb55-490f-a210-5fb1652788c9,Costco,19105 Highway 99,Lynnwood,WA,98036-5228,47.825653076171875,-122.31047821044922,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,6548998d-82ad-4092-a57e-6b699b014b6c,Costco,16616 Twin Lakes Ave,Marysville,WA,98271-4701,48.147823333740234,-122.19109344482422,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,cc35cfb0-3709-48d6-b557-86c78359f673,Costco,1201 39th Ave SW,Puyallup,WA,98373,47.15614318847656,-122.30854034423828,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,552492a3-6ae4-4360-bc59-68986d245823,Costco,7725 188th Ave NE,Redmond,WA,98052-6088,47.673439025878906,-122.09074401855469,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,fbd264e5-9e36-4ee0-ac27-2db47977ed02,Costco,4401 4th Ave S,Seattle,WA,98134-2389,47.564823150634766,-122.33077239990234,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,6d7e54fd-2736-4559-9dc1-469143276eb2,Costco,955 W Washington St,Sequim,WA,98382-3266,48.077056884765625,-123.1261215209961,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,106691ab-388e-419e-93bc-5b29cafccf53,Costco,1175 N 205th St,Shoreline,WA,98133,47.775455474853516,-122.34432983398438,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,14439286-cd87-4bb5-b510-2fde4514f39f,Costco Pharmacy,1175 N 205th St,Shoreline,WA,98133,47.77506637573242,-122.3443832397461,Overture Places 2026-07-22.0,2026-07-22,open,exclude,brand_false_positive
Costco,a770a0fd-64bb-4e52-84a2-8d4ce08416d6,Costco,10000 Mickelberry Rd NW,Silverdale,WA,98383-8302,47.65669631958008,-122.68046569824219,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,81810c6e-0d03-46d5-81c8-f1417b7a1457,Costco,5601 E Sprague Ave,Spokane Valley,WA,99212-0826,47.658111572265625,-117.33273315429688,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,712193d4-8734-46d6-82f7-5f7485c4f050,Costco Distribution Center,4000 142nd Ave E,Sumner,WA,98390-9657,47.222251892089844,-122.24279022216797,Overture Places 2026-07-22.0,2026-07-22,open,exclude,brand_false_positive
Costco,cd9f926e-a597-4977-9866-3f42a05e5429,Costco,2219 S 37th St,Tacoma,WA,98409-7473,47.225181579589844,-122.46784210205078,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,2cde4e75-23e9-4cae-962e-3ecfaf67b60f,Costco,400 Costco Dr,Tukwila,WA,98188-4808,47.44575881958008,-122.24819946289062,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
Costco,8c67585a-4b3a-44f7-ae3c-c3908363f14b,Costco,5500 Littlerock Rd SW,Tumwater,WA,98512-7363,46.99675750732422,-122.91645812988281,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
