brand,store_id,store_name,address,city,state,postal_code,latitude,longitude,source,source_date,license_status,review_status,review_reason
CVS Pharmacy,f9f32e23-b16a-4c60-acdb-084a40e56ae1,CVS Pharmacy,11625 Jones Bridge Rd,Alpharetta,GA,30005-2539,34.064937591552734,-84.21142578125,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
CVS Pharmacy,35e2d9b2-a791-4b2c-bbe6-3eca2a199a02,CVS Beauty,8430 HOLCOMB BRIDGE RD,Alpharetta,GA,30022,33.98514175415039,-84.2701644897461,Overture Places 2026-07-22.0,2026-07-22,open,exclude,brand_false_positive
CVS Pharmacy,c81115ea-a5b7-4b4e-a43f-aa405af4d6d5,CVS Pharmacy,9920 Jones Bridge Rd,Alpharetta,GA,30022-6522,34.025333404541016,-84.25263977050781,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
CVS Pharmacy,dfe14481-b038-4515-b1b3-88d362c4d84f,CVS Pharmacy,1036 E Forsyth St,Americus,GA,31709-3722,32.073516845703125,-84.22026824951172,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
CVS Pharmacy,1f1261e8-c974-44ba-b83d-2dfe493ea4f6,CVS Pharmacy,170 W Broad St,Athens,GA,30601-2815,33.95729446411133,-83.3775863647461,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
CVS Pharmacy,b743ffcc-0071-4bdd-9836-cc7d541ca22a,CVS Pharmacy,3065 Atlanta Hwy,Athens,GA,30606-3334,33.941444396972656,-83.44080352783203,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
CVS Pharmacy,fb9cd74f-2faa-4f44-97f1-4293a8db0656,CVS Pharmacy,3595 Atlanta Hwy,Athens,GA,30606-3152,33.93842697143555,-83.45487213134766,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
CVS Pharmacy,cbae0373-4243-4977-ab14-2168b41f04a7,CVS Pharmacy,795 Oglethorpe Ave,Athens,GA,30606-2242,33.961639404296875,-83.41414642333984,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
CVS Pharmacy,d8c6e35e-1100-4d28-b186-199abc802692,CVS Pharmacy,1455 Moreland Ave SE,Atlanta,GA,30316-3128,33.71484375,-84.35005187988281,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
CVS Pharmacy,8fcf838a-011b-41ae-be32-4cb818221c84,Minute Clinic,1520 Avenue Pl,Atlanta,GA,30329-4015,33.80122756958008,-84.32821655273438,Overture Places 2026-07-22.0,2026-07-22,open,exclude,brand_false_positive
