brand,store_id,store_name,address,city,state,postal_code,latitude,longitude,source,source_date,license_status,review_status,review_reason
ALDI,f27c4ab4-467c-435b-a93f-8e9da9e920c7,Aldi,4765 Southwest Dr,Abilene,TX,79606-2332,32.40645980834961,-99.78682708740234,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,badc82d3-b4ce-4646-be74-68959767dddb,Aldi,1730 N Greenville Ave,Allen,TX,75002-8842,33.12820053100586,-96.64509582519531,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,8ed4483d-4e5c-4391-9ca1-abbd50b468a1,Aldi,2373 Bypass 35 S.,Alvin,TX,77511,29.405086517333984,-95.23648834228516,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,c05e0230-c727-4891-9bcc-e69c5e2ba377,Aldi,1200 W Nathan Lowe Rd,Arlington,TX,76017-6102,32.654911041259766,-97.13310241699219,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,c883edab-b579-4b57-87c0-02525f04be0a,Aldi,5045 N Little School Rd,Arlington,TX,76017-1910,32.66522216796875,-97.20507049560547,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,dc4f4a82-53d3-48df-b31e-7b14612fb82c,Aldi,26617 US Highway 380 E,Aubrey,TX,76227-3849,33.2222900390625,-96.95964813232422,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,de49f380-b9b7-4ec1-8e9a-043e41d5a75e,Aldi,5521 Garth Rd,Baytown,TX,77521-9643,29.783424377441406,-94.97953796386719,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,760dc98c-b1b5-4a91-9b7d-f3eda08f4e8a,Aldi,519 W Commerce St,Brownwood,TX,76801-1700,31.72918701171875,-98.98589324951172,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,8b12a6b5-3bc6-4efa-a21f-24069e9fe003,Aldi,1760 Briarcrest Dr,Bryan,TX,77802-2711,30.653385162353516,-96.33711242675781,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,4f352780-c41e-4633-9fab-0c556fa6dab7,Aldi,1201 SW Wilshire Blvd,Burleson,TX,76028-8729,32.524166107177734,-97.3438949584961,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,17d6369c-c196-4167-a966-a934efbecc47,Aldi,3044 Old Denton Rd,Carrollton,TX,75007-5016,32.99773406982422,-96.90790557861328,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,7bc66647-ee4b-4ef7-acad-4da945e9e9f3,Aldi,805 E Belt Line Rd,Cedar Hill,TX,75104-2208,32.590328216552734,-96.92302703857422,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,44651ddc-1f73-4827-8d4a-e2edf71c65cc,Aldi,850 N Bell Blvd Suite 210 Suite 210,Cedar Park,TX,78613,30.519746780395508,-97.82797241210938,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,2b28e814-c330-4483-a561-dc4e9d833d6f,Aldi,1708 W Henderson St,Cleburne,TX,76033-4102,32.33499526977539,-97.42423248291016,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,5dc27aa4-5f1b-4715-9a0f-072c9ab5f8ef,Aldi,2045 N TX-336-LOOP W,Conroe,TX,77304-3515,30.330102920532227,-95.48786926269531,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,b93a1b0e-3889-4a8b-8110-45837decdc82,Aldi,3851 Swisher Rd,Corinth,TX,76210-4210,33.130516052246094,-97.04981994628906,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,1e3c6dc1-f981-49f3-8806-e56cea712c4c,Aldi,3623 W State Highway 31,Corsicana,TX,75110-9207,32.07020950317383,-96.50371551513672,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,a4ef3a9c-11bb-43fa-8273-933622f58506,ALDI,14130 FM 2100 Rd,Crosby,TX,77532-6152,29.892749786376953,-95.06230163574219,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,cd939426-47fa-4ea0-b4e1-32cb709cf3e3,Aldi,8650 Barker Cypress Rd,Cypress,TX,77433-5336,29.904666900634766,-95.68486022949219,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,b0cb7e79-d1a3-4bc9-8250-a525db52e5f2,Aldi,13548 Preston Rd,Dallas,TX,75240-5212,32.93233108520508,-96.8027114868164,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,efe4403c-c6de-465d-9166-e56ce07003a2,Aldi,2440 W Illinois Ave,Dallas,TX,75233-1106,32.71900177001953,-96.85808563232422,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,1a81ba80-d0d9-46dd-92b0-4318006c13a2,Aldi,2505 Fort Worth Ave,Dallas,TX,75211-1745,32.75925064086914,-96.86347961425781,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,254f129f-1dda-466d-bbf0-ad6863b366ab,Aldi,2926 S Buckner Blvd,Dallas,TX,75227-6907,32.76211166381836,-96.68264770507812,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,3318f215-5acb-40b9-84e0-e9857a2a35df,Aldi,3128 Forest Ln,Dallas,TX,75234-7005,32.908599853515625,-96.87042236328125,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,4e0b1ce1-e34a-47c2-87da-601677ec198f,Aldi,3632 Frankford Rd,Dallas,TX,75287-6172,32.995967864990234,-96.85424041748047,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,b0073f52-68b2-4244-ac3f-385864913afd,Aldi,4120 Gaston Ave,Dallas,TX,75246-1409,32.794212341308594,-96.77622985839844,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,b0311ea4-3fec-45c0-9edc-d04442a62d72,Aldi,5828 Abrams Rd,Dallas,TX,75214-1603,32.856178283691406,-96.74991607666016,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,9d325e98-082a-4fe0-8cb4-2d7045935315,Aldi,8034 Chrysalis Dr,Dallas,TX,75237-3600,32.64928436279297,-96.85912322998047,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,8ae27273-d7d3-4763-8241-5b5ae1b70a7e,Aldi,9779 Forest Ln,Dallas,TX,75243-5701,32.90995788574219,-96.71900177001953,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,82388bb1-55ce-4850-a2fb-5a73ef10fa3a,Aldi,1105 S Loop 288,Denton,TX,76205-4603,33.19916534423828,-97.09125518798828,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,06696b4f-3c64-4f65-9137-0ff181f7356b,Aldi,1317 Ector St,Denton,TX,76201-2416,33.229068756103516,-97.15562438964844,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,217665b6-f37f-417e-9671-450f032cbba3,ALDI Distribution Center,2500 Westcourt Rd Bldg 300,Denton,TX,76207,33.191497802734375,-97.1923828125,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,7bb98693-5ad5-4b90-9247-54db9c1f9475,Aldi,102 W Pleasant Run Rd,Desoto,TX,75115-3910,32.60369873046875,-96.85770416259766,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,460dc247-eddd-4452-9f4d-b31fd6eb3044,Aldi,333 S Cedar Ridge Dr,Duncanville,TX,75116-4526,32.64815139770508,-96.92594146728516,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,1ea0cae9-32a6-4c8f-a949-2bb31f57291a,Aldi,1201 Airport Fwy,Euless,TX,76040-1123,32.8353157043457,-97.10100555419922,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,ca68e09d-2d6b-48d9-b612-5e5885163113,Aldi,895 FM 548,Forney,TX,75126,32.7513542175293,-96.4442367553711,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,bf4b2fd2-03c9-4a91-bfb1-729f5d28f375,Aldi,1620 Eastchase Pkwy,Fort Worth,TX,76120-4434,32.75607681274414,-97.1704330444336,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,ee11b14e-ac55-4c8b-ae1d-9d2006a6b88c,Aldi,5129 Golden Triangle Blvd,Fort Worth,TX,76244-4430,32.93228530883789,-97.27256774902344,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,752d2ae6-3e80-4bca-8b65-bbf2c158ecad,Aldi,5617 S Hulen St,Fort Worth,TX,76132-2260,32.66696548461914,-97.39981842041016,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,7a3d2ca1-96e0-4b16-a6f0-15caff39214d,Aldi,700 Alta Mere Dr,Fort Worth,TX,76116-1521,32.750614166259766,-97.43466186523438,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,7cc3613e-2d9a-4572-9b4a-92d5e502a4cc,Aldi,700 Alta Mere Dr,Fort Worth,TX,76116,32.74970626831055,-97.43434143066406,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,208418c2-1916-4914-a469-f85a83973224,Aldi,8977 Tehama Ridge Pkwy,Fort Worth,TX,76177-2005,32.90371322631836,-97.32361602783203,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,2816e156-01f4-447b-b986-3dc9cf854c3d,Aldi,9660 Legacy Dr,Fort Worth,TX,76108-4185,32.76375198364258,-97.4851303100586,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,dc5978f2-64f1-4da5-aac0-c6f3df623405,ALDI USA,977 Tehama Ridge Parkway,Fort Worth,TX,79177,32.91145706176758,-97.32379150390625,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,02d23f67-2d37-4a89-8a71-efcf0c29db33,Aldi,6951 Preston Rd,Frisco,TX,75034-7342,33.136173248291016,-96.80437469482422,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,b64dd2dc-7c25-442d-acf5-020e3f47a0d0,Aldi,6951 Preston Rd,Frisco,TX,75034,33.13616943359375,-96.80438232421875,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,5c7dde3f-a596-4715-b35b-f5c1e4ad2f7d,Aldi,1518 W Buckingham Rd,Garland,TX,75042-4203,32.93019104003906,-96.65079498291016,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,dd71878b-1fb4-4470-89b5-21304cca683e,Aldi,1601 Northwest Hwy,Garland,TX,75041-5232,32.864681243896484,-96.65205383300781,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,f2f9e2a6-3c50-4b20-8147-6b5993c30861,Aldi,926 W University Ave,Georgetown,TX,78626-6503,30.632556915283203,-97.68765258789062,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,374e5e46-0ce2-4418-bd5f-3c799015366d,Aldi,1339 N Plaza Dr,Granbury,TX,76048-2559,32.43645095825195,-97.76768493652344,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,4bb895d1-6d44-44a0-a09d-95b279145913,Aldi,2601 W Bardin Rd,Grand Prairie,TX,75052,32.67162322998047,-97.04491424560547,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,15ca51ca-ae77-4823-a962-564df301513d,Aldi,424 E Pioneer Pkwy,Grand Prairie,TX,75051-4943,32.7097053527832,-96.9994125366211,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,be6d8a77-790a-4bb9-870c-0e4ca4067475,Aldi,6606 Wesley St,Greenville,TX,75402-7369,33.102874755859375,-96.11093139648438,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,2c9dd693-b7b3-48a5-acbe-125c7c970515,Aldi,3173 Denton Hwy,Haltom City,TX,76117-3712,32.80485916137695,-97.26579284667969,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,886d0e91-7ca0-4e36-bb50-a20e74563b54,Aldi,10064 Almeda Genoa Rd,Houston,TX,77075-2418,29.62685775756836,-95.23703002929688,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,b107f5c8-2707-4cd8-a472-f2b67f7cb4c5,Aldi,13340 Tomball Pkwy,Houston,TX,77086,29.916067123413086,-95.48587799072266,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,332c70aa-71f1-44f7-a07f-c3ba052feb4f,Aldi,161 West Rd,Houston,TX,77037-1144,29.914649963378906,-95.4095458984375,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,1af04190-bb6b-4c6e-8dd2-69054412b970,Aldi,16701 El Camino Real,Houston,TX,77062-5821,29.556743621826172,-95.12100982666016,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,53d15af0-5dba-4471-8c2f-511bae5b805a,Aldi,2550 Gessner Rd,Houston,TX,77080-3802,29.817989349365234,-95.54488372802734,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
ALDI,5c8dfe62-2550-4737-977f-fc6eb0cfa605,Aldi,3601 Highway 6 S,Houston,TX,77082-4311,29.718059539794922,-95.64309692382812,Overture Places 2026-07-22.0,2026-07-22,open,packet_ready,primary_store_candidate
