target_id,primary_city,facility_type,sidecar_status,packet_ready_rows,observed_facility_names,claim_boundary
national-post-office-ak-savoonga-28e6d58a5b,Savoonga,food_service,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-ak-denali-national-park-95f11edfc1,Denali National Park,food_service,observed,13,Canyon Park Steakhouse; Denali Doghouse; Denali Salmon Bake; Denali Wild Crepes; Fannie Q's Saloon; Karstens Public House/Karstens Espresso; Lynx Creek Pizza & Pub; Moose Aka's; Morino Grill; Prospectors Pizzeria Alehouse; Subway; Thai & Chinese Food To Go; The Overlook,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-ak-nikiski-715ab2cb27,Nikiski,food_service,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-ak-nome-957c64f1f5,Nome,food_service,observed,4,Airport Pizza; Golden China; Milano’s; Subway,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-ak-north-tongass-ward-cove-7bf0ffd1e9,North Tongass Ward Cove,food_service,observed,2,The Green Coffee Bean; Ward Cove Deli,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-ak-homer-c28298bbbd,Homer,food_service,observed,28,Beluga Bar & Grill; Bubbles Sodas & Ice Cream; Cafe Azul; Captain's Coffee Roasting Company; Cece's Cafe; Dandelion Cafe; Divinitea; Don Jose's Mexican Restaurant; Duncan House Diner; Fat Olive's Restaurant; Fireweed Mountain ZenDen Cafe; Glacier Room; Icy Otter; Kannery Grill; Lighthouse Grill; McDonald's; Mike's Alaskan Eatery; Mike's Late Show; Pho & Thai Restaurant; River Cafe; Rumps BBQ; Star's Coffee; Starvin Marvin's Pizza; Subway; Twisted Goat; Two Sisters Bakery & Cafe; Vida's Thai Food; Wild Honey Bistro,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-ak-postal-service-33114dbd26,Postal Service,food_service,observed,1,Cissie's Kitchen,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-ak-galena-3802346ef8,Galena,food_service,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-ak-willow-6c7dbde30c,Willow,food_service,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-ak-clam-gulch-e69b030ff3,Clam Gulch,food_service,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-ak-postal-service-ed9cb8ff5d,Postal Service,food_service,observed,5,Amelia's; Dutch Harbor Grind; Harbor Sushi; Harbor View,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-ak-fairbanks-downtown-station-c6be537924,Fairbanks Downtown Station,food_service,observed,63,"AHA Oriental Kitchen; Ajimi Japanese Restaurant; Aurora Mediterranean Restaurant; Bahn Thai Restaurant; Beijing Hot Pot; Big Daddy's Bar-B-Q; Blue Roof Bistro; Bobby's Downtown; Bruegger's Bagels; Bucko's Coffee; C&J's; Café Cache; Chicken Town; El Dorado; El Dorado Bar and Grill; Espresso Yourself; Food Factory; Forget Me Not Espresso; Gallo's Mexican Restaurant; Gambardellas Pasta Bella; Geraldo's Italian Restaurant; Good Titrations; Great Harvest Bread Co.; Gyros & More; Irashai; Jazz Bistro; Just the Tips; KC's Kitchen; KFC; Kanpai; Korean Recipes; Lavelle's Bistro; Lin's Asian Bistro; McCafferty's, a Coffee House, etc.; McDonald's; Nim's House of Thai Food; Noodle House Thai Restaurant; Oishi Kitchen; Panda Express; Papa John's; Pho House; Pizza Hut; River City Cafe; Salty's On 2nd; Siam Square; Sicily's Pizza; Soapy Smiths Pioneer; Soba; Sonic; Starbucks; Sunrise Bagel and Espresso; Taco Bell; Taco King; The Banks; The Chowder House; The Cookie Jar; The Crepery; The Diner; The Hungry Robot; Wendy's",Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
