facility_id,facility_name,city,state,review_status,semantic_review_status,semantic_review_reason
osm:node:11001001114,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:node:2584089789,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:node:277458656,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:node:4730067406,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:node:5324747271,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:node:5372118448,United States Post Office,Unknown,MS,packet_ready,generic_locality_semantic_gate,generic_or_missing_locality
osm:node:5706091800,USPS,Unknown,MS,packet_ready,generic_locality_semantic_gate,generic_or_missing_locality
osm:node:5830756990,United States Post Office,Unknown,MS,packet_ready,generic_locality_semantic_gate,generic_or_missing_locality
osm:node:6649012739,United States Post Office,Unknown,MS,packet_ready,generic_locality_semantic_gate,generic_or_missing_locality
osm:node:9796470477,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:node:9874241366,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:node:9890841971,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:1070311337,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:1078943163,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:1084705075,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:1157308077,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:1249581188,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:1313539529,United States Post Office,Unknown,MS,packet_ready,generic_locality_semantic_gate,generic_or_missing_locality
osm:way:1435966201,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:1435974056,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:1447554016,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:165900893,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:165987867,United States Post Office,Unknown,MS,packet_ready,generic_locality_semantic_gate,generic_or_missing_locality
osm:way:166111093,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:166311918,United States Post Office,Unknown,MS,packet_ready,generic_locality_semantic_gate,generic_or_missing_locality
osm:way:212419237,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:315550049,United States Post Office,Unknown,MS,packet_ready,generic_locality_semantic_gate,generic_or_missing_locality
osm:way:380429589,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:399346084,United States Post Office,Unknown,MS,packet_ready,generic_locality_semantic_gate,generic_or_missing_locality
osm:way:435975219,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:448916376,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:516707249,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:553854011,United States Post Office,Unknown,MS,packet_ready,generic_locality_semantic_gate,generic_or_missing_locality
osm:way:568555983,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:577639838,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:595935660,United States Post Office,Unknown,MS,packet_ready,generic_locality_semantic_gate,generic_or_missing_locality
osm:way:605672868,Post Office,Unknown,MS,exclude,seed_already_excluded,input_review_status_not_packet_ready
osm:way:925270074,United States Post Office,Unknown,MS,packet_ready,generic_locality_semantic_gate,generic_or_missing_locality
osm:way:943026048,United States Post Office,Unknown,MS,packet_ready,generic_locality_semantic_gate,generic_or_missing_locality
osm:way:1427201844,Vaiden Post Office,Vaiden,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:357998081,Valley Park Post Office,Valley Park,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:357998107,Van Vleet Post Office,Van Vleet,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:10888907385,Verona Post Office,Verona,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:357998009,Vossburg Post Office,Vossburg,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1530735908,Walls Post Office,Walls,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:247100529,Walnut Post Office,Walnut,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:10884331140,Walthall Post Office,Walthall,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:10881872066,Water Valley Post Office,Water Valley,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:357997955,West Point Post Office,West Point,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:10893909107,Wheeler Post Office,Wheeler,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:357997919,Wiggins Post Office,Wiggins,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:357997921,Winona Post Office,Winona,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:366319329,Winona Post Office,Winona,MS,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:357998023,Yazoo City Post Office,Yazoo City,MS,packet_ready,public_postal_anchor_label,public_post_office_label
