target_id,label,anchor_field,state,primary_city,target_kind,postal_code_hint,min_lat,max_lat,min_lon,max_lon,pilot_role,target_note,seed_facility_id,seed_facility_name,seed_source,seed_source_date,sample_stratum,settlement_size_proxy,settlement_proxy_source,settlement_proxy_source_date,settlement_proxy_join_key,settlement_proxy_note
national-post-office-ak-savoonga-28e6d58a5b,Savoonga post-office-centered national sample candidate,national_post_office_sample_candidate,AK,Savoonga,post_office_point_probe,,63.6612,63.7312,-170.5188,-170.4288,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:649505275,Savoonga Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:58:03Z,AK,under_2500,Census 2020 PL Alaska geography file akgeo2020.pl,2021-08-12,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-ak-denali-national-park-95f11edfc1,Denali National Park post-office-centered national sample candidate,national_post_office_sample_candidate,AK,Denali National Park,post_office_point_probe,,63.6952,63.7652,-148.9371,-148.8471,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:275374420,Denali National Park Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:58:03Z,AK,under_2500,Census 2020 PL Alaska geography file akgeo2020.pl,2021-08-12,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-ak-nikiski-715ab2cb27,Nikiski post-office-centered national sample candidate,national_post_office_sample_candidate,AK,Nikiski,post_office_point_probe,,60.6935,60.7635,-151.3499,-151.2599,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:859887468,Nikiski Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:58:03Z,AK,50000_plus,Census 2020 PL Alaska geography file akgeo2020.pl,2021-08-12,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-ak-nome-957c64f1f5,Nome post-office-centered national sample candidate,national_post_office_sample_candidate,AK,Nome,post_office_point_probe,,64.4620,64.5320,-165.4506,-165.3606,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:287815299,Nome Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:58:03Z,AK,2500_to_9999,Census 2020 PL Alaska geography file akgeo2020.pl,2021-08-12,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-ak-north-tongass-ward-cove-7bf0ffd1e9,North Tongass Ward Cove post-office-centered national sample candidate,national_post_office_sample_candidate,AK,North Tongass Ward Cove,post_office_point_probe,,55.3754,55.4454,-131.7671,-131.6771,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:1014197936,North Tongass Ward Cove Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:58:03Z,AK,10000_to_49999,Census 2020 PL Alaska geography file akgeo2020.pl,2021-08-12,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-ak-homer-c28298bbbd,Homer post-office-centered national sample candidate,national_post_office_sample_candidate,AK,Homer,post_office_point_probe,,59.6083,59.6783,-151.5740,-151.4840,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:node:1724812020,Homer Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:58:03Z,AK,2500_to_9999,Census 2020 PL Alaska geography file akgeo2020.pl,2021-08-12,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-ak-postal-service-33114dbd26,Postal Service post-office-centered national sample candidate,national_post_office_sample_candidate,AK,Postal Service,post_office_point_probe,,60.1623,60.2323,-154.3737,-154.2837,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:1354160187,United States Postal Service,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:58:03Z,AK,under_2500,Census 2020 PL Alaska geography file akgeo2020.pl,2021-08-12,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-ak-galena-3802346ef8,Galena post-office-centered national sample candidate,national_post_office_sample_candidate,AK,Galena,post_office_point_probe,,64.6984,64.7684,-156.9817,-156.8917,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:1065197446,Galena Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:58:03Z,AK,under_2500,Census 2020 PL Alaska geography file akgeo2020.pl,2021-08-12,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-ak-willow-6c7dbde30c,Willow post-office-centered national sample candidate,national_post_office_sample_candidate,AK,Willow,post_office_point_probe,,61.7031,61.7731,-150.0892,-149.9992,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:node:3008469070,Willow Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:58:03Z,AK,50000_plus,Census 2020 PL Alaska geography file akgeo2020.pl,2021-08-12,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-ak-clam-gulch-e69b030ff3,Clam Gulch post-office-centered national sample candidate,national_post_office_sample_candidate,AK,Clam Gulch,post_office_point_probe,,60.1914,60.2614,-151.4473,-151.3573,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:node:3665551100,Clam Gulch Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:58:03Z,AK,50000_plus,Census 2020 PL Alaska geography file akgeo2020.pl,2021-08-12,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
