target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
wa-min-postal-bingen,Bingen minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:7708219187,Ayutulense,,,Bingen,WA,,45.7145549,-121.465427,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-buckley,Buckley minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:496527360,Mezcal Family Restaurant & Lounge,,818 Main Street,Buckley,WA,98321,47.163158,-122.0269177,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-buckley,Buckley minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:4400613597,Subway,Subway,135 Jefferson Avenue J,Buckley,WA,98321,47.159079,-122.035921,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-buckley,Buckley minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:753449747,Wally's Drive In,,,Buckley,WA,,47.1653716,-122.0272956,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-buckley,Buckley minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:4400613600,Westside Pizza,,135 Jefferson Avenue North,Buckley,WA,,47.1592942,-122.0356836,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-cashmere,Cashmere minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:1031637642,Agave Azul,,128 Cottage Avenue,Cashmere,WA,98815,47.5216864,-120.4680376,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-cashmere,Cashmere minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:11273105010,Blue Flame,,,Cashmere,WA,,47.5226287,-120.4681202,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-cashmere,Cashmere minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:1246202628,Buckshot Honey,,400 Aplets Way,Cashmere,WA,98815,47.5237419,-120.4697823,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-cashmere,Cashmere minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:4390102248,Huckleberry Cafe,,200 Apple Annie Avenue,Cashmere,WA,98815,47.5180768,-120.4504873,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-cashmere,Cashmere minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:10031771138,La Tortuga Loca,,,Cashmere,WA,,47.5219212,-120.4693834,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-cashmere,Cashmere minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:7304251706,Milepost 111,,,Cashmere,WA,,47.5242901,-120.4704874,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-cashmere,Cashmere minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:295449803,Rusty's Drive-In,,700 Cotlet Way,Cashmere,WA,98815,47.520291,-120.4551173,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-cashmere,Cashmere minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:13832213170,Subway,Subway,,Cashmere,WA,,47.5187325,-120.4537387,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-cashmere,Cashmere minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:11273105011,Sugar Momma's Sweets,,,Cashmere,WA,,47.5221375,-120.4675616,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-cashmere,Cashmere minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:1206226758,Taqueria El Chavo,,5647 Sunset Highway,Cashmere,WA,98815,47.5225452,-120.4835338,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-cashmere,Cashmere minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:7304270578,That Pizza Place - Arcade & Bowling,,,Cashmere,WA,,47.5222464,-120.469447,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-cashmere,Cashmere minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:1263639664,The Outpost Saloon,,5720 Vale Road,Cashmere,WA,98815,47.528581,-120.4879759,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-cashmere,Cashmere minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:11273105012,Weed's Cafe,,,Cashmere,WA,,47.5219595,-120.4673056,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-cathlamet,Cathlamet minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:849296499,Maria's Place,,,Cathlamet,WA,,46.2019678,-123.3847835,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-cathlamet,Cathlamet minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:849288958,The Pizza Mill,,,Cathlamet,WA,,46.2056865,-123.3838135,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-clallam-bay,Clallam Bay minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:341936461,Clallam Bay Inn,,,Clallam Bay,WA,,48.2547125,-124.2598539,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-clinton,Clinton minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:548808439,DQ Grill & Chill,DQ Grill & Chill,6330 South Storkson Drive,Clinton,WA,98236,47.979995,-122.3619247,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-clinton,Clinton minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:548808438,Hong Kong Gardens,,,Clinton,WA,,47.9806779,-122.3639281,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-clinton,Clinton minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:179018693,Jet Java,,11196 State Route 525,Clinton,WA,,47.9919699,-122.3968531,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-clinton,Clinton minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:5246377522,Patron Mexican Restaurant,,,Clinton,WA,,47.9914815,-122.3957379,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-clinton,Clinton minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:5246121223,The Shrimp Shack at Cozy's,,8872 State Route 525,Clinton,WA,98236,47.9794181,-122.3565488,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-clinton,Clinton minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:660417130,Thirsty Crab Brewery,,,Clinton,WA,,47.979839,-122.3592955,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-colfax,Colfax minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:937325484,Eddie's Chinese and American,,702 South Main Street,Colfax,WA,,46.8749714,-117.3652811,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-colfax,Colfax minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:2675973078,Imperial Chinese Cuisine,,,Colfax,WA,,46.8822587,-117.36444,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-colfax,Colfax minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:1287417286,Subway,Subway,811 North Main Street,Colfax,WA,99111,46.8894843,-117.3645636,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-colfax,Colfax minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:1705354295,Top Notch Cafe,,,Colfax,WA,,46.8821901,-117.3644152,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-colfax,Colfax minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:1705354296,Westside Pizza,,,Colfax,WA,,46.8820526,-117.3644206,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-colfax,Colfax minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:113545764,Zip's,Zip's,North Main Street,Colfax,WA,,46.8897896,-117.3638552,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-darrington,Darrington minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:6727357536,Burger Barn,,,Darrington,WA,,48.2561252,-121.6015962,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-darrington,Darrington minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:2525669885,Dos agaves,,1215 State Route 530 Northeast,Darrington,WA,98241,48.2563434,-121.6118005,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:7929587047,Delmi’s Tacos and More,,233 Prune Alley,Eastsound,WA,,48.6963314,-122.9059321,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:5665108587,Houlme,,460 Main Street,Eastsound,WA,,48.6944158,-122.9048507,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:13570562825,Johanna's Catering,,68 North Beach Road,Eastsound,WA,98245,48.6951678,-122.9058406,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:5840527485,Ladybug Pizza,,68 North Beach Road,Eastsound,WA,,48.6946974,-122.9061894,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:14007606501,Lone Pine Larder,,18 Urner Street,Eastsound,WA,,48.6942085,-122.9041727,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:6061702626,Matia,,,Eastsound,WA,,48.6970598,-122.905403,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:632327928,Mijitas,,310 A Street,Eastsound,WA,,48.6965654,-122.9059883,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:5665108574,New Leaf Café,,,Eastsound,WA,,48.6946743,-122.9083452,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:7929587046,The Loft at Madrona,,,Eastsound,WA,,48.6943845,-122.906273,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:4469808719,The Madrona Bar & Grill,,,Eastsound,WA,,48.694212,-122.9062728,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:7924133188,The West Side Kitchen,,,Eastsound,WA,,48.6951415,-122.906651,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:4773073330,Betina's,,,Eatonville,WA,,46.8661003,-122.2656141,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:181216164,Bruno's Family Restaurant and Bar,,204 Center Street East,Eatonville,WA,98328,46.8668153,-122.2646992,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:181216169,ChopStix,,311 Center Street East,Eatonville,WA,98328,46.8656973,-122.2627314,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:11014334650,Mile's Pizza Depot,,,Eatonville,WA,,46.8693574,-122.2662619,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:181216173,Puerto Vallarta,,320 Center Street East,Eatonville,WA,98328,46.866579,-122.2628,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:361082008,Shaken Bar Room & Bistro,,138 Mashell Avenue North,Eatonville,WA,98328,46.8690055,-122.2671069,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:7671096406,Subway,Subway,220 Center Street East,Eatonville,WA,98328,46.8665506,-122.263318,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:1916608844,The Pour House Grub & Pub,,119 Mashell Avenue,Eatonville,WA,,46.8681488,-122.2665807,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-eatonville,Eatonville minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:11014334651,Yogi's Smokehouse,,,Eatonville,WA,,46.8661581,-122.2640552,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:2459690188,Blue Water Bar & Grill,,7 Spring Street,Friday Harbor,WA,,48.5350842,-123.0153677,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:1415244462,Cattle Point BBQ,,65 Nichols Street,Friday Harbor,WA,98250,48.5333356,-123.0155337,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:7967102453,China Pearl,,51 Spring Street,Friday Harbor,WA,,48.5350305,-123.015452,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:2459691106,Coho,,,Friday Harbor,WA,,48.5335556,-123.0158946,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:7929346277,Downriggers,,10 Front Street North,Friday Harbor,WA,98250,48.5357863,-123.0155753,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:1293275524,Ernie's Aviation Cafe,,744 Airport Cir Dr,Friday Harbor,WA,98250,48.5277117,-123.026245,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:1374306139,Friday's Crabhouse,,,Friday Harbor,WA,,48.5349062,-123.014914,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:9738393428,Golden Triangle,,140 First Street South,Friday Harbor,WA,98250,48.5346222,-123.0155898,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:1414015826,Haley's Grill,,175 Spring Street,Friday Harbor,WA,98250,48.5340875,-123.0165961,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:439245318,Hungry Clam,,,Friday Harbor,WA,,48.5340948,-123.0154567,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:7967102454,Kung Fu Pizza,,,Friday Harbor,WA,,48.535009,-123.015486,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:1374306146,Market Chef,,,Friday Harbor,WA,,48.5338207,-123.015323,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:4368767555,Tenth House,,275 A Street,Friday Harbor,WA,98250,48.533617,-123.0154256,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:6615232419,The Bait Shop,,175 Spring Street,Friday Harbor,WA,,48.534162,-123.0166854,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:4393863870,The Restaurant at Friday Harbor House,,,Friday Harbor,WA,,48.5357616,-123.016672,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:1415251830,Vic's drive in,,25 2nd Street,Friday Harbor,WA,,48.5351598,-123.0186818,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-friday-harbor,Friday Harbor minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:node:2459691581,Vinny's Ristorante,,165 West Street,Friday Harbor,WA,,48.5354108,-123.016474,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,pizza_delivery,osm:way:922758179,Kettle Pho Bistro,,430 Meyers Street,Kettle Falls,WA,,48.6095629,-118.0566006,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,non_target_pizza_delivery
