target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
wa-min-postal-cathlamet,Cathlamet minimum postal parish candidate,minimum_postal_parish_candidate,hardware,osm:node:1981905769,Cathlamet Building Materials,,,Cathlamet,WA,,46.2032338,-123.3835856,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-connell,Connell minimum postal parish candidate,minimum_postal_parish_candidate,hardware,osm:way:1059462179,Connell Grange Supply,,,Connell,WA,,46.6581154,-118.8618642,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,hardware,osm:way:246205846,Island Hardware & Supply,,21 West Beach Road,Eastsound,WA,98245,48.6777547,-122.9398906,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-eastsound,Eastsound minimum postal parish candidate,minimum_postal_parish_candidate,hardware,osm:way:850611271,Orcas Island Hardware,Ace Hardware,421 North Beach Road,Eastsound,WA,98245-8927,48.6973424,-122.9066397,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-forks,Forks minimum postal parish candidate,minimum_postal_parish_candidate,hardware,osm:way:306427017,Decker City Hardware,,10 South Forks Avenue,Forks,WA,98331,47.9501,-124.3857608,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,hardware,osm:way:922758177,Mc Intosh Hardware,,402 Meyers Street,Kettle Falls,WA,,48.6097058,-118.0568567,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-kettle-falls,Kettle Falls minimum postal parish candidate,minimum_postal_parish_candidate,hardware,osm:way:922604275,True Value,True Value,170 West 3rd Avenue,Kettle Falls,WA,99141,48.6115787,-118.0576798,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
