target_id,primary_city,state,postal_code_hint,settlement_size_proxy,settlement_proxy_source,settlement_proxy_source_date,settlement_proxy_note,census_geography_level,census_geoid,census_name,census_population
national-post-office-tx-postal-service-2c5fb90ddb,Postal Service,TX,,50000_plus,Census 2020 PL Texas geography file txgeo2020.pl,2021-08-12,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4839148,Killeen city,153095
national-post-office-tx-aquilla-d120437058,Aquilla,TX,,under_2500,Census 2020 PL Texas geography file txgeo2020.pl,2021-08-12,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4803588,Aquilla city,101
national-post-office-tx-eustace-aa3e3793d7,Eustace,TX,,under_2500,Census 2020 PL Texas geography file txgeo2020.pl,2021-08-12,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4824828,Eustace city,1137
national-post-office-tx-sharon-s-hallmark-6709796b0d,Sharon's/Hallmark,TX,,50000_plus,Census 2020 PL Texas geography file txgeo2020.pl,2021-08-12,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4824000,El Paso city,678815
national-post-office-tx-sam-houston-5869764f51,SAM HOUSTON,TX,,50000_plus,Census 2020 PL Texas geography file txgeo2020.pl,2021-08-12,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4835000,Houston city,2304580
national-post-office-tx-brady-78c2feb851,Brady,TX,,2500_to_9999,Census 2020 PL Texas geography file txgeo2020.pl,2021-08-12,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4809916,Brady city,5118
national-post-office-tx-vidor-56f6f66a69,Vidor,TX,,2500_to_9999,Census 2020 PL Texas geography file txgeo2020.pl,2021-08-12,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4875476,Vidor city,9789
national-post-office-tx-tennessee-colony-2be2ac6bfa,Tennessee Colony,TX,,10000_to_49999,Census 2020 PL Texas geography file txgeo2020.pl,2021-08-12,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,4800192615,Montalba-Tennessee Colony CCD,16468
national-post-office-tx-mountain-home-040d568fdd,Mountain Home,TX,,10000_to_49999,Census 2020 PL Texas geography file txgeo2020.pl,2021-08-12,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,4826591875,Ingram CCD,11801
national-post-office-tx-astrodome-4e10ef4349,Astrodome,TX,,50000_plus,Census 2020 PL Texas geography file txgeo2020.pl,2021-08-12,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4835000,Houston city,2304580
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station,TX,,50000_plus,Census 2020 PL Texas geography file txgeo2020.pl,2021-08-12,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4819000,Dallas city,1304379
national-post-office-tx-el-campo-6f0d5231c3,El Campo,TX,,10000_to_49999,Census 2020 PL Texas geography file txgeo2020.pl,2021-08-12,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4822864,El Campo city,12350
