target_id,primary_city,facility_type,sidecar_status,packet_ready_rows,observed_facility_names,claim_boundary
national-post-office-tx-postal-service-2c5fb90ddb,Postal Service,laundromat,observed,1,Yoni's Cleaners,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-tx-aquilla-d120437058,Aquilla,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-tx-eustace-aa3e3793d7,Eustace,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-tx-sharon-s-hallmark-6709796b0d,Sharon's/Hallmark,laundromat,observed,4,Iron Express; Laundromat; Lone Star Laundry; The Cleaners,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-tx-sam-houston-5869764f51,SAM HOUSTON,laundromat,observed,14,Aqua Cleaners; Bells Myown Cleaners; Cleaners at the Ballpark; Dapper Dan Cleaners; Eagle Express Cleaners; Fulton Washateria; Graustark Laundry; Midtown Cleaners; Polk Washeteria; Up To Date Cleaners; Urban Cleaners; Washarteria; West Gray Cleaners; Wolfe's Cleaners,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-tx-brady-78c2feb851,Brady,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-tx-vidor-56f6f66a69,Vidor,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-tx-tennessee-colony-2be2ac6bfa,Tennessee Colony,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-tx-mountain-home-040d568fdd,Mountain Home,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-tx-astrodome-4e10ef4349,Astrodome,laundromat,observed,6,Exclusive Cleaners & Shoe Repair; Tide Cleaners; Tip Top Cleaners; Village Cleaners; West U Cleaners,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station,laundromat,observed,6,Dallas Dry Cleaners; Lake Highlands Cleaners; Spincycle Washateria; Super Value Cleaners; Top Hat Cleaners; Wildcat Cleaners,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-tx-el-campo-6f0d5231c3,El Campo,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
