target_id,primary_city,state,postal_code_hint,settlement_size_proxy,settlement_proxy_source,settlement_proxy_source_date,settlement_proxy_note,census_geography_level,census_geoid,census_name,census_population
national-post-office-ri-annex-finance-af912748c0,Annex Finance,RI,,50000_plus,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as New England town/city proxy.,Incorporated Places,4459000,Providence city,190934
national-post-office-ri-apponaug-station-f8f803db9f,Apponaug Station,RI,,50000_plus,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as New England town/city proxy.,Incorporated Places,4474300,Warwick city,82823
national-post-office-ri-barrington-82bdad8fc9,Barrington,RI,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as New England town/city proxy.,County Subdivisions,4400105140,Barrington town,17153
national-post-office-ri-block-island-ac7592fa0e,Block Island,RI,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as New England town/city proxy.,County Subdivisions,4400950500,New Shoreham town,1410
national-post-office-ri-bristol-350c233b54,Bristol,RI,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as New England town/city proxy.,County Subdivisions,4400109280,Bristol town,22493
national-post-office-ri-broadway-346c2a36b6,Broadway,RI,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as New England town/city proxy.,Incorporated Places,4449960,Newport city,25163
national-post-office-ri-bryant-university-1c4c9cc6b0,Bryant University,RI,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as New England town/city proxy.,County Subdivisions,4400766200,Smithfield town,22118
national-post-office-ri-central-falls-211329b45d,Central Falls,RI,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as New England town/city proxy.,Incorporated Places,4414140,Central Falls city,22583
national-post-office-ri-centreville-57742e4232,Centreville,RI,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as New England town/city proxy.,County Subdivisions,4400378440,West Warwick town,31012
national-post-office-ri-chepachet-3035201489,Chepachet,RI,,2500_to_9999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as New England town/city proxy.,County Subdivisions,4400730340,Glocester town,9974
national-post-office-ri-clayville-f1ff22f00c,Clayville,RI,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as New England town/city proxy.,County Subdivisions,4400764220,Scituate town,10384
national-post-office-ri-coventry-6d6e6926c0,Coventry,RI,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as New England town/city proxy.,County Subdivisions,4400318640,Coventry town,35688
