target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
national-post-office-tx-astrodome-4e10ef4349,Astrodome post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:9904244762,,,,Astrodome,TX,,29.6799378,-95.4025255,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-tx-astrodome-4e10ef4349,Astrodome post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:1018156337,King Fuels,,,Astrodome,TX,,29.7003197,-95.3764095,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-astrodome-4e10ef4349,Astrodome post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:2609618782,Korner Food Mart,,,Astrodome,TX,,29.7272070,-95.4513790,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-astrodome-4e10ef4349,Astrodome post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:1070319287,On The Go C-Store,,,Astrodome,TX,,29.6983617,-95.3878844,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-astrodome-4e10ef4349,Astrodome post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:206476711,Q Mart,,,Astrodome,TX,,29.6896444,-95.4599816,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-astrodome-4e10ef4349,Astrodome post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:384057188,Shell,,,Astrodome,TX,,29.7065940,-95.4179122,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-astrodome-4e10ef4349,Astrodome post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:387411315,Shell,,,Astrodome,TX,,29.7169534,-95.4609954,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-astrodome-4e10ef4349,Astrodome post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:372527597,Star Shop #15,,,Astrodome,TX,,29.6770748,-95.4288806,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-astrodome-4e10ef4349,Astrodome post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:566855347,Star Stop,,,Astrodome,TX,,29.7232302,-95.3781086,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-astrodome-4e10ef4349,Astrodome post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:3724630225,Sunny's Food Store,,,Astrodome,TX,,29.6772390,-95.4395970,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-astrodome-4e10ef4349,Astrodome post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:11840435981,timewise,,,Astrodome,TX,,29.6784112,-95.4261153,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-brady-78c2feb851,Brady post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:4742291020,Berkly's,,,Brady,TX,,31.1067085,-99.3331524,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-brady-78c2feb851,Brady post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:746000712,DK,,,Brady,TX,,31.1192266,-99.3360346,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-brady-78c2feb851,Brady post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:1190711937,Yes Way,,,Brady,TX,,31.1293009,-99.3346707,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:1121459085,,,,Dallas Lake Highlands Station,TX,,32.8736048,-96.6650109,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:1149287636,,,,Dallas Lake Highlands Station,TX,,32.8951246,-96.6998688,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468043082,,,,Dallas Lake Highlands Station,TX,,32.8637447,-96.6650091,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468095639,,,,Dallas Lake Highlands Station,TX,,32.8850895,-96.7029050,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468095646,,,,Dallas Lake Highlands Station,TX,,32.8843574,-96.7008275,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468104134,,,,Dallas Lake Highlands Station,TX,,32.9029168,-96.7135283,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468419491,,,,Dallas Lake Highlands Station,TX,,32.8663305,-96.7405400,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:545472260,,,,Dallas Lake Highlands Station,TX,,32.8949470,-96.6649382,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:545472271,,,,Dallas Lake Highlands Station,TX,,32.8846473,-96.6823464,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:10767545434,7-Eleven,,,Dallas Lake Highlands Station,TX,,32.8785887,-96.7010685,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468043076,7-Eleven,,,Dallas Lake Highlands Station,TX,,32.8646803,-96.6836233,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468095551,7-Eleven,,,Dallas Lake Highlands Station,TX,,32.8637086,-96.7112627,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468095853,7-Eleven,,,Dallas Lake Highlands Station,TX,,32.8785035,-96.7184780,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468110377,7-Eleven,,,Dallas Lake Highlands Station,TX,,32.9097881,-96.7310068,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468118367,7-Eleven,,,Dallas Lake Highlands Station,TX,,32.9128135,-96.7358712,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468118459,7-Eleven,,,Dallas Lake Highlands Station,TX,,32.9086388,-96.7465848,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468419366,7-Eleven,,,Dallas Lake Highlands Station,TX,,32.8677744,-96.7435928,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468423333,7-Eleven,,,Dallas Lake Highlands Station,TX,,32.8932946,-96.7400122,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:545472274,7-Eleven,,,Dallas Lake Highlands Station,TX,,32.8757666,-96.6824452,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:677118208,7-Eleven,,,Dallas Lake Highlands Station,TX,,32.9083876,-96.7082559,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:13719903075,Benny's Food Mart,,,Dallas Lake Highlands Station,TX,,32.8576823,-96.7480981,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:561057965,Chevron,,,Dallas Lake Highlands Station,TX,,32.9098407,-96.7183405,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:13870243521,Daily Stop,,,Dallas Lake Highlands Station,TX,,32.8948367,-96.7230555,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:13870915230,EZ Shop Food Store,,,Dallas Lake Highlands Station,TX,,32.8922268,-96.7407812,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:1272923779,Murphy Express,,,Dallas Lake Highlands Station,TX,,32.9100832,-96.7011848,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468043104,QuikTrip,,,Dallas Lake Highlands Station,TX,,32.8634585,-96.6719956,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468103455,QuikTrip,,,Dallas Lake Highlands Station,TX,,32.9084892,-96.7294772,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468104731,QuikTrip,,,Dallas Lake Highlands Station,TX,,32.8951783,-96.7132919,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:545472261,QuikTrip,,,Dallas Lake Highlands Station,TX,,32.8937605,-96.6649705,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:468118305,RaceTrac,,,Dallas Lake Highlands Station,TX,,32.9144126,-96.7438076,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-dallas-lake-highlands-station-ddaa42f713,Dallas Lake Highlands Station post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:844122014,RaceTrac,,,Dallas Lake Highlands Station,TX,,32.9084130,-96.6926661,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-el-campo-6f0d5231c3,El Campo post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:1252943217,Beverage Wall,,,El Campo,TX,,29.1776357,-96.2778805,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-eustace-aa3e3793d7,Eustace post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:721725996,Texstop,,,Eustace,TX,,32.3092186,-96.0096856,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-eustace-aa3e3793d7,Eustace post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:721725995,Tiger Mart,,,Eustace,TX,,32.3093971,-96.0103063,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-postal-service-2c5fb90ddb,Postal Service post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:316619586,,,,Postal Service,TX,,31.0865598,-97.7549220,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-tx-postal-service-2c5fb90ddb,Postal Service post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:316619587,,,,Postal Service,TX,,31.0965865,-97.7528542,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,exclude,unnamed_trip_anchor
national-post-office-tx-postal-service-2c5fb90ddb,Postal Service post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:315411907,7-Eleven,,,Postal Service,TX,,31.1161576,-97.7442298,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-postal-service-2c5fb90ddb,Postal Service post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:315562356,7-Eleven,,,Postal Service,TX,,31.1057965,-97.7496567,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-postal-service-2c5fb90ddb,Postal Service post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:848560699,7-Eleven,,,Postal Service,TX,,31.1131222,-97.7632927,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-postal-service-2c5fb90ddb,Postal Service post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:3227546776,CEFCO,,,Postal Service,TX,,31.0859487,-97.7565081,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-postal-service-2c5fb90ddb,Postal Service post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:848544791,Circle K,,,Postal Service,TX,,31.0776704,-97.7596711,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-postal-service-2c5fb90ddb,Postal Service post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:848577021,Circle K,,,Postal Service,TX,,31.0817731,-97.6970761,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-postal-service-2c5fb90ddb,Postal Service post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:848570374,E-Z Way,,,Postal Service,TX,,31.1095815,-97.7510048,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-postal-service-2c5fb90ddb,Postal Service post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:node:3171498615,Fastime,,,Postal Service,TX,,31.1032584,-97.7042241,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-postal-service-2c5fb90ddb,Postal Service post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:750497148,Mickey's,,,Postal Service,TX,,31.0786886,-97.7004222,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
national-post-office-tx-postal-service-2c5fb90ddb,Postal Service post-office-centered national sample candidate,national_post_office_sample_candidate,gas_convenience,osm:way:848528047,Mickey's Convenience Food Store,,,Postal Service,TX,,31.0535649,-97.7006291,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T03:29:35Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_gas_convenience
