target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:8996842739,Annex Finance Post Office,,,Annex Finance,RI,,41.8260461,-71.4111795,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:711716541,Coventry Post Office,,,Coventry,RI,,41.6745596,-71.5928579,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357264493,Cranston Post Office,,,Cranston,RI,,41.7770449,-71.4367239,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268308,Cumberland Post Office,,,Cumberland,RI,,41.9438953,-71.4029810,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268313,Darlington Post Office,,,Darlington,RI,,41.8667062,-71.3635885,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:373961930,East Bay Post Office,,,East Bay,RI,,41.8169935,-71.3475361,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:686294183,East Providence Station Post Office,,,East Providence Station,RI,,41.8189693,-71.3764866,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268329,East Side - Post Office,,,East Side,RI,,41.8303105,-71.4010636,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:147036229,Elmwood Station Post Office,,,Elmwood Station,RI,,41.7903430,-71.4212598,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:6325991966,FedEx,,,FedEx,RI,,41.7246250,-71.4605229,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:5136656584,FedEx Office,,,FedEx Office,RI,,41.8293045,-71.4002833,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268343,Fiskeville Post Office,,,Fiskeville,RI,,41.7331347,-71.5479912,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268350,Garden City Post Office,,,Garden City,RI,,41.7591328,-71.4569273,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268356,Greenville Post Office,,,Greenville,RI,,41.8723858,-71.5539181,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268362,Harrisville Post Office,,,Harrisville,RI,,41.9655954,-71.6772660,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268366,Hope Post Office,,,Hope,RI,,41.7351415,-71.5557216,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:257373753,Jamestown Post Office,,,Jamestown,RI,,41.4959348,-71.3751164,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:157590577,Johnston Post Office,,,Johnston,RI,,41.8286837,-71.5013938,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268383,Manville Post Office,,,Manville,RI,,41.9710722,-71.4716820,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:310316087,Narragansett Post Office,,,Narragansett,RI,,41.4311743,-71.4571352,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:870636399,Newport Post Office,,,Newport,RI,,41.4847811,-71.3142934,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:28789142,North Kingstown Post Office,,,North Kingstown,RI,,41.5884923,-71.4593141,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268396,North Scituate Post Office,,,North Scituate,RI,,41.8326426,-71.5898107,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:271055153,Pascoag Post Office,,,Pascoag,RI,,41.9571380,-71.7026543,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:142517274,Pilgrim Post Office,,,Pilgrim,RI,,41.7523507,-71.4155142,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:3131333414,Portsmouth Post Office,,,Portsmouth,RI,,41.6227939,-71.2434795,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:8996874368,Providence Main Post Office,,,Providence Main,RI,,41.8393768,-71.4141609,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:627208481,Prudence Variety & Post Office,,,Prudence Variety &,RI,,41.6186593,-71.3045806,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:507339450,Richard L. Cevoli Post Office,,,Richard L. Cevoli,RI,,41.6382794,-71.4695800,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268425,Riverside Post Office,,,Riverside,RI,,41.7727456,-71.3535580,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268433,Rumford Post Office,,,Rumford,RI,,41.8411017,-71.3545840,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268441,Saunderstown Post Office,,,Saunderstown,RI,,41.5079298,-71.4245957,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357261837,Slocum Post Office,,,Slocum,RI,,41.5320455,-71.5106153,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268450,Smithfield Post Office,,,Smithfield,RI,,41.8925550,-71.5182161,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:322552428,The Postal Store,,,The,RI,,41.5811246,-71.5004528,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:11200785945,The UPS Store,,,The UPS Store,RI,,41.8298445,-71.3876498,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:3687635759,The UPS Store,,,The UPS Store,RI,,41.4810739,-71.3076455,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:3806821358,The UPS Store,,,The UPS Store,RI,,41.6410863,-71.4664045,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268458,Tiverton Post Office,,,Tiverton,RI,,41.6566291,-71.1925522,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:627219367,U.S. Post Office Adamsville Rhod Island;Adamsville Post Office,,,U.S. Adamsville Rhod Island;Adamsville,RI,,41.5554180,-71.1290556,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268401,United States Post Office,,,Unknown,RI,,41.8344696,-71.4233472,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:8943351024,Post Office,,,Unknown,RI,,41.4850085,-71.5300053,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1062808327,United States Post Office,,,Unknown,RI,,41.9989512,-71.5817940,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1245536491,Post Office,,,Unknown,RI,,41.4395443,-71.4863207,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1379125711,Post Office,,,Unknown,RI,,41.5202133,-71.7603216,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:163712269,United States Post Office,,,Unknown,RI,,41.8573244,-71.4856161,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:314290758,Post Office,,,Unknown,RI,,41.8166340,-71.4459523,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:404252947,United States Post Office,,,Unknown,RI,,41.4833757,-71.5251083,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:547983065,Post Office,,,Unknown,RI,,41.4034454,-71.7484055,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:661601570,United States Post Office,,,Unknown,RI,,41.5159261,-71.2992046,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357267552,Valley Falls-Lonsdale Station Pawtucket Post Office,,,Valley Falls Lonsdale Station Pawtucket,RI,,41.9050996,-71.3920008,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:358284655,Walnut Hill Station Post Office,,,Walnut Hill Station,RI,,42.0170135,-71.4790725,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268465,Warren Post Office,,,Warren,RI,,41.7300839,-71.2811051,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268474,Warwick Post Office,,,Warwick,RI,,41.7114321,-71.4262025,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:771420320,Washington Park Station Post Office,,,Washington Park Station,RI,,41.7916056,-71.4057293,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:147059290,West Warwick Post Office,,,West Warwick,RI,,41.7021398,-71.5262338,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:547941206,Westerly Post Office,,,Westerly,RI,,41.3777973,-71.8301907,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357268497,Weybosset Hill Post Office,,,Weybosset Hill,RI,,41.8192993,-71.4152881,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:357267756,Woonsocket Post Office,,,Woonsocket,RI,,42.0062304,-71.5110655,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
ri-geofabrik-post-office-seed,RI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:352137640,Woonsocket Post Office,,,Woonsocket,RI,,42.0062861,-71.5110039,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
