target_id,label,anchor_field,state,primary_city,target_kind,postal_code_hint,min_lat,max_lat,min_lon,max_lon,pilot_role,target_note,seed_facility_id,seed_facility_name,seed_source,seed_source_date,sample_stratum,settlement_size_proxy,settlement_proxy_source,settlement_proxy_source_date,settlement_proxy_join_key,settlement_proxy_note
national-post-office-wy-glendo-53a4a63bbd,Glendo post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Glendo,post_office_point_probe,,42.4685,42.5385,-105.0714,-104.9814,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:node:13926352601,Glendo Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-grant-village-d820af642d,Grant Village post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Grant Village,post_office_point_probe,,44.3557,44.4257,-110.5998,-110.5098,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:106349084,Grant Village Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-grover-331d92f06e,Grover post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Grover,post_office_point_probe,,42.7563,42.8263,-110.9781,-110.8881,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:node:8309050144,Grover Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-guernsey-bd2c0c26fe,Guernsey post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Guernsey,post_office_point_probe,,42.2336,42.3036,-104.7870,-104.6970,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:1275002896,Guernsey Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-hartville-805f814baf,Hartville post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Hartville,post_office_point_probe,,42.2923,42.3623,-104.7716,-104.6816,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:node:13926365201,Hartville Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-hillsdale-wy-82060-0af4b2594d,"Hillsdale, WY 82060 post-office-centered national sample candidate",national_post_office_sample_candidate,WY,"Hillsdale, WY 82060",post_office_point_probe,,41.1758,41.2458,-104.5231,-104.4331,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:722732347,"Hillsdale, WY Post Office 82060",Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,2500_to_9999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-la-barge-5e857e318b,LA Barge post-office-centered national sample candidate,national_post_office_sample_candidate,WY,LA Barge,post_office_point_probe,,42.2290,42.2990,-110.2391,-110.1491,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:node:12947510587,LA Barge Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-lake-outlet-af3d277c4e,Lake Outlet post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Lake Outlet,post_office_point_probe,,44.5233,44.5933,-110.4416,-110.3516,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:node:356511270,Lake Outlet Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-lance-creek-c289a27ccf,Lance Creek post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Lance Creek,post_office_point_probe,,42.9983,43.0683,-104.6924,-104.6024,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:854581524,Lance Creek Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-lander-698949382b,Lander post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Lander,post_office_point_probe,,42.7966,42.8666,-108.7679,-108.6779,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:273824867,Lander Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,2500_to_9999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-laramie-23c310eec4,Laramie post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Laramie,post_office_point_probe,,41.2782,41.3482,-105.6361,-105.5461,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:404144851,Laramie Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-lusk-0f27ff42ff,Lusk post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Lusk,post_office_point_probe,,42.7274,42.7974,-104.4980,-104.4080,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:1271800332,Lusk Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-lyman-1d1e3a25dd,Lyman post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Lyman,post_office_point_probe,,41.2923,41.3623,-110.3383,-110.2483,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:560399263,Lyman Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-mail-boxes-etc-3c204459de,Mail Boxes Etc. post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Mail Boxes Etc.,post_office_point_probe,,43.4943,43.5643,-110.8897,-110.7997,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:node:8758186179,Mail Boxes Etc.,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-mail-boxes-etc-9b5c5b7976,Mail Boxes Etc. post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Mail Boxes Etc.,post_office_point_probe,,43.4970,43.5670,-110.8873,-110.7973,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:node:8758162575,Mail Boxes Etc.,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-mammoth-springs-73eb6980b8,Mammoth Springs post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Mammoth Springs,post_office_point_probe,,44.9419,45.0119,-110.7439,-110.6539,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:24245610,Mammoth Springs Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-manville-d10b6af109,Manville post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Manville,post_office_point_probe,,42.7424,42.8124,-104.6597,-104.5697,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:node:13926350502,Manville Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-mckinley-01b99ec89a,McKinley post-office-centered national sample candidate,national_post_office_sample_candidate,WY,McKinley,post_office_point_probe,,42.6041,42.6741,-105.1794,-105.0894,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:node:356502552,McKinley Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,2500_to_9999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-meriden-2c2d68f793,Meriden post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Meriden,post_office_point_probe,,41.4859,41.5559,-104.3866,-104.2966,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:1429651047,Meriden Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-meriden-3054b987cf,Meriden post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Meriden,post_office_point_probe,,41.4858,41.5558,-104.3866,-104.2966,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:node:356511262,Meriden Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-moose-551eaac571,Moose post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Moose,post_office_point_probe,,43.6211,43.6911,-110.7627,-110.6727,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:node:2672472385,Moose Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
national-post-office-wy-moose-fb4a47a95a,Moose post-office-centered national sample candidate,national_post_office_sample_candidate,WY,Moose,post_office_point_probe,,43.6210,43.6910,-110.7627,-110.6727,national_sample_contract_probe,"Bounded around reviewed open post-office seed; target box is a sample probe, not a city, ZIP, ZCTA, CDP, county, trade-area, or catchment boundary.",osm:way:325323696,Moose Post Office,Geofabrik OpenStreetMap GeoPackage extract,2026-08-15T20:21:20Z,WY,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,target_id,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.
