facility_id,facility_name,city,state,review_status,semantic_review_status,semantic_review_reason
osm:node:1659914169,"Post Office, Hunt, TX 78024",", Hunt, TX 78024",TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1254631344,"United States Post Office, Rowena, Texas 76857",", Rowena, Texas 76857",TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:9370997459,1-Stop Mail Service,1 Stop Mail Service,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1459726334,USPS 79745,79745,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:498398326,United States Post Office - 8th Avenue,8th Avenue,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:14053291601,USPS AMF HOUSTON,AMF HOUSTON,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1120710281,Abernathy Post Office,Abernathy,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:11725083449,Ace Post Office,Ace,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:544329776,Acton Post Office,Acton,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:258698180,Addison Post Office,Addison,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:1797092019,Addison Circle Post,Addison Circle Post,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1059823166,Adrian Post Office,Adrian,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:356754489,Aldrich Post Office,Aldrich,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:258702476,Allen Post Office,Allen,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:955192373,USPS Allen Post Office,Allen,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:4484542248,Allison Post Office,Allison,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:362276898,Altair Post Office,Altair,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:545765944,Alvarado Post Office,Alvarado,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:14066025258,United States Post Office Amarillo Downtown Station,Amarillo Downtown Station,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:356857465,Amon Carter Post Office,Amon Carter,TX,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:4331539700,Anderson Post Office,Anderson,TX,packet_ready,public_postal_anchor_label,public_post_office_label
