target_id,primary_city,facility_type,sidecar_status,packet_ready_rows,observed_facility_names,claim_boundary
national-post-office-wy-airport-fcb22eb890,Airport,laundromat,observed,1,Drop N Dash Laundromat,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-alpine-bd2d53e915,Alpine,laundromat,observed,1,Laundromat,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-auburn-0e0a391047,Auburn,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-beulah-02adcbe8f4,Beulah,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-big-horn-809ef111f7,Big Horn,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-boulder-wy-b9fd25d928,"Boulder, WY",laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-buffalo-main-46c786b9c1,Buffalo Main,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-capitol-station-6ac1770321,Capitol Station,laundromat,observed,1,Drop N Dash Laundromat,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-carpenter-wy-f9563226fe,Carpenter WY,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-casper-2e4affc90a,Casper,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-centennial-db8e2c4b6f,Centennial,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-cheyenne-main-42bc384548,Cheyenne Main,laundromat,observed,1,Drop N Dash Laundromat,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-devils-tower-2b647cad84,Devils Tower,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-downtown-d843f7ed9b,Downtown,laundromat,observed,1,Missing Sock,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-fairview-c3a3697e9e,Fairview,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-fedex-ship-center-2a4f6d3fd4,FedEx Ship Center,laundromat,observed,1,Drop N Dash Laundromat,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-fedex-ship-center-aa59f01bf8,FedEx Ship Center,laundromat,observed,3,Bear's Naturally Clean; Eastside Laundry; Surf 'n Suds,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-fedex-ship-center-cffd1b3430,FedEx Ship Center,laundromat,observed,2,Down To Earth; Spic and Span Laundrette,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-fort-bridger-8920c21878,Fort Bridger,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-freedom-f474b81b17,Freedom,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-gillette-ea67d0f83b,Gillette,laundromat,observed,3,Bear's Naturally Clean; Eastside Laundry; Surf 'n Suds,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-glendo-53a4a63bbd,Glendo,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-grant-village-d820af642d,Grant Village,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-grover-331d92f06e,Grover,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-guernsey-bd2c0c26fe,Guernsey,laundromat,observed,1,Soapy Suds Laundromat and Car wash,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-hartville-805f814baf,Hartville,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-hillsdale-wy-82060-0af4b2594d,"Hillsdale, WY 82060",laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-la-barge-5e857e318b,LA Barge,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-lake-outlet-af3d277c4e,Lake Outlet,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-lance-creek-c289a27ccf,Lance Creek,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-lander-698949382b,Lander,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-laramie-23c310eec4,Laramie,laundromat,observed,2,Down To Earth; Spic and Span Laundrette,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-lusk-0f27ff42ff,Lusk,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-lyman-1d1e3a25dd,Lyman,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-mail-boxes-etc-3c204459de,Mail Boxes Etc.,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-mail-boxes-etc-9b5c5b7976,Mail Boxes Etc.,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-mammoth-springs-73eb6980b8,Mammoth Springs,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-manville-d10b6af109,Manville,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-mckinley-01b99ec89a,McKinley,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-meriden-2c2d68f793,Meriden,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-meriden-3054b987cf,Meriden,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-moose-551eaac571,Moose,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-moose-fb4a47a95a,Moose,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-moosely-mail-52cbd0a071,Moosely Mail,laundromat,observed,2,Clean Wash Laundymat; Rocky Mountain Wash,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-newcastle-0aeb551b79,Newcastle,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-osage-bcbd9997e3,Osage,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-pinedale-ae0490e7c8,Pinedale,laundromat,observed,2,Clean Wash Laundymat; Rocky Mountain Wash,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-0292d86b85,Postal Service,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-6f8bed97c6,Postal Service,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-85770420d7,Postal Service,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-921796525a,Postal Service,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-c5bdf32860,Postal Service,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-e23816a429,Postal Service,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-e9a2086c00,Postal Service,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-f33e442d8c,Postal Service,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-f809a47e7a,Postal Service,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-postal-service-f8197738c3,Postal Service,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-powder-river-3c5dfc647e,Powder River,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-ranchester-c4e43d0fee,Ranchester,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-riverton-40d74fbcbe,Riverton,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-saratoga-3ccdccc3ae,Saratoga,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-sheridan-567830f9a6,Sheridan,laundromat,observed,3,Coin-op Laundry; Sheridan Eco-n-o Wash; Wash Yer Wollies,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-smoot-07fdf6cb68,Smoot,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-the-ups-store-5dd49a85e5,The UPS Store,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-the-ups-store-82a30bac18,The UPS Store,laundromat,observed,3,Bear's Naturally Clean; Eastside Laundry; Surf 'n Suds,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-the-ups-store-e0d2144187,The UPS Store,laundromat,observed,1,Drop N Dash Laundromat,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-the-ups-store-f03488d118,The UPS Store,laundromat,observed,2,Down To Earth; Spic and Span Laundrette,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-thermopolis-a63759f7ea,Thermopolis,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-u-s-ccbdac0652,U.S.,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-u-s-f49751acf0,U.S.,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-0a55e011e9,Unknown,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-386fab779e,Unknown,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-4de2fd379e,Unknown,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-4fb443ceaf,Unknown,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-5a1dc5d434,Unknown,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-bf72075f10,Unknown,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-c725e4aa5e,Unknown,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-e904292fce,Unknown,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-f155d8dd03,Unknown,laundromat,observed,1,Starch Barn,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-unknown-ffad92b909,Unknown,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-us-cc5b48a86f,US,laundromat,observed,1,Basin Laundry,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-us-dubois-wyoming-82513-4f48faf4da,"US , Dubois, Wyoming 82513",laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-us-e0cbd47345,US,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
national-post-office-wy-wheatland-2bb0f23466,Wheatland,laundromat,checked_absent,0,,Local Geofabrik sidecar status for bounded target boxes only; not complete inventory or frequency.
