target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
national-post-office-wv-alderson-733e4910f8,Alderson post-office-centered national sample candidate,national_post_office_sample_candidate,hardware,osm:node:12327596585,Rexroad Supply Company,,,Alderson,WV,,37.7240628,-80.6490806,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_hardware
national-post-office-wv-alderson-733e4910f8,Alderson post-office-centered national sample candidate,national_post_office_sample_candidate,hardware,osm:node:12327669261,Vintage Log & Lumber,,,Alderson,WV,,37.7269223,-80.6577522,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_hardware
national-post-office-wv-alderson-733e4910f8,Alderson post-office-centered national sample candidate,national_post_office_sample_candidate,hardware,osm:node:12327669262,Vintage hardwoods,,,Alderson,WV,,37.7268658,-80.6573614,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_hardware
