target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
national-post-office-ms-clarksdale-dd861c33cc,Clarksdale post-office-centered national sample candidate,national_post_office_sample_candidate,hardware,osm:node:5528894421,Deak’s Mississipi Saxophones & Harmonicas,,,Clarksdale,MS,,34.2013420,-90.5748445,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_hardware
national-post-office-ms-clarksdale-dd861c33cc,Clarksdale post-office-centered national sample candidate,national_post_office_sample_candidate,hardware,osm:way:1235166328,Mississippi Hardware,,,Clarksdale,MS,,34.1948825,-90.5651936,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_hardware
national-post-office-ms-ocean-springs-5194ac9e54,Ocean Springs post-office-centered national sample candidate,national_post_office_sample_candidate,hardware,osm:node:460457297,Ace Hardware,,,Ocean Springs,MS,,30.4142814,-88.7880570,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_hardware
national-post-office-ms-ocean-springs-5194ac9e54,Ocean Springs post-office-centered national sample candidate,national_post_office_sample_candidate,hardware,osm:way:138692722,Bailey Lumber & Supply Company,,,Ocean Springs,MS,,30.4128577,-88.7892201,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_hardware
national-post-office-ms-wiggins-ca2830aa2a,Wiggins post-office-centered national sample candidate,national_post_office_sample_candidate,hardware,osm:way:998551986,Jack's Home Improvement Center,,,Wiggins,MS,,30.8484705,-89.1418119,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T23:53:20Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_hardware
