target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:3664155704,Aina Haina Post Office,,,Aina Haina,HI,,21.2789669,-157.7532225,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:100225807,US Post Office Kapa'a,,,US Kapa'a,HI,,22.0691144,-159.3210667,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:327006270,US Postal Service,,,US Postal Service,HI,,21.9053786,-159.4639804,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:11253745010,United States Post Office,,,Unknown,HI,,21.2921713,-157.8446979,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:11263359041,United States Post Office,,,Unknown,HI,,21.2790554,-157.8282630,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:11914260215,Post Office,,,Unknown,HI,,21.6782970,-157.9498711,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:1297660138,United States Post Office,,,Unknown,HI,,22.2139438,-159.4736270,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:1635156480,Post Office,,,Unknown,HI,,19.8969787,-155.1263405,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:2661793981,Post Office,,,Unknown,HI,,20.2367155,-155.8305073,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:4148070219,United States Post Office,,,Unknown,HI,,21.3355627,-157.9216030,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:4198287390,United States Post Office,,,Unknown,HI,,21.2870751,-157.8357620,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:4263793619,Post Office,,,Unknown,HI,,21.5817940,-158.1051158,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:4370558289,United States Post Office,,,Unknown,HI,,19.5703415,-155.9616105,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:4527533766,United States Post Office,,,Unknown,HI,,20.7506698,-155.9875663,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:4551711341,Post Office,,,Unknown,HI,,19.5497282,-155.1085449,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:4583359890,Post Office,,,Unknown,HI,,19.0847672,-155.7739029,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:4592196475,United States Post Office,,,Unknown,HI,,20.8523176,-156.3129820,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:5458062632,United States Post Office,,,Unknown,HI,,19.8294419,-155.1043002,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:5574949051,United States Post Office,,,Unknown,HI,,20.7498512,-156.4561230,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:736649637,United States Post Office,,,Unknown,HI,,21.3084449,-157.8109886,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:7793424561,United States Post Office,,,Unknown,HI,,21.3061931,-157.8607250,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:8309265308,United States Post Office,,,Unknown,HI,,19.5934765,-155.0572840,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:8370122932,United States Post Office,,,Unknown,HI,,20.8695089,-156.4539910,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:8416744051,Post Office,,,Unknown,HI,,20.7666547,-156.3283821,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:885686017,United States Post Office,,,Unknown,HI,,21.6462836,-157.9211160,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:9364503655,Post Office,,,Unknown,HI,,21.3092388,-157.8103925,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:9449220684,Post Office,,,Unknown,HI,,21.3334357,-157.6977577,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:9772738617,United States Post Office,,,Unknown,HI,,22.2123526,-159.4097532,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:9826592486,Post Office,,,Unknown,HI,,21.9251303,-159.5276825,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1042063501,United States Post Office,,,Unknown,HI,,21.2750761,-157.7860738,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1055208062,Post Office,,,Unknown,HI,,21.9746662,-159.3690844,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:115437248,United States Post Office,,,Unknown,HI,,22.2029490,-159.4976857,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1195526736,Post Office,,,Unknown,HI,,21.3791886,-157.9324907,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1227681635,Post Office,,,Unknown,HI,,21.1553426,-157.0384429,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1335901473,Post Office,,,Unknown,HI,,21.3804372,-158.0241491,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1354530067,United States Post Office,,,Unknown,HI,,21.2814814,-157.7987092,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:146508377,United States Post Office,,,Unknown,HI,,19.7161490,-155.0503244,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1511742996,Post Office,,,Unknown,HI,,21.5733539,-158.1218731,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,exclude,unnamed_geofabrik_post_office_extract
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:196606094,United States Post Office,,,Unknown,HI,,20.0800445,-155.4696605,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:205020415,United States Post Office,,,Unknown,HI,,20.0193984,-155.6685272,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
