target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:3664155704,Aina Haina Post Office,,,Aina Haina,HI,,21.2789669,-157.7532225,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:3254245603,Downtown Hilo Post Office,,,Downtown Hilo,HI,,19.7258774,-155.0890470,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:1157116221,Eleele Post Office,,,Eleele,HI,,21.9052920,-159.5855176,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:5623315421,FedEx,,,FedEx,HI,,21.2931106,-157.8415490,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:836960896,FedEx,,,FedEx,HI,,19.7162648,-155.0514650,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:9735902848,FedEx Office,,,FedEx Office,HI,,21.3026880,-157.8580950,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:9974077530,FedEx Office,,,FedEx Office,HI,,21.3969103,-157.9758572,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:3435692146,FedEx Ship Center,,,FedEx Ship Center,HI,,21.3166113,-157.9155216,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:232136444,Hawaii Kai Station Post Office,,,Hawaii Kai Station,HI,,21.2890180,-157.7021665,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:1022906619,Holualoa Post Office,,,Holualoa,HI,,19.6190600,-155.9485864,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:494310578,Honaunau Post Office,,,Honaunau,HI,,19.4172944,-155.8805502,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:494137075,Honomu Post Office,,,Honomu,HI,,19.8715200,-155.1123240,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:5427848320,Hoolehua united states postal service,,,Hoolehua postal service,HI,,21.1669098,-157.0689405,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:302171171,Kailua Post Office,,,Kailua,HI,,21.3926722,-157.7402353,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:810104225,Kalapana Post Office,,,Kalapana,HI,,21.3268346,-157.8707541,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:482100900,Kaneohe Post Office,,,Kaneohe,HI,,21.4192039,-157.8034321,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:3347079170,Kealakekua Post Office,,,Kealakekua,HI,,19.5182008,-155.9205560,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:9244266666,Kilauea Military Camp Post Office,,,Kilauea Military Camp,HI,,19.4332546,-155.2737231,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:14024052174,Mail With Us,,,Mail With Us,HI,,19.7206328,-155.0645567,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:456428175,Mililani Town Post Office,,,Mililani Town,HI,,21.4519531,-158.0151825,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:514355989,Moiliili Post Office,,,Moiliili,HI,,21.2914825,-157.8199909,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:536043554,Na'alehu Post Office,,,Na'alehu,HI,,19.0602415,-155.5873204,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:2661793989,Paradise Postal Service,,,Paradise Postal Service,HI,,20.2381287,-155.8310516,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:623238685,Post Mail Room,,,Post Mail Room,HI,,21.3416513,-157.8818154,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:13918258281,United States Postal Office,,,Postal Office,HI,,21.4411598,-158.1862407,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:13899746081,United States Postal Service,,,Postal Service,HI,,21.3877894,-158.1511309,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:488723279,United States Postal Service,,,Postal Service,HI,,20.9027039,-156.6843129,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:560417432,United States Postal Service,,,Postal Service,HI,,20.8772415,-156.6805477,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:10610326676,The UPS Store,,,The UPS Store,HI,,19.6421093,-155.9936207,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:10688046116,The UPS Store,,,The UPS Store,HI,,21.3090758,-157.8609804,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:11123760114,The UPS Store,,,The UPS Store,HI,,21.2811224,-157.8142896,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:11467561760,The UPS Store,,,The UPS Store,HI,,21.2787256,-157.7839806,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:12282948874,The UPS Store,,,The UPS Store,HI,,21.3847642,-158.0035888,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:5623346224,The UPS Store,,,The UPS Store,HI,,21.2930417,-157.8371282,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:7504759877,The UPS Store,,,The UPS Store,HI,,21.2780490,-157.7045080,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:7729759847,The UPS Store,,,The UPS Store,HI,,20.0203137,-155.6671580,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:node:8156515853,The UPS Store,,,The UPS Store,HI,,19.5031919,-154.9557530,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:662836411,The UPS Store,,,The UPS Store,HI,,19.7159034,-155.0449485,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
hi-geofabrik-post-office-seed,HI Geofabrik post-office seed extract,breadth_first_post_office_seed_extract,post_office,osm:way:142870232,U.S. Post Office Waikoloa Village 96738,,,U.S. Waikoloa Village 96738,HI,,19.9252727,-155.7876253,Geofabrik OpenStreetMap GeoPackage extract,2026-08-14T20:21:03Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_post_office_extract_address_limited
