facility_id,facility_name,city,state,review_status,semantic_review_status,semantic_review_reason
osm:way:513180059,"United States Post Office, Copper Center, Alaska",", Copper Center, Alaska",AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:519455463,"United States Post Office, Healy, Alaska",", Healy, Alaska",AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1347795936,Post Office 99612,99612,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:4733392843,Adak Post Office,Adak,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:592807262,Akhiok Post Office,Akhiok,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:928700926,Alakanuk Post Office,Alakanuk,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:254035272,Ambler Post Office,Ambler,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:2113579776,Anchor Point Post Office,Anchor Point,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:6044092102,Auke Bay Post Office,Auke Bay,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:192454475,Barrow Post Office,Barrow,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:466730144,Bethel Post Office,Bethel,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:510545418,Big Lake Post Office,Big Lake,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:4303460896,Campus Mail Center,Campus Mail Center,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:410448271,Cantwell Post Office,Cantwell,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:2981713712,Chickaloon Post Office,Chickaloon,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1340969827,Chignik Bay Post Office,Chignik Bay,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:5017344512,Chitina Post Office,Chitina,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:node:3665551100,Clam Gulch Post Office,Clam Gulch,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1211998540,Coldfoot Post Office,Coldfoot,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:36599261,College Station Post Office,College Station,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:362349023,Cooper Landing Post Office,Cooper Landing,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:275374420,Denali National Park Post Office,Denali National Park,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:855212133,Dillingham Post Office,Dillingham,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1338987610,Dimond Estaes Mailbox West,Dimond Estaes Mailbox West,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1338985799,Dimond Estates Mail Box Central,Dimond Estates Mail Box Central,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:894584634,Douglas Post Office,Douglas,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:176994131,Dutch Harbor Post Office,Dutch Harbor,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1444048475,Eek Post Office,Eek,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:974394911,Egegik Post Office,Egegik,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:1019268922,Emmonak Post Office,Emmonak,AK,packet_ready,public_postal_anchor_label,public_post_office_label
osm:way:523706691,United States Post Office Ester Alaska,Ester Alaska,AK,packet_ready,public_postal_anchor_label,public_post_office_label
