target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:42850393,Axel's,,,Chanhassen,MN,,44.8624461,-93.5347762,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:765261095,Bonsai,,,Chanhassen,MN,,44.8577822,-93.5316160,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:11164946102,Brito’s Burrito,,,Chanhassen,MN,,44.8898624,-93.5816939,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:42850121,Buffalo Wild Wings,,,Chanhassen,MN,,44.8594292,-93.5342866,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:765261093,Caribou Coffee,,,Chanhassen,MN,,44.8636397,-93.5447373,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:1206730310,Caribou Coffee,,,Chanhassen,MN,,44.8903227,-93.5816158,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:698945670,Chick-fil-A,,,Chanhassen,MN,,44.8592481,-93.5319654,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:42850122,Chipotle,,,Chanhassen,MN,,44.8594275,-93.5345142,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:40112447,Culver's,,,Chanhassen,MN,,44.8577564,-93.5324214,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:5584887733,Davanni's,,,Chanhassen,MN,,44.8567885,-93.5329397,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:5627517143,Detello's,,,Chanhassen,MN,,44.8911357,-93.5148257,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:10596606361,Domino's,,,Chanhassen,MN,,44.8927260,-93.5798478,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:6391790004,Domino's,,,Chanhassen,MN,,44.8626092,-93.5313053,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:746566341,Gina Maria's,,,Chanhassen,MN,,44.8580058,-93.5299303,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:11165007741,Happy Garden II,,,Chanhassen,MN,,44.8900183,-93.5820118,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:40112393,Houlihan's,,,Chanhassen,MN,,44.8571224,-93.5343349,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:682480285,Jersey Mike's Subs,,,Chanhassen,MN,,44.8616507,-93.5454300,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:102380858,Jimmy John's,,,Chanhassen,MN,,44.8613182,-93.5374577,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:12540780895,Jungle Kitchen,,,Chanhassen,MN,,44.8563519,-93.5329789,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:52277452,Lee-Ann Chinn,,,Chanhassen,MN,,44.8623916,-93.5459883,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:381557242,McDonald's,,,Chanhassen,MN,,44.8417135,-93.5394538,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:42850903,McDonald's,,,Chanhassen,MN,,44.8610888,-93.5236337,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
