target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:42850393,Axel's,,,Chanhassen,MN,,44.8624461,-93.5347762,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:11215344955,Milio's,,,Chanhassen,MN,,44.8927320,-93.5797023,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:6391790001,Na's Thai Cafe,,,Chanhassen,MN,,44.8627135,-93.5350328,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:682480284,Noodles & Company,,,Chanhassen,MN,,44.8615035,-93.5454306,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:11164959110,North Coop,,,Chanhassen,MN,,44.8898359,-93.5815352,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:698945669,Panera Bread,,,Chanhassen,MN,,44.8590590,-93.5329925,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:6391789782,Papa Murphy's,,,Chanhassen,MN,,44.8607041,-93.5400534,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:6391790000,Pizzaioli,,,Chanhassen,MN,,44.8627274,-93.5356917,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:5625484111,Potbelly,,,Chanhassen,MN,,44.8597811,-93.5307740,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:6391789781,Rey Azteca,,,Chanhassen,MN,,44.8607836,-93.5400534,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:13648415601,Rubys Family Restaurant,,,Chanhassen,MN,,44.8618336,-93.5395326,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:5625484112,Smashburger,,,Chanhassen,MN,,44.8598446,-93.5303586,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:6391867612,Soya Sushi & Grill,,,Chanhassen,MN,,44.8599555,-93.5333634,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:6391789750,Starbucks,,,Chanhassen,MN,,44.8615746,-93.5428937,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:607167688,Starbucks,,,Chanhassen,MN,,44.8610704,-93.5244925,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:5627517142,Subway,,,Chanhassen,MN,,44.8910449,-93.5148277,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:381557580,Subway,,,Chanhassen,MN,,44.8413805,-93.5394269,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:42850163,Subway,,,Chanhassen,MN,,44.8617038,-93.5399024,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:52277458,Taco Bell,,,Chanhassen,MN,,44.8623414,-93.5453057,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:42850131,Tequila Butcher,,,Chanhassen,MN,,44.8591999,-93.5349754,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-chanhassen-7760ede94d,Chanhassen post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:40114182,Wendy's,,,Chanhassen,MN,,44.8614857,-93.5385602,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-courtland-fb88186654,Courtland post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:4499674882,,,,Courtland,MN,,44.2388767,-94.3150605,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,exclude,unnamed_food_service_anchor
national-post-office-mn-harmony-6f58a446af,Harmony post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:13850492985,,,,Harmony,MN,,43.5579272,-92.0063793,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,exclude,unnamed_food_service_anchor
national-post-office-mn-harmony-6f58a446af,Harmony post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:1517226109,,,,Harmony,MN,,43.5548170,-92.0102501,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,exclude,unnamed_food_service_anchor
national-post-office-mn-harmony-6f58a446af,Harmony post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:1517226094,Estelle's,,,Harmony,MN,,43.5555963,-92.0103131,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-harmony-6f58a446af,Harmony post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:1134831101,The Bite,,,Harmony,MN,,43.5549947,-92.0103745,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-heron-lake-96bbf7a835,Heron Lake post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:1102712692,Nenas Bar and Grill,,,Heron Lake,MN,,43.7956377,-95.3226614,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-heron-lake-96bbf7a835,Heron Lake post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:1102712691,PJ's Cafe and Mini Mart,,,Heron Lake,MN,,43.7970954,-95.3202996,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-jackson-9a163870c4,Jackson post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:703487615,,,,Jackson,MN,,43.6390402,-94.9961830,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,exclude,unnamed_food_service_anchor
national-post-office-mn-jackson-9a163870c4,Jackson post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:703503883,,,,Jackson,MN,,43.6219812,-94.9880449,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,exclude,unnamed_food_service_anchor
national-post-office-mn-jackson-9a163870c4,Jackson post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:703487589,Burger King,,,Jackson,MN,,43.6418231,-94.9938955,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-jackson-9a163870c4,Jackson post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:1345343862,DQ Grill & Chill,,,Jackson,MN,,43.6385347,-94.9963420,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-jackson-9a163870c4,Jackson post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:703421330,Subway,,,Jackson,MN,,43.6257480,-94.9892051,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:4511437470,,,,New Ulm,MN,,44.2935671,-94.4412871,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,exclude,unnamed_food_service_anchor
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:4538957087,,,,New Ulm,MN,,44.3127514,-94.4759334,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,exclude,unnamed_food_service_anchor
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:4511437461,Applebee's,,,New Ulm,MN,,44.2946240,-94.4398039,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:4812632714,Baloon Saloon,,,New Ulm,MN,,44.3326858,-94.4923213,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:4812597953,Blue Cafe,,,New Ulm,MN,,44.3076915,-94.4775971,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:4503676216,Burger King,,,New Ulm,MN,,44.2930501,-94.4426395,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:4542187909,Cottonwood Grill,,,New Ulm,MN,,44.2864951,-94.4574119,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:4516414889,DQ Grill & Chill,,,New Ulm,MN,,44.3273189,-94.4746990,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:4812603037,Dee's Bakery,,,New Ulm,MN,,44.3290587,-94.5006686,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:3671121245,Green Mill,,,New Ulm,MN,,44.2918376,-94.4381901,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:492396016,Lamplighter Family Sports Bar,,,New Ulm,MN,,44.3159720,-94.4611244,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:9800920653,Lola - An American Bistro,,,New Ulm,MN,,44.3138955,-94.4590772,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:4586304555,MLC Cafeteria,,,New Ulm,MN,,44.3048649,-94.4728457,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:475421775,Main Jiang House,,,New Ulm,MN,,44.3175683,-94.4624569,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:454775653,McDonald's,,,New Ulm,MN,,44.2962306,-94.4439526,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:5390924090,Papa Murphy's,,,New Ulm,MN,,44.2961489,-94.4454768,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:559636757,Perkins,,,New Ulm,MN,,44.2954440,-94.4435781,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:455196582,Plaza Garibaldi,,,New Ulm,MN,,44.3292079,-94.4769179,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:4812608485,Sonic,,,New Ulm,MN,,44.3311071,-94.4931336,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:4511629564,Subway,,,New Ulm,MN,,44.2984223,-94.4475390,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-new-ulm-55013a5407,New Ulm post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:node:4511607184,Taco John's,,,New Ulm,MN,,44.2987862,-94.4478912,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-orr-2b5957cb45,Orr post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:706717513,T Pattenn Cafe,,,Orr,MN,,48.0543349,-92.8318516,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
national-post-office-mn-orr-2b5957cb45,Orr post-office-centered national sample candidate,national_post_office_sample_candidate,food_service,osm:way:707014231,The Dam Restaurant,,,Orr,MN,,48.0327556,-92.8316847,Geofabrik OpenStreetMap GeoPackage extract,2026-08-16T02:16:42Z,open,ODbL; attribution and share-alike required,packet_ready,geofabrik_named_food_service
