target_id,primary_city,state,postal_code_hint,settlement_size_proxy,settlement_proxy_source,settlement_proxy_source_date,settlement_proxy_note,census_geography_level,census_geoid,census_name,census_population
national-post-office-sd-aberdeen-d465535319,Aberdeen,SD,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4600100,Aberdeen city,28495
national-post-office-sd-alcester-4fbca0de20,Alcester,SD,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4600700,Alcester city,820
national-post-office-sd-alexandria-2e7eebff18,Alexandria,SD,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4600820,Alexandria city,649
national-post-office-sd-allen-79c0327f6e,Allen,SD,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,4600770270,West Bennett UT,1396
national-post-office-sd-alpena-a0ee450c87,Alpena,SD,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4601020,Alpena town,212
national-post-office-sd-armour-3ca30d418c,Armour,SD,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4602260,Armour city,698
national-post-office-sd-artesian-a7016c8d34,Artesian,SD,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4602380,Artesian town,129
national-post-office-sd-astoria-fe7bf7e0c0,Astoria,SD,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4602580,Astoria town,132
national-post-office-sd-avon-4e69ef7609,Avon,SD,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4602900,Avon city,586
national-post-office-sd-badger-fce2190452,Badger,SD,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4603060,Badger town,129
national-post-office-sd-baltic-88f3282873,Baltic,SD,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4603380,Baltic city,1246
national-post-office-sd-batesland-cb6a7a11b2,Batesland,SD,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,4603860,Batesland town,100
