target_id,primary_city,state,postal_code_hint,settlement_size_proxy,settlement_proxy_source,settlement_proxy_source_date,settlement_proxy_note,census_geography_level,census_geoid,census_name,census_population
national-post-office-wv-addison-ce6230c810,Addison,WV,,unknown,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,No Census incorporated place or county subdivision match found.,,,,
national-post-office-wv-adrian-po-672cf91bb8,Adrian PO,WV,,2500_to_9999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5409793105,Third district,7867
national-post-office-wv-advent-6703372d97,Advent,WV,,2500_to_9999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5403590976,Eastern district,9337
national-post-office-wv-alderson-733e4910f8,Alderson,WV,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,Incorporated Places,5400772,Alderson town,975
national-post-office-wv-alkol-af95b9cf0d,Alkol,WV,,2500_to_9999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5404390770,District 1,6778
national-post-office-wv-alum-bridge-cac27a2707,Alum Bridge,WV,,2500_to_9999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5404191176,Freemans Creek district,5397
national-post-office-wv-alvy-528cc43221,Alvy,WV,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5409592898,South district,1905
national-post-office-wv-ameagle-9cd071b90e,Ameagle,WV,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5408190828,District 2,23846
national-post-office-wv-amherstdale-326f3fc417,Amherstdale,WV,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5404590979,Eastern district,12120
national-post-office-wv-amma-f3d6d8e5e0,Amma,WV,,2500_to_9999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5408790930,District III,4759
national-post-office-wv-annamoriah-d4deb06470,Annamoriah,WV,,under_2500,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5401390766,District 1,1231
national-post-office-wv-anthony-bd47863ac8,Anthony,WV,,10000_to_49999,U.S. Census Bureau 2020 PL 94-171 geography and Census Geocoder,2020-04-01,Coordinate join to Census incorporated place when available; otherwise county subdivision as settlement proxy.,County Subdivisions,5402590449,Central district,12948
